;        VIRGO(new) Virgo(org) DIARAD(org) PMO6V (org)
20000923 1359.43697 1364.37439 1364.71130 1364.03467
20000924 1360.08233 1365.02209 1365.34204 1364.69324
20000925 1360.80347 1365.74585 1366.06812 1365.41541
20000926 1361.42693 1366.37158 1366.65625 1366.06543
20000927 1361.88596 1366.83228 1367.21118 1366.46704
20000928 1362.26216 1367.20984 1367.55066 1366.86694
20000929 1362.09905 1367.04614 1367.36389 1366.71814
20000930 1361.73855 1366.68433 1367.03699 1366.33362
20001001 1361.36004 1366.30444 1366.65198 1365.95715
20001002 1361.39105 1366.33557 1366.65063 1366.00928
20001003 1361.75107 1366.69690 1366.99658 1366.38379
20001004 1361.97074 1366.91736 1367.30457 1366.54395
20001005 1362.27566 1367.22339 1367.59082 1366.86267
20001006 1362.34487 1367.29285 1367.65271 1366.93713
20001007 1362.22920 1367.17676 1367.57983 1366.77295
20001008 1362.17665 1367.12402 1367.48596 1366.74878
20001009 1362.07461 1367.02161 1367.41626 1366.64355
20001010 1361.92342 1366.86987 1367.23682 1366.50964
20001011 1361.85069 1366.79688 1367.14307 1366.45020
20001012 1361.99007 1366.93677 1367.30786 1366.57422
20001013 1362.13214 1367.07935 1367.41150 1366.74182
20001014 1362.05965 1367.00659 1367.37439 1366.64612
20001015 1362.12520 1367.07239 1367.45227 1366.70398
20001016 1362.29743 1367.24524 1367.59778 1366.89441
20001017 1362.35484 1367.30286 1367.64026 1366.95984
20001018 1362.25377 1367.20142 1367.60022 1366.82031
20001019 1362.16729 1367.11462 1367.50146 1366.74121
20001020 1361.98509 1366.93176 1367.30920 1366.56458
20001021 1361.93875 1366.88525 1367.26782 1366.51501
20001022 1362.04700 1366.99390 1367.38892 1366.61560
20001023 1362.21971 1367.16724 1367.54468 1366.80017
20001024 1362.45214 1367.40051 1367.75964 1367.04504
20001025 1362.55297 1367.50171 1367.87244 1367.13855
20001026 1362.52962 1367.47827 1367.86096 1367.10730
20001027 1362.36785 1367.31592 1367.70227 1366.92603
20001028 1362.31117 1367.25903 1367.61389 1366.90552
20001029 1362.38622 1367.33435 1367.63074 1367.01477
20001030 1362.30631 1367.25415 1367.59570 1366.90894
20001031 1362.28709 1367.23486 1367.58081 1366.88672
20001101 1362.08069 1367.02771 1367.38562 1366.67163
20001102 1361.82977 1366.77588 1367.14063 1366.41553
20001103 1361.68722 1366.63281 1366.98120 1366.28235
20001104 1361.75606 1366.70190 1367.03040 1366.36365
20001105 1361.87368 1366.81995 1367.16797 1366.46924
20001106 1362.15853 1367.10583 1367.44897 1366.75610
20001107 1362.24355 1367.19116 1367.55115 1366.83276
20001108 1362.16230 1367.10962 1367.48438 1366.74182
20001109 1361.99275 1366.93945 1367.24695 1366.66479
20001110 1361.78209 1366.72803 1367.02393 1366.40967
20001111 1361.68710 1366.63269 1366.98865 1366.27588
20001112 1361.74840 1366.69421 1367.06689 1366.32629
20001113 1361.77126 1366.71716 1367.05396 1366.37244
20001114 1361.81761 1366.76367 1367.10376 1366.41687
20001115 1361.95188 1366.89844 1367.23303 1366.55530
20001116 1361.96709 1366.91370 1367.24927 1366.57080
20001117 1361.83828 1366.78442 1367.13708 1366.42896
20001118 1361.69111 1366.63672 1366.96204 1366.30042
20001119 1361.55185 1366.49695 1366.84521 1366.14465
20001120 1361.60561 1366.55090 1366.87720 1366.21423
20001121 1361.74049 1366.68628 1367.03369 1366.37280
20001122 1361.83938 1366.78552 1367.13708 1366.43103
20001123 1362.01647 1366.96326 1367.30798 1366.61353
20001124 1362.06269 1367.00964 1367.37854 1366.64270
20001125 1362.14320 1367.09045 1367.46179 1366.72144
20001126 1362.11961 1367.06677 1367.40833 1366.72437
20001127 1362.01781 1366.96460 1367.34766 1366.58691
20001128 1362.00126 1366.94800 1367.28833 1366.59900
20001129 1362.10769 1367.05481 1367.35950  -99.00000
20001130 1362.14308 1367.09033 1367.34570 1366.95374
20001201 1362.19551 1367.14294 1367.44507  -99.00000
20001202 1362.30181 1367.24963 1367.58008 1366.91077
20001203 1362.45251 1367.40088 1367.77893 1367.02698
20001204 1362.52719 1367.47583 1367.85156 1367.10352
20001205 1362.27140 1367.21912 1367.57776 1366.85950
20001206 1361.93084 1366.87732 1367.24084 1366.51648
20001207 1361.79644 1366.74243 1367.12024 1366.36121
20001208 1361.84558 1366.79175 1367.13867 1366.44104
20001209 1361.91162 1366.85803 1367.20300 1366.50854
20001210 1362.00017 1366.94690 1367.32043 1366.57593
20001211 1362.07436 1367.02136 1367.41028 1366.63867
20001212 1362.11195 1367.05908 1367.41772 1366.69946
20001213 1361.96891 1366.91553 1367.29016 1366.54370
20001214 1361.83938 1366.78552 1367.16736 1366.40784
20001215 1361.78647 1366.73242 1367.11121 1366.35718
20001216 1361.94677 1366.89331 1367.28516 1366.51172
20001217 1362.14953 1367.09680 1367.48877 1366.72559
20001218 1362.41419 1367.36243 1367.78015 1366.95508
20001219 1362.50031 1367.44885 1367.84583 1367.05835
20001220 1362.43572 1367.38403 1367.79016 1366.98596
20001221 1362.28612 1367.23389 1367.63464 1366.83997
20001222 1362.11718 1367.06433 1367.45251 1366.68091
20001223 1361.97220 1366.91882 1367.32996 1366.51685
20001224 1361.92585 1366.87231 1367.26221 1366.47229
20001225 1361.92452 1366.87097 1367.26257 1366.48462
20001226 1361.93534 1366.88184 1367.26880 1366.49219
20001227 1361.97317 1366.91980 1367.29980 1366.54248
20001228 1361.92111 1366.86755 1367.22754 1366.50684
20001229 1361.84643 1366.79260 1367.17346 1366.41418
20001230 1361.68041 1366.62598 1367.00928 1366.24524
20001231 1361.46014 1366.40491 1366.77820 1366.03259
20010101 1361.31090 1366.25513 1366.61841 1365.89026
20010102 1361.43156 1366.37622 1366.74280 1366.00964
20010103 1361.56681 1366.51196 1366.91492 1366.11218
20010104 1361.67688 1366.62244 1367.00671 1366.23303
20010105 1361.89691 1366.84326 1367.21472  -99.00000
20010106 1362.12241 1367.06958 1367.44373 1366.69043
20010107 1362.22616 1367.17371 1367.54968 1366.78247
20010108 1362.20244 1367.14990 1367.52649 1366.77356
20010109 1362.16534 1367.11267 1367.44922 1366.77869
20010110 1361.97803 1366.92468 1367.28491 1366.56445
20010111 1361.81213 1366.75818 1367.13501 1366.38135
20010112 1361.63188 1366.57727 1366.93848 1366.21619
20010113 1361.49760 1366.44250 1366.80347 1366.08167
20010114 1361.59709 1366.54236 1366.91406  -99.00000
20010115 1361.86553 1366.81177  -99.00000 1366.46582
20010116 1362.06463 1367.01160 1367.40088 1366.62573
20010117 1362.26471 1367.21240 1367.56018 1366.86572
20010118 1362.28052 1367.22827 1367.59216 1366.86499
20010119 1362.20159 1367.14905 1367.48694 1366.81311
20010120 1362.11718 1367.06433 1367.39600 1366.73523
20010121 1362.05527 1367.00220 1367.34229 1366.66443
20010122 1362.04335 1366.99023 1367.35461 1366.62671
20010123 1362.17094 1367.11829 1367.46484 1366.77380
20010124 1361.98229 1366.92896 1367.28699 1366.57227
20010125 1361.94106 1366.88757 1367.23877 1366.54431
20010126 1362.02778 1366.97461 1367.32776 1366.62341
20010127 1361.97159 1366.91821 1367.27588 1366.56213
20010128 1361.99336 1366.94006 1367.29395 1366.58789
20010129 1362.10964 1367.05676 1367.40125 1366.71472
20010130 1362.12970 1367.07690 1367.45337 1366.70044
20010131 1362.24075 1367.18835 1367.53235 1366.84705
20010201 1362.29317 1367.24097 1367.59106 1366.89307
20010202 1362.26739 1367.21509 1367.56470 1366.86780
20010203 1362.25060 1367.19824 1367.56323 1366.83423
20010204 1362.36883 1367.31689 1367.66748 1366.95251
20010205 1362.26106 1367.20874 1367.57092 1366.84814
20010206 1362.01416 1366.96094 1367.31860 1366.60535
20010207 1361.88839 1366.83472 1367.19104 1366.48096
20010208 1361.88547 1366.83179 1367.18945 1366.47656
20010209 1361.94471 1366.89124 1367.27649 1366.50525
20010210 1361.89399 1366.84033 1367.20361 1366.47913
20010211 1361.93206 1366.87854 1367.25635 1366.50098
20010212 1361.99920 1366.94592 1367.34875 1366.53967
20010213 1361.96745 1366.91406 1367.30408 1366.52234
20010214 1361.99555 1366.94226 1367.29968 1366.58240
20010215 1361.98205 1366.92871 1367.29553 1366.56384
20010216 1361.96064 1366.90723 1367.30371 1366.50781
20010217 1361.89374 1366.84009 1367.24121 1366.43494
20010218 1361.89289 1366.83923 1367.24341 1366.43018
20010219 1361.87477 1366.82104 1367.20483 1366.43640
20010220 1361.88341 1366.82971 1367.22363 1366.43298
20010221 1361.96976 1366.91638 1367.30591 1366.52490
20010222 1362.08799 1367.03503 1367.42639 1366.64050
20010223 1362.06512 1367.01208 1367.44080 1366.57141
20010224 1362.05734 1367.00427 1367.42126 1366.58948
20010225 1362.05283 1366.99976 1367.40491 1366.58826
20010226 1361.98630 1366.93298 1367.33154 1366.52979
20010227 1362.01939 1366.96619 1367.38086 1366.54260
20010228 1362.04031 1366.98718 1367.38049 1366.59058
20010301 1362.14637 1367.09363 1367.50671 1366.67188
20010302 1362.22470 1367.17224 1367.58911 1366.74573
20010303 1362.18419 1367.13159 1367.54675 1366.70691
20010304 1361.98156 1366.92822 1367.34033 1366.50720
20010305 1361.78172 1366.72766 1367.15674 1366.28406
20010306 1361.54564 1366.49072 1366.89160 1366.08423
20010307 1361.52034 1366.46533 1366.87219 1366.05066
20010308 1361.58481 1366.53003 1366.92322 1366.13306
20010309 1361.79170 1366.73767 1367.11633 1366.35974
20010310 1361.96271 1366.90930 1367.29028 1366.52832
20010311 1362.14187 1367.08911 1367.43933 1366.74878
20010312 1362.08932 1367.03638 1367.42395 1366.64636
20010313 1361.99713 1366.94385 1367.30884 1366.58350
20010314 1361.78841 1366.73438 1367.12024 1366.34619
20010315 1361.68503 1366.63062 1367.02161 1366.23450
20010316 1361.67068 1366.61621 1367.00464 1366.22815
20010317 1361.78768 1366.73364 1367.12195 1366.34192
20010318 1361.87988 1366.82617 1367.22766 1366.41663
20010319 1361.97013 1366.91675 1367.31458 1366.51196
20010320 1362.09674 1367.04382 1367.45325 1366.62329
20010321 1362.07278 1367.01978 1367.41064 1366.62366
20010322 1361.84862 1366.79480 1367.18286 1366.40222
20010323 1361.69050 1366.63611 1367.00500 1366.26636
20010324 1361.55975 1366.50488 1366.88489 1366.12244
20010325 1361.23622 1366.18018 1366.61475 1365.72485
20010326 1360.68950 1365.63147 1366.03381 1365.19714
20010327 1359.73557 1364.67407 1365.05188 1364.28271
20010328 1359.33857 1364.27563 1364.67053 1363.87231
20010329 1359.54826 1364.48608 1364.88123 1364.08203
20010330 1359.91521 1364.85437 1365.22620 1364.48120
20010331 1360.44016 1365.38123 1365.76270 1364.99500
20010401 1360.83606 1365.77856 1366.16150 1365.39014
20010402 1361.31491 1366.25916 1366.63757 1365.87634
20010403 1361.69062 1366.63623 1367.02332 1366.24158
20010404 1361.85543 1366.80164 1367.18542 1366.41199
20010405 1361.71422 1366.65991 1367.03333 1366.27405
20010406 1361.37439 1366.31885 1366.72583 1365.89685
20010407 1361.21506 1366.15894 1366.57825 1365.71997
20010408 1361.05329 1365.99658 1366.38611 1365.59668
20010409 1361.00500 1365.94812 1366.31897 1365.57275
20010410 1361.02945 1365.97266 1366.34082 1365.60022
20010411 1361.11557 1366.05908 1366.42786 1365.68555
20010412 1361.31504 1366.25928 1366.61963 1365.89636
20010413 1361.60025 1366.54553 1366.88574 1366.20898
20010414 1361.72176 1366.66748 1367.01453 1366.31775
20010415 1361.79887 1366.74487 1367.08118 1366.41650
20010416 1361.71276 1366.65845 1366.97534 1366.35120
20010417 1361.63054 1366.57593 1366.89648 1366.26331
20010418 1361.59502 1366.54028 1366.86902 1366.21643
20010419 1361.57994 1366.52515 1366.83313 1366.22852
20010420 1361.48410 1366.42896 1366.76050 1366.10071
20010421 1361.16616 1366.10986 1366.41797 1365.81226
20010422 1361.00537 1365.94849 1366.26990 1365.63293
20010423 1361.01352 1365.95667 1366.25574 1365.67017
20010424 1360.93811 1365.88098 1366.20251 1365.56445
20010425 1361.05803 1366.00134 1366.29883 1365.72583
20010426 1361.26067 1366.20471 1366.51465 1365.90222
20010427 1361.39714 1366.34167 1366.66125 1366.02637
20010428 1361.59235 1366.53760 1366.85901 1366.21973
20010429 1361.76056 1366.70642 1367.02234 1366.39526
20010430 1361.85677 1366.80298 1367.12012 1366.48975
20010501 1361.80471 1366.75073 1367.06165 1366.44556
20010502 1361.77285 1366.71875 1367.01685 1366.43030
20010503 1361.67822 1366.62378 1366.93298 1366.32019
20010504 1361.59247 1366.53772 1366.85840 1366.21826
20010505 1361.74621 1366.69202 1367.01550 1366.36377
20010506 1361.84424 1366.79041 1367.11243 1366.46802
20010507 1361.78391 1366.72986 1367.06519 1366.38916
20010508 1361.77637 1366.72229 1367.04761 1366.39465
20010509 1361.72882 1366.67456 1366.99683 1366.35071
20010510 1361.61765 1366.56299 1366.88904 1366.23376
20010511 1361.35225 1366.29663 1366.61096 1365.98279
20010512 1361.01498 1365.95813 1366.27637 1365.63879
20010513 1360.93592 1365.87878 1366.18970 1365.56873
20010514 1361.01741 1365.96057 1366.29077 1365.62537
20010515 1361.23805 1366.18201 1366.48438 1365.88953
20010516 1361.50125 1366.44617 1366.74915 1366.14563
20010517 1361.74730 1366.69312 1366.98767 1366.40271
20010518 1361.89070 1366.83704 1367.13660 1366.53992
20010519 1361.88195 1366.82825 1367.12842 1366.53015
20010520 1361.82186 1366.76794 1367.06995 1366.46729
20010521 1361.67871 1366.62427 1366.92456 1366.32520
20010522 1361.43606 1366.38074 1366.68494 1366.07666
20010523 1361.13381 1366.07739 1366.36658 1365.79150
20010524 1361.04709 1365.99036 1366.28723 1365.69507
20010525 1361.19025 1366.13403 1366.43042 1365.84668
20010526 1361.43569 1366.38037 1366.66577 1366.09827
20010527 1361.74913 1366.69495 1366.97900 1366.41443
20010528 1362.02863 1366.97546 1367.27539 1366.67603
20010529 1362.16996 1367.11731 1367.41248 1366.82336
20010530 1362.12946 1367.07666 1367.36426 1366.79175
20010531 1362.00674 1366.95349 1367.24146 1366.66785
20010601 1361.92610 1366.87256 1367.17078 1366.57483
20010602 1361.86674 1366.81299 1367.09924 1366.52917
20010603 1361.69573 1366.64136 1366.93579 1366.37927
20010604 1361.46050 1366.40527 1366.70044 1366.11487
20010605 1361.44068 1366.38538 1366.67957 1366.09216
20010606 1361.53336 1366.47839 1366.75317 1366.20776
20010607 1361.46050 1366.40527 1366.69824 1366.11353
20010608 1361.06071 1366.00403 1366.30212 1365.70618
20010609 1360.65374 1365.59558 1365.89673 1365.29407
20010610 1360.76661 1365.70886 1365.99243 1365.42773
20010611 1361.09659 1366.04004 1366.33398 1365.74695
20010612 1361.53458 1366.47961 1366.74927 1366.21436
20010613 1361.67554 1366.62109 1366.93689 1366.30286
20010614 1361.71094 1366.65662 1366.95386 1366.36682
20010615 1361.72505 1366.67078 1366.94202 1366.40320
20010616 1361.39373 1366.33826 1366.62756 1366.04773
20010617 1361.09769 1366.04114 1366.33997 1365.74231
20010618 1360.87352 1365.81616 1366.11658 1365.51526
20010619 1360.75202 1365.69421 1365.99023 1365.39819
20010620 1360.73462 1365.67676 1365.97424 1365.37927
20010621 1360.98652 1365.92957 1366.23572 1365.62231
20010622 1361.44408 1366.38879 1366.69580 1366.08069
20010623 1361.75083 1366.69666 1367.01025 1366.38159
20010624 1361.90785 1366.85425 1367.15894 1366.54749
20010625 1361.91771 1366.86414 1367.17114 1366.55627
20010626 1361.75290 1366.69873 1367.00366 1366.39319
20010627 1361.76810 1366.71399 1367.00598 1366.42236
20010628 1361.82490 1366.77100 1367.07190 1366.46985
20010629 1361.88718 1366.83350 1367.12976 1366.53723
20010630 1361.96599 1366.91260 1367.20862 1366.61658
20010701 1362.16802 1367.11536 1367.41467 1366.81604
20010702 1362.36822 1367.31628 1367.58875 1367.04443
20010703 1362.25267 1367.20032 1367.54639 1366.85425
20010704 1362.09869 1367.04578 1367.34717 1366.74658
20010705 1361.92622 1366.87268 1367.17358 1366.57178
20010706 1361.79924 1366.74524 1367.06470 1366.42615
20010707 1361.70571 1366.65137 1366.93616 1366.36609
20010708 1361.60257 1366.54785 1366.84094 1366.25452
20010709 1361.63735 1366.58276 1366.86292 1366.30188
20010710 1361.83998 1366.78613 1367.05908 1366.51196
20010711 1362.02936 1366.97620 1367.24402 1366.70679
20010712 1362.05247 1366.99939 1367.28394 1366.71399
20010713 1361.96246 1366.90906 1367.20691 1366.61096
20010714 1361.70510 1366.65076 1366.95862 1366.34436
20010715 1361.47741 1366.42224 1366.73376 1366.11133
20010716 1361.32975 1366.27405 1366.58081 1365.96765
20010717 1361.42389 1366.36853 1366.64709 1366.08801
20010718 1361.59965 1366.54492 1366.82397 1366.26404
20010719 1361.73502 1366.68079 1366.98059 1366.38074
20010720 1361.70850 1366.65417 1366.95593 1366.35242
20010721 1361.61740 1366.56274 1366.86292 1366.26221
20010722 1361.55623 1366.50134 1366.78723 1366.21375
20010723 1361.58761 1366.53284 1366.82581 1366.23901
20010724 1361.59904 1366.54431 1366.84814 1366.25708
20010725 1361.61972 1366.56506 1366.88501 1366.24683
20010726 1361.66180 1366.60730 1366.92981 1366.28662
20010727 1361.77321 1366.71912 1367.01440 1366.42297
20010728 1361.88243 1366.82874 1367.06763 1366.53662
20010729 1361.95249 1366.89905  -99.00000 1366.61499
20010730 1361.86322 1366.80945 1367.13293 1366.48804
20010731 1361.86431 1366.81055 1367.09973 1366.51965
20010801 1361.80009 1366.74609 1367.04321 1366.44824
20010802 1361.67275 1366.61829 1366.94556 1366.29395
20010803 1361.50259 1366.44751 1366.77368 1366.11084
20010804 1361.09696 1366.04041 1366.36560 1365.71777
20010805 1360.90807 1365.85083 1366.17468 1365.52966
20010806 1361.02313 1365.96631 1366.27234 1365.66077
20010807 1361.13186 1366.07544 1366.37708 1365.77344
20010808 1361.39069 1366.33521 1366.65967 1366.01355
20010809 1361.61217 1366.55750 1366.87866 1366.23865
20010810 1361.63516 1366.58057 1366.90381 1366.25989
20010811 1361.24279 1366.18677 1366.51392 1365.86267
20010812 1361.24072 1366.18469 1366.52087 1365.85303
20010813 1361.41124 1366.35583 1366.67712 1366.03979
20010814 1361.70911 1366.65479 1366.96313 1366.34692
20010815 1361.90165 1366.84802 1367.14514 1366.54968
20010816 1362.04724 1366.99414 1367.31152 1366.67859
20010817 1362.15561 1367.10291 1367.41113 1366.79492
20010818 1361.87854 1366.82483 1367.12842 1366.52075
20010819 1361.57350 1366.51868 1366.82446 1366.21265
20010820 1361.36247 1366.30688 1366.61304 1366.00024
20010821 1361.31066 1366.25488 1366.55652 1365.95203
20010822 1361.42110 1366.36572 1366.66882 1366.06152
20010823 1361.63480 1366.58020 1366.90295 1366.25964
20010824 1361.75570 1366.70154 1367.01587 1366.38904
20010825 1361.68819 1366.63379 1366.93860 1366.32776
20010826 1361.54017 1366.48523 1366.79028 1366.17883
20010827 1361.46379 1366.40857 1366.72021 1366.09644
20010828 1361.46890 1366.41370 1366.73108 1366.09656
20010829 1361.41319 1366.35779 1366.65723 1366.05542
20010830 1361.23452 1366.17847 1366.48633 1365.86902
20010831 1361.19791 1366.14172 1366.44727 1365.83411
20010901 1361.21068 1366.15454 1366.44788 1365.85693
20010902 1361.17297 1366.11670 1366.41028 1365.82068
20010903 1361.17151 1366.11523 1366.41577 1365.81128
20010904 1361.24753 1366.19153 1366.46216 1365.91260
20010905 1361.29935 1366.24353 1366.55212 1365.93237
20010906 1361.53652 1366.48157 1366.78772 1366.17236
20010907 1361.59211 1366.53735 1366.84045 1366.23035
20010908 1361.37901 1366.32349 1366.60461 1366.03455
20010909 1360.95879 1365.90173 1366.20422 1365.59485
20010910 1360.64851 1365.59033 1365.89063 1365.28503
20010911 1360.76053 1365.70276 1365.96790 1365.40820
20010912 1360.99576 1365.93884 1366.23047 1365.64026
20010913 1361.33413 1366.27844 1366.60339 1365.95215
20010914 1361.64623 1366.59167 1366.88318 1366.29309
20010915 1361.91394 1366.86035 1367.17200 1366.54395
20010916 1362.01391 1366.96069 1367.26880 1366.64807
20010917 1361.97961 1366.92627 1367.23816 1366.61462
20010918 1361.75837 1366.70422 1367.01257 1366.38708
20010919 1361.64258 1366.58801 1366.88843 1366.28113
20010920 1361.48142 1366.42627 1366.72522 1366.12024
20010921 1361.29740 1366.24158 1366.54175 1365.96106
20010922 1360.98992 1365.93298 1366.24414 1365.61523
20010923 1360.83205 1365.77454 1366.10120 1365.44543
20010924 1360.60777 1365.54944 1365.90247 1365.19861
20010925 1360.58089 1365.52246 1365.84570 1365.19604
20010926 1360.77756 1365.71985 1366.06177 1365.37488
20010927 1360.95842 1365.90137 1366.22852 1365.57141
20010928 1361.15959 1366.10327 1366.45227 1365.74011
20010929 1361.34228 1366.28662 1366.66296 1365.91589
20010930 1361.51889 1366.46387 1366.79395 1366.13098
20011001 1361.65073 1366.59619 1366.94226 1366.24988
20011002 1361.85032 1366.79651 1367.20630 1366.40088
20011003 1362.19587 1367.14331 1367.53174 1366.76208
20011004 1362.53181 1367.48047 1367.85938 1367.10706
20011005 1362.63884 1367.58789 1367.95752 1367.22144
20011006 1362.41638 1367.36462 1367.77234 1366.96704
20011007 1362.22993 1367.17749 1367.57568 1366.78821
20011008 1362.09504 1367.04211 1367.43225 1366.65564
20011009 1362.19952 1367.14697 1367.53552 1366.76514
20011010 1362.33015 1367.27808 1367.67676 1366.88782
20011011 1362.36956 1367.31763 1367.67920 1366.95752
20011012 1362.26264 1367.21033 1367.59998 1366.82422
20011013 1362.01172 1366.95850 1367.35559 1366.56921
20011014 1361.69269 1366.63831 1367.04688 1366.23950
20011015 1361.53105 1366.47607 1366.89746 1366.06665
20011016 1361.46294 1366.40771 1366.81567 1365.97656
20011017 1361.43265 1366.37732 1366.77698 1365.98547
20011018 1361.46634 1366.41113 1366.81641 1366.01477
20011019 1361.59344 1366.53870 1366.92444 1366.15808
20011020 1361.72055 1366.66626 1367.05103 1366.28662
20011021 1361.77516 1366.72107 1367.09839 1366.34595
20011022 1361.82016 1366.76624 1367.16528 1366.37048
20011023 1361.93108 1366.87756 1367.24805 1366.51050
20011024 1361.93534 1366.88184 1367.25708 1366.50940
20011025 1361.76153 1366.70740 1367.08667 1366.33167
20011026 1361.50356 1366.44849 1366.84058 1366.06226
20011027 1361.34058 1366.28491 1366.67468 1365.90051
20011028 1361.11143 1366.05493 1366.44177 1365.67285
20011029 1360.83436 1365.77686 1366.17188 1365.38831
20011030 1360.74071 1365.68286 1366.03345 1365.33008
20011031 1360.81563 1365.75806 1366.12012 1365.39600
20011101 1360.99673 1365.93982 1366.30359 1365.57434
20011102 1361.15449 1366.09814 1366.46411 1365.73291
20011103 1361.31674 1366.26099 1366.61731 1365.90332
20011104 1361.54929 1366.49438 1366.86646 1366.12402
20011105 1361.72018 1366.66589 1367.02820 1366.30334
20011106 1361.71288 1366.65857 1367.04285 1366.27844
20011107 1361.58931 1366.53455 1366.91736 1366.15564
20011108 1361.12675 1366.07031 1366.43835 1365.70325
20011109 1360.75579 1365.69800 1366.06189 1365.33435
20011110 1360.76369 1365.70593 1366.10596 1365.31372
20011111 1361.15412 1366.09778 1366.44861 1365.74634
20011112 1361.36624 1366.31067 1366.68201 1365.94092
20011113 1361.61631 1366.56165 1366.91809 1366.20386
20011114 1361.89350 1366.83984 1367.21997 1366.46350
20011115 1361.99847 1366.94519 1367.32410 1366.56970
20011116 1361.95942 1366.90601 1367.23608 1366.56897
20011117 1361.64903 1366.59448 1366.95837 1366.23108
20011118 1361.52849 1366.47351 1366.83484 1366.11206
20011119 1361.53616 1366.48120 1366.83435 1366.12610
20011120 1361.62580 1366.57117 1366.94910 1366.19690
20011121 1361.99336 1366.94006 1367.28772 1366.59265
20011122 1362.19003 1367.13745 1367.48340 1366.78821
20011123 1362.23832 1367.18591 1367.53284 1366.83826
20011124 1362.31446 1367.26233 1367.60107 1366.91895
20011125 1362.29500 1367.24280 1367.55713 1366.91846
20011126 1362.10866 1367.05579 1367.41785 1366.69446
20011127 1361.85762 1366.80383 1367.14734 1366.45691
20011128 1361.59454 1366.53979 1366.85559 1366.21448
20011129 1361.37232 1366.31677 1366.63049 1365.98730
20011130 1361.11228 1366.05579 1366.42175 1365.69116
20011201 1361.07895 1366.02234 1366.36536 1365.68994
20011202 1361.19450 1366.13831 1366.48694 1365.78772
20011203 1361.34265 1366.28699 1366.63379 1365.93787
20011204 1361.52618 1366.47119 1366.82532 1366.11633
20011205 1361.54467 1366.48975 1366.82959 1366.14600
20011206 1361.60524 1366.55054 1366.89453 1366.20374
20011207 1361.87647 1366.82275 1367.14551 1366.49231
20011208 1362.28965 1367.23743 1367.55627 1366.91003
20011209 1362.41504 1367.36328 1367.70667 1367.01709
20011210 1362.20207 1367.14954 1367.49670 1366.80017
20011211 1362.05089 1366.99780 1367.34082 1366.65540
20011212 1362.06098 1367.00793 1367.31641 1366.68909
20011213 1362.13579 1367.08301 1367.41504 1366.74548
20011214 1362.09455 1367.04163 1367.38135 1366.69812
20011215 1362.01197 1366.95874 1367.29175 1366.62048
20011216 1362.14211 1367.08936 1367.39063 1366.77649
20011217 1362.38816 1367.33630 1367.67578 1366.99304
20011218 1362.61160 1367.56055 1367.90588 1367.21277
20011219 1362.57401 1367.52283 1367.87842 1367.16687
20011220 1362.20098 1367.14844 1367.51416 1366.78430
20011221 1361.84157 1366.78772 1367.13477 1366.43347
20011222 1361.69586 1366.64148 1366.99609 1366.28625
20011223 1361.41976 1366.36438 1366.73376 1365.99707
20011224 1361.20800 1366.15186 1366.49927 1365.80249
20011225 1361.44944 1366.39417 1366.73242 1366.05103
20011226 1361.65219 1366.59766 1366.95300 1366.22144
20011227 1361.93802 1366.88452 1367.24988 1366.53235
20011228 1362.11985 1367.06702 1367.45007 1366.68774
20011229 1362.36724 1367.31531 1367.67346 1366.95679
20011230 1362.68980 1367.63904 1368.00586 1367.27319
20011231 1362.80353 1367.75317 1368.13342 1367.37146
20020101 1362.73541 1367.68481 1368.05273 1367.31763
20020102 1362.50371 1367.45227 1367.82239 1367.08313
20020103 1362.37515 1367.32324 1367.66394 1366.97913
20020104 1362.46126 1367.40967 1367.77502 1367.04419
20020105 1362.55784 1367.50659 1367.86389 1367.14795
20020106 1362.54811 1367.49683 1367.88049 1367.11560
20020107 1362.65392 1367.60303 1367.97229 1367.23486
20020108 1362.67192 1367.62109 1368.00391 1367.24011
20020109 1362.23759 1367.18518 1367.54468 1366.82434
20020110 1361.86857 1366.81482 1367.16467 1366.45300
20020111 1361.71471 1366.66040 1367.01953 1366.29968
20020112 1361.85835 1366.80457 1367.18176 1366.42798
20020113 1362.03216 1366.97900 1367.34009 1366.60767
20020114 1362.20536 1367.15283 1367.52344 1366.78577
20020115 1362.21801 1367.16553 1367.53748 1366.79321
20020116 1362.12228 1367.06946 1367.44214 1366.69653
20020117 1362.05405 1367.00098 1367.38770 1366.59326
20020118 1362.28271 1367.23047 1367.60059 1366.85962
20020119 1362.42538 1367.37366 1367.74609 1367.00061
20020120 1362.50104 1367.44958 1367.80737 1367.08215
20020121 1362.43487 1367.38318 1367.75806 1367.00806
20020122 1362.59396 1367.54285 1367.91772 1367.15601
20020123 1362.63908 1367.58813 1367.93823 1367.23474
20020124 1362.47805 1367.42651 1367.81104 1367.04248
20020125 1362.44497 1367.39331 1367.77075 1367.01526
20020126 1362.61208 1367.56104 1367.93616 1367.17883
20020127 1362.78358 1367.73315 1368.09424 1367.36987
20020128 1362.63568 1367.58472 1367.97217 1367.19751
20020129 1362.28721 1367.23499 1367.63696 1366.83459
20020130 1362.03362 1366.98047 1367.34607 1366.60413
20020131 1361.87392 1366.82019 1367.18835 1366.45044
20020201 1361.86151 1366.80774 1367.19165 1366.42358
20020202 1361.91710 1366.86353 1367.25024 1366.47668
