;        VIRGO(new) Virgo(org) DIARAD(org) PMO6V (org)
19990812 1361.52606 1366.60913 1367.02307 1366.19470
19990813 1361.65218 1366.73572 1367.16785 1366.29944
19990814 1361.71992 1366.80371 1367.21533 1366.39551
19990815 1361.62943 1366.71289 1367.14685 1366.27466
19990816 1361.47109 1366.55396 1366.96448 1366.14404
19990817 1361.30375 1366.38599 1366.79968 1365.97229
19990818 1361.20572 1366.28760 1366.70667 1365.86768
19990819 1361.21180 1366.29370 1366.71362 1365.87292
19990820 1361.36176 1366.44421 1366.87317 1366.01245
19990821 1361.58894 1366.67224 1367.08972 1366.25427
19990822 1361.67711 1366.76074 1367.18408 1366.33582
19990823 1361.73305 1366.81689 1367.21338 1366.42444
19990824 1361.76528 1366.84924 1367.25085 1366.44434
19990825 1361.75008 1366.83398 1367.23572 1366.43542
19990826 1361.58225 1366.66553 1367.05298 1366.28418
19990827 1361.33415 1366.41650 1366.83960 1365.99231
19990828 1361.33974 1366.42212 1366.82458 1366.03491
19990829 1361.41989 1366.50256 1366.91370 1366.11133
19990830 1361.65947 1366.74304 1367.15356 1366.33398
19990831 1361.99015 1367.07495 1367.48914 1366.66150
19990901 1362.12259 1367.20789 1367.60095 1366.82117
19990902 1362.06032 1367.14539 1367.54187 1366.75476
19990903 1362.02882 1367.11377 1367.53748 1366.68945
19990904 1361.98419 1367.06897 1367.48999 1366.64685
19990905 1361.83351 1366.91772 1367.33191 1366.50452
19990906 1361.65923 1366.74280 1367.16467 1366.31946
19990907 1361.56972 1366.65295 1367.06860 1366.23804
19990908 1361.55683 1366.64001 1367.05688 1366.22314
19990909 1361.54455 1366.62769 1367.06152 1366.18713
19990910 1361.46428 1366.54712 1366.97168 1366.11951
19990911 1361.36492 1366.44739 1366.88245 1366.00452
19990912 1361.12156 1366.20313 1366.62476 1365.77930
19990913 1360.91555 1365.99634 1366.41602 1365.57263
19990914 1360.70114 1365.78113 1366.19678 1365.36572
19990915 1360.84124 1365.92175 1366.33777 1365.50574
19990916 1361.13786 1366.21948 1366.66870 1365.75354
19990917 1361.50709 1366.59009 1367.03882 1366.12402
19990918 1361.80614 1366.89026 1367.32849 1366.43994
19990919 1361.91389 1366.99841 1367.39673 1366.61145
19990920 1361.97008 1367.05481 1367.41602 1366.72888
19990921 1361.90489 1366.98938 1367.39417 1366.59265
19990922 1361.92229 1367.00684 1367.42114 1366.59473
19990923 1361.99234 1367.07715 1367.50806 1366.63171
19990924 1362.00097 1367.08582 1367.50647 1366.66272
19990925 1361.88835 1366.97278 1367.40344 1366.53271
19990926 1361.83667 1366.92090 1367.35645 1366.47192
19990927 1361.88872 1366.97314 1367.40100 1366.53784
19990928 1361.85613 1366.94043 1367.35669 1366.52563
19990929 1361.87802 1366.96240 1367.35352 1366.59192
19990930 1361.80991 1366.89404 1367.30640 1366.48657
19991001 1361.75944 1366.84338 1367.26660 1366.41675
19991002 1361.74315 1366.82703 1367.24292 1366.41309
19991003 1361.76151 1366.84546 1367.25806 1366.43982
19991004 1361.65947 1366.74304 1367.14844 1366.34668
19991005 1361.46002 1366.54285 1366.95679 1366.13269
19991006 1361.35458 1366.43701 1366.83972 1366.04578
19991007 1361.50964 1366.59265 1366.98474 1366.21899
19991008 1361.62834 1366.71179 1367.10828 1366.33069
19991009 1361.76139 1366.84534 1367.23889 1366.46863
19991010 1361.71724 1366.80103 1367.22253 1366.37903
19991011 1361.59550 1366.67883 1367.12109 1366.22412
19991012 1361.36942 1366.45190 1366.86572 1366.03320
19991013 1360.99898 1366.08008 1366.49634 1365.67053
19991014 1360.59959 1365.67920 1366.09570 1365.26501
19991015 1360.32680 1365.40540 1365.83105 1364.97766
19991016 1360.32206 1365.40063 1365.83826 1364.95544
19991017 1360.49329 1365.57251 1365.99463 1365.15015
19991018 1360.82810 1365.90857 1366.35181 1365.45593
19991019 1361.23309 1366.31506 1366.74548 1365.88098
19991020 1361.66896 1366.75256 1367.15869 1366.35352
19991021 1361.73670 1366.82056 1367.24622 1366.39319
19991022 1361.46720 1366.55005 1366.97534 1366.12305
19991023 1361.20256 1366.28442 1366.68079 1365.88599
19991024 1360.97842 1366.05945 1366.48804 1365.62756
19991025 1360.74151 1365.82166 1366.22632 1365.42688
19991026 1360.50485 1365.58411 1366.02747 1365.12817
19991027 1360.65164 1365.73145 1366.16052 1365.29810
19991028 1360.79381 1365.87415 1366.29272 1365.45752
19991029 1360.85377 1365.93433 1366.36035 1365.50488
19991030 1361.08192 1366.16333 1366.58667 1365.73889
19991031 1361.35714 1366.43958 1366.86548 1366.01062
19991101 1361.38815 1366.47070 1366.89832 1366.03882
19991102 1361.43971 1366.52246 1366.90686 1366.15283
19991103 1361.53883 1366.62195 1367.05310 1366.18225
19991104 1361.55428 1366.63745 1367.07068 1366.19299
19991105 1361.66543 1366.74902 1367.17834 1366.31250
19991106 1361.82037 1366.90454 1367.32910 1366.47510
19991107 1361.76406 1366.84802 1367.28687 1366.36133
19991108 1361.48021 1366.56311 1367.00061 1366.10571
19991109 1360.91372 1365.99451 1366.43176 1365.53735
19991110 1360.42616 1365.50513 1365.92993 1365.07874
19991111 1360.41133 1365.49023 1365.90833 1365.08093
19991112 1360.68034 1365.76025 1366.17078 1365.37732
19991113 1360.91956 1366.00037 1366.42371 1365.57849
19991114 1360.83941 1365.91992 1366.34668 1365.48938
19991115 1360.53951 1365.61890 1366.04065 1365.20239
19991116 1360.28083 1365.35925 1365.78369 1364.93604
19991117 1360.26733 1365.34570 1365.77734 1364.90344
19991118 1360.46009 1365.53918 1365.96375 1365.11816
19991119 1360.80025 1365.88062 1366.29309 1365.49158
19991120 1361.17398 1366.25574 1366.68518 1365.82642
19991121 1361.51864 1366.60168 1367.02527 1366.18420
19991122 1361.61192 1366.69531 1367.11230 1366.30017
19991123 1361.44385 1366.52661 1366.95532 1366.09497
19991124 1361.39885 1366.48145 1366.90820 1366.05615
19991125 1361.46513 1366.54797 1366.96960 1366.13794
19991126 1361.62493 1366.70837 1367.13904 1366.27039
19991127 1361.70812 1366.79187 1367.22595 1366.34290
19991128 1361.67419 1366.75781 1367.18542  -99.00000
19991129  -99.00000  -99.00000  -99.00000  -99.00000
19991130 1361.36431 1366.44678 1366.87415  -99.00000
19991201  -99.00000  -99.00000  -99.00000  -99.00000
19991202  -99.00000  -99.00000  -99.00000  -99.00000
19991203 1361.66032 1366.74390  -99.00000 1366.31567
19991204 1361.61472 1366.69812  -99.00000 1366.26978
19991205 1361.57836 1366.66162  -99.00000 1366.23267
19991206 1361.43643 1366.51917  -99.00000 1366.09009
19991207 1361.26677 1366.34888  -99.00000 1365.91943
19991208 1361.35118 1366.43359  -99.00000 1366.00391
19991209 1361.47912 1366.56201  -99.00000 1366.13232
19991210 1361.64366 1366.72717  -99.00000 1366.29736
19991211 1361.85041 1366.93469  -99.00000 1366.50464
19991212 1362.04269 1367.12769  -99.00000 1366.69788
19991213 1362.25138 1367.33716  -99.00000 1366.90674
19991214 1362.43709 1367.52356  -99.00000 1367.09302
19991215 1362.28409 1367.37000  -99.00000 1366.93945
19991216 1361.95269 1367.03735  -99.00000 1366.60681
19991217 1361.67139 1366.75500  -99.00000 1366.32471
19991218 1361.61983 1366.70325  -99.00000 1366.27368
19991219 1361.42621 1366.50891  -99.00000 1366.07947
19991220 1360.96200 1366.04297  -99.00000 1365.61365
19991221 1360.54632 1365.62573  -99.00000 1365.19629
19991222 1360.33945 1365.41809  -99.00000 1364.98840
19991223 1360.44185 1365.52087  -99.00000 1365.09094
19991224 1360.65869 1365.73853  -99.00000 1365.30823
19991225 1360.86495 1365.94556  -99.00000 1365.51489
19991226 1361.04580 1366.12708  -99.00000 1365.69617
19991227 1361.30034 1366.38257  -99.00000 1365.95142
19991228 1361.55987 1366.64307  -99.00000 1366.21179
19991229 1361.62068 1366.70410  -99.00000 1366.27246
19991230 1361.52715 1366.61023  -99.00000 1366.17822
19991231 1361.48374 1366.56665  -99.00000 1366.13452
20000101 1361.53421 1366.61731 1367.05225 1366.18298
20000102 1361.55549 1366.63867 1367.07336 1366.20020
20000103 1361.50259 1366.58557 1367.02014 1366.14746
20000104 1361.54442 1366.62756 1367.05298 1366.21582
20000105 1361.75081 1366.83472 1367.25391 1366.44128
20000106 1361.93335 1367.01794 1367.44495 1366.60266
20000107  -99.00000  -99.00000  -99.00000  -99.00000
20000108 1362.17014 1367.25562 1367.68896  -99.00000
20000109 1362.29723 1367.38318 1367.82080 1366.94067
20000110 1362.29066 1367.37659 1367.82141 1366.91309
20000111 1362.13134 1367.21667 1367.64294 1366.79138
20000112 1361.89346 1366.97791 1367.41650 1366.53210
20000113 1361.81636 1366.90051 1367.33240 1366.47205
20000114 1361.80128 1366.88538 1367.33362 1366.41675
20000115 1361.77610 1366.86011 1367.30518 1366.40027
20000116 1361.69961 1366.78333 1367.23584 1366.30701
20000117 1361.65108 1366.73462 1367.16772 1366.30359
20000118 1361.76662 1366.85059 1367.28198 1366.42358
20000119 1361.73220 1366.81604 1367.25403 1366.37415
20000120 1361.61472 1366.69812 1367.14087 1366.24622
20000121 1361.56765 1366.65088 1367.05737 1366.26245
20000122 1361.66799 1366.75159 1367.18970 1366.30994
20000123 1361.71870 1366.80249 1367.23865 1366.36499
20000124 1361.62603 1366.70947 1367.15125 1366.26086
20000125 1361.49833 1366.58130 1367.01221 1366.15417
20000126 1361.39021 1366.47278 1366.88672 1366.07837
20000127 1361.45954 1366.54236 1366.95435 1366.15063
20000128 1361.53348 1366.61658 1367.05823 1366.16907
20000129 1361.59489 1366.67822 1367.10938 1366.25012
20000130 1361.62554 1366.70898 1367.14636 1366.26978
20000131 1361.72271 1366.80652 1367.24170 1366.37207
20000201 1361.85223 1366.93652 1367.36328 1366.51599
20000202 1361.94247 1367.02710 1367.47681 1366.56665
20000203 1362.03174 1367.11670 1367.56287 1366.66248
20000204 1362.14411 1367.22949 1367.66650 1366.79089
20000205 1362.24104 1367.32678 1367.76453 1366.88708
20000206 1362.23070 1367.31641 1367.76599 1366.85620
20000207 1362.09462 1367.17981 1367.62268 1366.73108
20000208 1362.11359 1367.19885 1367.63770 1366.75671
20000209 1362.10483 1367.19006 1367.62451 1366.75513
20000210 1362.13852 1367.22388 1367.65759 1366.78955
20000211 1362.14180 1367.22717 1367.65759 1366.79932
20000212 1362.13974 1367.22510 1367.66199 1366.78589
20000213 1362.12599 1367.21130 1367.66443 1366.74353
20000214 1362.17136 1367.25684 1367.69824 1366.80945
20000215 1362.14363 1367.22900 1367.65698 1366.79956
20000216 1361.87145 1366.95581 1367.40430 1366.49585
20000217 1361.77075 1366.85474 1367.27112 1366.45117
20000218 1361.66178 1366.74536 1367.18665 1366.29773
20000219 1361.49626 1366.57922 1367.00647 1366.15674
20000220 1361.31968 1366.40198 1366.84094 1365.95776
20000221 1361.39763 1366.48022 1366.92249 1366.03015
20000222 1361.45783 1366.54065 1366.96863 1366.10925
20000223 1361.22701 1366.30896 1366.75793 1365.84534
20000224 1361.06793 1366.14929 1366.59827 1365.68555
20000225 1360.83637 1365.91687 1366.36011 1365.46436
20000226 1360.69189 1365.77185 1366.20313 1365.34216
20000227 1360.42835 1365.50732 1365.95117 1365.05273
20000228 1360.16298 1365.24097 1365.66101 1364.83215
20000229 1360.00488 1365.08228 1365.50671 1364.66455
20000301 1360.14267 1365.22058 1365.65869 1364.77759
20000302 1360.51032 1365.58960 1366.01013 1365.17871
20000303 1360.98353 1366.06458 1366.49915 1365.62744
20000304 1361.36468 1366.44714 1366.88757 1365.99951
20000305 1361.42232 1366.50500 1366.92957 1366.08484
20000306 1361.39532 1366.47791 1366.89258 1366.07446
20000307 1361.35482 1366.43726 1366.86536 1366.01074
20000308 1361.25340 1366.33545 1366.78247 1365.87891
20000309 1361.15440 1366.23608 1366.66284 1365.81140
20000310 1361.17228 1366.25403 1366.68713 1365.81995
20000311 1361.11098 1366.19250 1366.62390 1365.76160
20000312 1361.07912 1366.16052 1366.59045 1365.73083
20000313 1361.10454 1366.18604 1366.61560 1365.75647
20000314 1361.05443 1366.13574 1366.57312 1365.69580
20000315 1361.02707 1366.10828 1366.52625 1365.69360
20000316 1361.05772 1366.13904 1366.55811 1365.72266
20000317 1361.01819 1366.09937 1366.51282 1365.68933
20000318 1361.05139 1366.13269 1366.56018 1365.70544
20000319 1360.83151 1365.91199 1366.32153 1365.50525
20000320 1360.75112 1365.83130 1366.25269 1365.41064
20000321 1360.63984 1365.71960 1366.14038 1365.30042
20000322 1360.62002 1365.69971 1366.13135 1365.26782
20000323 1361.05346 1366.13477 1366.56140 1365.70801
20000324 1361.39958 1366.48218 1366.87170 1366.09314
20000325 1361.53141 1366.61450 1367.03699 1366.19189
20000326 1361.57823 1366.66150 1367.06897 1366.25366
20000327 1361.65814 1366.74170 1367.15137 1366.33020
20000328 1361.70131 1366.78503 1367.22510 1366.34583
20000329 1361.79398 1366.87805 1367.30371 1366.45239
20000330 1361.88994 1366.97437 1367.44104 1366.51074
20000331 1361.79994 1366.88403 1367.32336 1366.44067
20000401 1361.76406 1366.84802 1367.28369 1366.41345
20000402 1361.80517 1366.88928 1367.30457 1366.47314
20000403 1361.79593 1366.88000 1367.32434 1366.43799
20000404 1361.88045 1366.96484 1367.42944 1366.50549
20000405 1361.99866 1367.08350 1367.55103 1366.62244
20000406 1362.17659 1367.26208 1367.68933 1366.83545
20000407 1362.19410 1367.27966 1367.67798 1366.87720
20000408 1362.08513 1367.17029 1367.56091 1366.77405
20000409 1362.03016 1367.11511 1367.54395 1366.68750
20000410 1362.04743 1367.13245 1367.54187 1366.72131
20000411 1362.05193 1367.13696 1367.55444 1366.71875
20000412 1361.96911 1367.05383 1367.46863 1366.63794
20000413 1361.99708 1367.08191 1367.48962 1366.67175
20000414 1361.95476 1367.03943 1367.45569 1366.62244
20000415 1361.78717 1366.87122 1367.31641 1366.43030
20000416 1361.78328 1366.86731 1367.26770 1366.46350
20000417 1361.76954 1366.85352 1367.27832 1366.42957
20000418 1361.83241 1366.91663 1367.32031 1366.51013
20000419 1361.92241 1367.00696 1367.44250 1366.57434
20000420 1361.94089 1367.02551 1367.45325 1366.59998
20000421 1361.76090 1366.84485 1367.25708 1366.43127
20000422 1361.22822 1366.31018 1366.72290 1365.89612
20000423 1360.50789 1365.58716 1366.00403 1365.16980
20000424 1359.99905 1365.07642 1365.48389 1364.66663
20000425 1359.81553 1364.89221 1365.31531 1364.46973
20000426 1360.00087 1365.07825 1365.48975 1364.66504
20000427 1360.27852 1365.35693 1365.76477 1364.94678
20000428 1360.41789 1365.49683 1365.91858 1365.07520
20000429 1360.79308 1365.87341 1366.26782 1365.47400
20000430 1361.24488 1366.32690 1366.73376 1365.92590
20000501 1361.60596 1366.68933 1367.10767 1366.25037
20000502 1361.85880 1366.94312 1367.36426 1366.52197
20000503 1361.95780 1367.04248 1367.45789 1366.62610
20000504 1361.88787 1366.97229 1367.39270 1366.55176
20000505 1361.93420 1367.01880 1367.42883 1366.60669
20000506 1361.93761 1367.02222 1367.44336 1366.60120
20000507 1361.95233 1367.03699 1367.46753 1366.60840
20000508 1361.96035 1367.04504 1367.46436 1366.62561
20000509 1361.83010 1366.91431 1367.37073 1366.46509
20000510 1361.64476 1366.72827 1367.13611 1366.32056
20000511 1361.24659 1366.32861 1366.74353 1365.91296
20000512 1361.14674 1366.22839 1366.65149 1365.80627
20000513 1361.28441 1366.36658 1366.74768 1365.97852
20000514 1361.24646 1366.32849 1366.75439 1365.90417
20000515 1361.11147 1366.19299 1366.60986 1365.77600
20000516 1360.81254 1365.89294 1366.29126 1365.49133
20000517 1360.35040 1365.42908 1365.84290 1364.99951
20000518 1360.08211 1365.15979 1365.58276 1364.73816
20000519 1359.92036 1364.99744 1365.43481 1364.56409
20000520 1359.86053 1364.93738 1365.34424 1364.53638
20000521 1360.28922 1365.36768 1365.74963 1364.97961
20000522 1360.85899 1365.93958 1366.34265 1365.53430
20000523 1361.30289 1366.38513 1366.80103 1365.96936
20000524 1361.65145 1366.73499 1367.10046 1366.36072
20000525 1361.68380 1366.76746 1367.16663 1366.36560
20000526 1361.53701 1366.62012 1367.05322 1366.18994
20000527 1361.40444 1366.48706 1366.91443 1366.06165
20000528 1361.31384 1366.39612 1366.83447 1365.96143
20000529 1361.21010 1366.29199 1366.72620 1365.86072
20000530 1361.07049 1366.15186 1366.57214 1365.73340
20000531 1360.93780 1366.01868 1366.47180 1365.57129
20000601 1361.02926 1366.11047 1366.54724 1365.67700
20000602 1361.26933 1366.35144 1366.75867 1365.94299
20000603 1361.30435 1366.38660 1366.83655 1365.94165
20000604 1361.26288 1366.34497 1366.79041 1365.90369
20000605 1361.23734 1366.31934 1366.74243 1365.89734
20000606 1361.23479 1366.31677 1366.74744 1365.88818
20000607 1361.25279 1366.33484 1366.76379 1365.90771
20000608 1361.24865 1366.33069 1366.76111 1365.90210
20000609 1361.26446 1366.34656 1366.77100 1365.92761
20000610 1361.45418 1366.53699 1366.95288 1366.12073
20000611 1361.44920 1366.53198 1366.95508 1366.10950
20000612 1361.25704 1366.33911 1366.75830 1365.91992
20000613 1361.32089 1366.40320 1366.82617 1365.98083
20000614 1361.49578 1366.57874 1366.97156 1366.18140
20000615 1361.71688 1366.80066 1367.19861 1366.39880
20000616 1361.72125 1366.80505 1367.20654 1366.40002
20000617 1361.61119 1366.69458 1367.09302 1366.29187
20000618 1361.40481 1366.48743 1366.88220 1366.08740
20000619 1361.45783 1366.54065 1366.91833 1366.15393
20000620 1361.47912 1366.56201 1366.96790 1366.15320
20000621 1361.53555 1366.61865 1367.04016 1366.19739
20000622 1361.76382 1366.84778 1367.28284 1366.41565
20000623 1361.81514 1366.89929 1367.30273 1366.49292
20000624 1361.69267 1366.77637 1367.16797 1366.37988
20000625 1361.35750 1366.43994 1366.83777 1366.03845
20000626 1361.05018 1366.13147 1366.53809 1365.72241
20000627 1360.92929 1366.01013 1366.40210 1365.61304
20000628 1360.84075 1365.92126 1366.31580 1365.52161
20000629 1360.88101 1365.96167 1366.34534 1365.58179
20000630 1361.11463 1366.19617 1366.60852 1365.78198
20000701 1361.40335 1366.48596 1366.90686 1366.06506
20000702 1361.60730 1366.69067 1367.10376 1366.27551
20000703 1361.65132 1366.73486 1367.14990 1366.31824
20000704 1361.63649 1366.71997 1367.13647 1366.30200
20000705 1361.44458 1366.52734 1366.94739 1366.10681
20000706 1361.23078 1366.31274 1366.73596 1365.89026
20000707 1361.18468 1366.26648 1366.68762 1365.84619
20000708 1361.02147 1366.10266 1366.54492 1365.66785
20000709 1361.10928 1366.19080 1366.61475 1365.76501
20000710 1361.05443 1366.13574 1366.53870 1365.72632
20000711 1360.97684 1366.05786 1366.45239 1365.65088
20000712 1361.03534 1366.11658 1366.50452 1365.71619
20000713 1361.20390 1366.28577 1366.71240 1365.86169
20000714 1361.47170 1366.55457 1366.99573 1366.09705
20000715 1361.69036 1366.77405 1367.20386 1366.34875
20000716 1361.67650 1366.76013 1367.21606 1366.32043
20000717 1361.63612 1366.71960 1367.18762 1366.27356
20000718 1361.48897 1366.57190 1367.03833 1366.12634
20000719 1361.27431 1366.35645 1366.80701 1365.85425
20000720 1360.93549 1366.01636 1366.48083 1365.57349
20000721 1360.79673 1365.87708 1366.34192 1365.43445
20000722 1361.08301 1366.16443 1366.60718 1365.74878
20000723 1361.26361 1366.34570 1366.79053 1365.91431
20000724 1361.44689 1366.52966 1366.98645 1366.09229
20000725 1361.49322 1366.57617 1367.04199 1366.13464
20000726 1361.69596 1366.77966 1367.23584 1366.34314
20000727 1361.90027 1366.98474 1367.41516 1366.56067
20000728 1361.89213 1366.97656 1367.41467 1366.54932
20000729 1361.93129 1367.01587 1367.43518 1366.59839
20000730 1362.05752 1367.14258 1367.55322 1366.72815
20000731 1362.15421 1367.23962 1367.60767 1366.84460
20000801 1362.07844 1367.16357 1367.56396 1366.75403
20000802 1362.00790 1367.09277 1367.47778 1366.69031
20000803 1361.95853 1367.04321 1367.46631 1366.62427
20000804 1361.99416 1367.07898 1367.51624 1366.65393
20000805 1361.96132 1367.04602 1367.47412 1366.62537
20000806 1361.95062 1367.03528 1367.45825 1366.61731
20000807 1361.80189 1366.88599 1367.30127 1366.47156
20000808 1361.69693 1366.78064 1367.22180 1366.34753
20000809 1361.68331 1366.76697 1367.22119 1366.33630
20000810 1361.91414 1366.99866 1367.38477 1366.59705
20000811 1362.08939 1367.17456 1367.60083 1366.75684
20000812 1362.41191 1367.49829 1367.91406 1367.08533
20000813 1362.51018 1367.59692 1368.01135 1367.18494
20000814 1362.29917 1367.38513 1367.81262 1366.96851
20000815 1361.98370 1367.06848 1367.45691 1366.66711
20000816 1361.81113 1366.89526 1367.30554 1366.48633
20000817 1361.87729 1366.96167 1367.37952 1366.55054
20000818 1362.00121 1367.08606 1367.50354 1366.67712
20000819 1362.17853 1367.26404 1367.71167 1366.84424
20000820 1362.25028 1367.33606 1367.76904 1366.92175
20000821 1362.08489 1367.17004 1367.60010 1366.75708
20000822 1361.82730 1366.91150 1367.35559 1366.49475
20000823 1361.62931 1366.71277 1367.12097 1366.30762
20000824 1361.62360 1366.70703 1367.10242 1366.30640
20000825 1361.68842 1366.77209 1367.15173 1366.37598
20000826 1361.58334 1366.66663 1367.09326 1366.25830
20000827 1361.49505 1366.57800 1367.01880 1366.16663
20000828 1361.46671 1366.54956 1366.98511 1366.13391
20000829 1361.42974 1366.51245 1366.94678 1366.10388
20000830 1361.60718 1366.69055 1367.10303 1366.28809
20000831 1361.70082 1366.78455 1367.20459 1366.38086
20000901 1361.73633 1366.82019 1367.25061 1366.41455
20000902 1361.68988 1366.77356 1367.17920 1366.37451
20000903 1361.65400 1366.73755 1367.16479 1366.33386
20000904 1361.55391 1366.63708 1367.03748 1366.24084
20000905 1361.41977 1366.50244 1366.90356 1366.10657
20000906 1361.74023 1366.82410 1367.17871 1366.44043
20000907 1362.21015 1367.29578 1367.64856 1366.91760
20000908 1362.43161 1367.51807 1367.91650 1367.12427
20000909 1362.50908 1367.59583 1367.97864 1367.20593
20000910 1362.44742 1367.53394 1367.92749 1367.14063
20000911 1362.33663 1367.42273 1367.77063 1367.04150
20000912 1362.13815 1367.22351 1367.58728 1366.83813
20000913 1362.10799 1367.19324 1367.54626 1366.81030
20000914 1361.86914 1366.95349 1367.28552 1366.57678
20000915 1361.68282 1366.76648 1367.09692 1366.39038
20000916 1361.60231 1366.68567 1367.04370 1366.33765
20000917 1361.46695 1366.54980 1366.92004 1366.16626
20000918 1361.18237 1366.26416 1366.64417 1365.87659
20000919 1360.71427 1365.79431 1366.11194 1365.42297
20000920 1360.16785 1365.24585 1365.57861 1364.87109
20000921 1359.60477 1364.68066 1365.02051 1364.30469
20000922 1359.19200 1364.26636 1364.61621 1363.88818
20000923 1359.28978 1364.36450 1364.72534 1363.98401
20000924 1359.93799 1365.01514 1365.34229 1364.64319
20000925 1360.66113 1365.74097 1366.07483 1365.36780
20000926 1361.29791 1366.38013 1366.66235 1366.01990
20000927 1361.72879 1366.81262 1367.21716 1366.42554
20000928 1362.13183 1367.21716 1367.57739 1366.83826
20000929 1362.00389 1367.08875 1367.40918 1366.71997
20000930 1361.63065 1366.71411 1367.08154 1366.33411
20001001 1361.25121 1366.33325 1366.69653 1365.95496
20001002 1361.27127 1366.35339 1366.67297 1365.98608
20001003 1361.63101 1366.71448 1367.01721 1366.35547
20001004 1361.83302 1366.91724 1367.32715 1366.52856
20001005 1362.14265 1367.22803 1367.62341 1366.84290
20001006 1362.22608 1367.31177 1367.69446 1366.93005
20001007 1362.10131 1367.18652 1367.63074 1366.77747
20001008 1362.06117 1367.14624 1367.53125 1366.74707
20001009 1361.94989 1367.03455 1367.46155 1366.64355
20001010 1361.81089 1366.89502 1367.28467 1366.51318
20001011 1361.73171 1366.81555 1367.17627 1366.44116
20001012 1361.86403 1366.94836 1367.33972 1366.56702
20001013 1362.02505 1367.10999 1367.44739 1366.74182
20001014 1361.93956 1367.02417 1367.40906 1366.64478
20001015 1361.99440 1367.07922 1367.48206 1366.69568
20001016 1362.18084 1367.26636 1367.63196 1366.89172
20001017 1362.24274 1367.32849 1367.67346 1366.95874
20001018 1362.12916 1367.21448 1367.64099 1366.82471
20001019 1362.04840 1367.13342 1367.54602 1366.74707
20001020 1361.87279 1366.95715 1367.35608 1366.57446
20001021 1361.81466 1366.89880 1367.30664 1366.51416
20001022 1361.91256 1366.99707 1367.42358 1366.60815
20001023 1362.09060 1367.17578 1367.57886 1366.79260
20001024 1362.32970 1367.41577 1367.79883 1367.03748
20001025 1362.42991 1367.51636 1367.91248 1367.13403
20001026 1362.41009 1367.49646 1367.91223 1367.10864
20001027 1362.24870 1367.33447 1367.75562 1366.93018
20001028 1362.19702 1367.28259 1367.66199 1366.90381
20001029 1362.28762 1367.37354 1367.68188 1367.01245
20001030 1362.20115 1367.28674 1367.64746 1366.91284
20001031 1362.17634 1367.26184 1367.63269 1366.88489
20001101 1361.97750 1367.06226 1367.44849 1366.68091
20001102 1361.71894 1366.80273 1367.19922 1366.41870
20001103 1361.57617 1366.65942 1367.03528 1366.28052
20001104 1361.64196 1366.72546 1367.07031 1366.35388
20001105 1361.74935 1366.83325 1367.20911 1366.45361
20001106 1362.03429 1367.11926 1367.48291 1366.73535
20001107 1362.12599 1367.21130 1367.60083 1366.82764
20001108 1362.04609 1367.13110 1367.54187 1366.74060
20001109 1361.89468 1366.97913 1367.31433 1366.66321
20001110 1361.69231 1366.77600 1367.08630 1366.41553
20001111 1361.57191 1366.65515 1367.04492 1366.26941
20001112 1361.62664 1366.71008 1367.12207 1366.31653
20001113 1361.65716 1366.74072 1367.11731 1366.35864
20001114 1361.70240 1366.78613 1367.15747 1366.40564
20001115 1361.84092 1366.92517 1367.29321 1366.54590
20001116 1361.85759 1366.94189 1367.31079 1366.56226
20001117 1361.73086 1366.81470 1367.20593 1366.42749
20001118 1361.59283 1366.67615 1367.03210 1366.30200
20001119 1361.44032 1366.52307 1366.91003 1366.13770
20001120 1361.48848 1366.57141 1366.92969 1366.19702
20001121 1361.62724 1366.71069 1367.08789 1366.35071
20001122 1361.72296 1366.80676 1367.19153 1366.42188
20001123 1361.90234 1366.98682 1367.36157 1366.60596
20001124 1361.93797 1367.02258 1367.43042 1366.62769
20001125 1362.02396 1367.10889 1367.51648 1366.71387
20001126 1362.01180 1367.09668 1367.46484 1366.72278
20001127 1361.89821 1366.98267 1367.40479 1366.58057
20001128 1361.89030 1366.97473 1367.34546 1366.59448
20001129 1361.98784 1367.07263 1367.39563  -99.00000
20001130 1362.03490 1367.11987 1367.39575 1366.93811
20001201 1362.09802 1367.18323 1367.48657 1367.02441
20001202 1362.18413 1367.26965 1367.62378 1366.90308
20001203 1362.32386 1367.40991 1367.81665 1367.01416
20001204 1362.41179 1367.49817 1367.90491 1367.10229
20001205 1362.16819 1367.25366 1367.63977 1366.86816
20001206 1361.82925 1366.91345 1367.29980 1366.53088
20001207 1361.67735 1366.76099 1367.16431 1366.35925
20001208 1361.72454 1366.80835 1367.17773 1366.43176
20001209 1361.79386 1366.87793 1367.23877 1366.50574
20001210 1361.87084 1366.95520 1367.34851 1366.56567
20001211 1361.95087 1367.03552 1367.44531 1366.63708
20001212 1361.99501 1367.07983 1367.45276 1366.70166
20001213 1361.85005 1366.93433 1367.32251 1366.54773
20001214 1361.72539 1366.80920 1367.20593 1366.41797
20001215 1361.66057 1366.74414 1367.13745 1366.35461
20001216 1361.81186 1366.89600 1367.30225 1366.50464
20001217 1362.01423 1367.09912 1367.50427 1366.72095
20001218 1362.27497 1367.36084 1367.79529 1366.94653
20001219 1362.37701 1367.46326 1367.87158 1367.06445
20001220 1362.31681 1367.40283 1367.82239 1366.99695
20001221 1362.16892 1367.25439 1367.66577 1366.85291
