;        VIRGO(new) Virgo(org) DIARAD(org) PMO6V (org)
19990502 1361.49030 1366.57324 1366.95959 1366.18713
19990503 1361.57373 1366.65698 1367.04639 1366.26794
19990504 1361.54978 1366.63293 1367.03589 1366.22974
19990505 1361.54856 1366.63171 1367.03711 1366.22620
19990506 1361.72405 1366.80786 1367.18787 1366.42834
19990507 1361.83278 1366.91699 1367.28210 1366.55261
19990508 1361.80784 1366.89197 1367.30029 1366.47327
19990509 1361.73123 1366.81506 1367.20422 1366.41492
19990510 1361.58967 1366.67297 1367.05017 1366.28699
19990511 1361.50344 1366.58643 1366.95911 1366.21411
19990512 1361.35069 1366.43311 1366.80591 1366.06067
19990513 1361.34315 1366.42554 1366.81689 1366.03418
19990514 1361.39046 1366.47302 1366.85901 1366.08716
19990515 1361.36686 1366.44934 1366.83972 1366.05725
19990516 1361.24513 1366.32715 1366.69849 1365.95508
19990517 1361.10502 1366.18652 1366.55151 1365.82190
19990518 1360.93306 1366.01392 1366.39355 1365.65613
19990519 1360.79101 1365.87134 1366.23950 1365.50342
19990520 1360.69116 1365.77112 1366.15784 1365.38440
19990521 1360.73312 1365.81323 1366.17908 1365.44763
19990522 1360.81765 1365.89807 1366.27124 1365.52515
19990523 1360.95933 1366.04028 1366.42151 1365.65918
19990524 1361.05674 1366.13806 1366.52747 1365.74866
19990525 1361.18322 1366.26501 1366.64832 1365.88171
19990526 1361.27626 1366.35840 1366.72021 1366.00378
19990527 1361.27164 1366.35376 1366.71997 1365.98779
19990528 1361.26398 1366.34607 1366.71094 1365.98145
19990529 1361.33670 1366.41907 1366.79529 1366.04297
19990530 1361.22956 1366.31152 1366.68005 1365.94348
19990531 1360.99983 1366.08093 1366.45276 1365.70923
19990601 1360.67548 1365.75537 1366.14050 1365.37024
19990602 1360.79150 1365.87183 1366.21631 1365.52844
19990603 1360.96371 1366.04468 1366.41357 1365.67627
19990604 1361.18189 1366.26367 1366.67456 1365.85181
19990605 1361.55488 1366.63806 1367.01245 1366.26160
19990606 1361.65935 1366.74292 1367.14319 1366.34167
19990607 1361.58954 1366.67285 1367.05164 1366.29407
19990608 1361.44993 1366.53271 1366.91455 1366.15076
19990609 1361.16632 1366.24805 1366.62000 1365.87634
19990610 1361.01430 1366.09546 1366.50110 1365.68860
19990611 1361.01770 1366.09888 1366.49634 1365.70044
19990612 1361.02038 1366.10156 1366.50513 1365.69336
19990613 1361.06720 1366.14856 1366.54077 1365.74390
19990614 1361.03935 1366.12061 1366.48010 1365.76196
19990615 1361.03911 1366.12036 1366.50916 1365.73206
19990616 1361.10563 1366.18713 1366.54785 1365.84045
19990617 1361.15975 1366.24146 1366.62524 1365.85742
19990618 1361.22798 1366.30994 1366.69238 1365.92725
19990619 1361.39143 1366.47400 1366.83752 1366.11133
19990620 1361.47036 1366.55322 1366.93396 1366.17249
19990621 1361.51207 1366.59509 1366.96021 1366.23071
19990622 1361.53409 1366.61719 1366.98303 1366.25195
19990623 1361.51718 1366.60022 1366.99268 1366.20715
19990624 1361.37513 1366.45764 1366.82776 1366.08813
19990625 1361.11573 1366.19727 1366.55957 1365.83850
19990626 1360.90861 1365.98938 1366.37183 1365.60681
19990627 1360.88843 1365.96912 1366.35010 1365.58813
19990628 1361.00275 1366.08386 1366.46265 1365.71021
19990629 1361.24075 1366.32275 1366.70557 1365.93982
19990630 1361.43643 1366.51917 1366.90479 1366.13342
19990701 1361.49420 1366.57715 1366.93323 1366.22302
19990702 1361.49091 1366.57385 1366.98071 1366.16528
19990703 1361.57556 1366.65881 1367.03137 1366.28723
19990704 1361.62579 1366.70923 1367.08850 1366.33032
19990705 1361.40992 1366.49255 1366.86292 1366.13196
19990706 1361.24877 1366.33081 1366.70239 1365.96057
19990707 1361.17045 1366.25220 1366.62097 1365.88525
19990708 1361.25923 1366.34131 1366.68689 1366.00000
19990709 1361.41211 1366.49475 1366.85571 1366.13660
19990710 1361.51876 1366.60181 1366.98840 1366.21533
19990711 1361.47863 1366.56152 1366.94128 1366.18274
19990712 1361.47097 1366.55383 1366.91980 1366.18848
19990713 1361.40578 1366.48840  -99.00000 1366.09802
19990714 1361.30752 1366.38977  -99.00000 1365.99878
19990715 1361.24269 1366.32471 1366.69104 1365.96106
19990716 1361.25559 1366.33765 1366.71460 1365.96265
19990717 1361.41113 1366.49377 1366.87488 1366.11401
19990718 1361.54844 1366.63159 1367.00903 1366.25586
19990719 1361.50113 1366.58411 1366.96875 1366.20056
19990720 1361.42792 1366.51062 1366.89380 1366.12866
19990721 1361.32029 1366.40259 1366.77295 1366.03516
19990722 1360.99776 1366.07886 1366.46167 1365.69739
19990723 1360.93318 1366.01404 1366.39038 1365.64001
19990724 1360.98049 1366.06152 1366.46094 1365.66101
19990725 1361.10016 1366.18164 1366.58423 1365.78540
19990726 1361.20560 1366.28748 1366.68079 1365.89417
19990727 1361.34582 1366.42822 1366.84192 1366.01172
19990728 1361.48483 1366.56775 1366.98181 1366.15076
19990729 1361.36395 1366.44641 1366.87305 1366.01501
19990730 1361.07085 1366.15222 1366.57471 1365.72546
19990731 1360.92832 1366.00916 1366.41968 1365.59644
19990801 1360.55106 1365.63049 1366.05164 1365.20544
19990802 1360.36511 1365.44385 1365.85718 1365.02783
19990803 1360.72631 1365.80640 1366.22925 1365.37952
19990804 1361.11220 1366.19373 1366.59778 1365.78845
19990805 1361.42220 1366.50488 1366.90466 1366.10498
19990806 1361.63272 1366.71619 1367.11768 1366.31433
19990807 1361.79240 1366.87646 1367.29053 1366.45996
19990808 1361.81660 1366.90076 1367.29565 1366.50696
19990809 1361.65023 1366.73376 1367.13586 1366.33154
19990810 1361.46537 1366.54822 1366.95630 1366.13904
19990811 1361.35932 1366.44177 1366.84656 1366.03650
19990812 1361.49237 1366.57532 1366.98193 1366.16785
19990813 1361.61776 1366.70117 1367.12585 1366.27258
19990814 1361.68550 1366.76917 1367.17273 1366.36853
19990815 1361.59708 1366.68042 1367.10889 1366.24756
19990816 1361.44190 1366.52466 1366.93164 1366.11694
19990817 1361.27675 1366.35889 1366.77112 1365.94519
19990818 1361.18055 1366.26233 1366.68176 1365.84045
19990819 1361.18821 1366.27002 1366.69177 1365.84570
19990820 1361.33926 1366.42163 1366.85352 1365.98511
19990821 1361.56753 1366.65076 1367.07190 1366.22681
19990822 1361.65619 1366.73975 1367.16748 1366.30835
19990823 1361.71286 1366.79663 1367.19739 1366.39685
19990824 1361.74436 1366.82825 1367.23511 1366.41675
19990825 1361.72977 1366.81360 1367.21985 1366.40771
19990826 1361.56169 1366.64490 1367.03650 1366.25635
19990827 1361.31275 1366.39502 1366.82214 1365.96448
19990828 1361.31931 1366.40161 1366.80591 1366.00696
19990829 1361.39848 1366.48108 1366.89355 1366.08337
19990830 1361.63588 1366.71936 1367.13184 1366.30603
19990831 1361.96546 1367.05017 1367.46545 1366.63342
19990901 1362.09705 1367.18225 1367.57532 1366.79297
19990902 1362.03356 1367.11853 1367.51416 1366.72656
19990903 1362.00109 1367.08594 1367.50769 1366.66113
19990904 1361.95476 1367.03943 1367.45813 1366.61841
19990905 1361.80298 1366.88708 1367.29797 1366.47607
19990906 1361.62737 1366.71082 1367.12854 1366.29089
19990907 1361.53688 1366.62000 1367.03076 1366.20935
19990908 1361.52290 1366.60596 1367.01733 1366.19446
19990909 1361.50940 1366.59241 1367.02039 1366.15833
19990910 1361.42865 1366.51135 1366.92932 1366.09058
19990911 1361.32843 1366.41077 1366.83911 1365.97559
19990912 1361.08484 1366.16626 1366.58081 1365.75024
19990913 1360.87833 1365.95898 1366.37134 1365.54346
19990914 1360.66271 1365.74255 1366.15002 1365.33655
19990915 1360.80135 1365.88171 1366.28870 1365.47656
19990916 1361.09639 1366.17786 1366.61780 1365.72424
19990917 1361.46452 1366.54736 1366.98621 1366.09460
19990918 1361.76297 1366.84692 1367.27478 1366.41040
19990919 1361.87060 1366.95496 1367.34204 1366.58179
19990920 1361.92691 1367.01147 1367.36072 1366.69910
19990921 1361.86075 1366.94507 1367.33850 1366.56274
19990922 1361.87777 1366.96216 1367.36536 1366.56482
19990923 1361.94710 1367.03174 1367.45227 1366.60168
19990924 1361.95646 1367.04114 1367.45093 1366.63269
19990925 1361.84384 1366.92810 1367.34827 1366.50244
19990926 1361.79228 1366.87634 1367.30188 1366.44165
19990927 1361.84506 1366.92932 1367.34717 1366.50745
19990928 1361.81320 1366.89734 1367.30371 1366.49524
19990929 1361.83606 1366.92029 1367.30139 1366.56140
19990930 1361.76808 1366.85205 1367.25513 1366.45593
19991001 1361.71797 1366.80176 1367.21643 1366.38599
19991002 1361.70253 1366.78625 1367.19360 1366.38232
19991003 1361.72138 1366.80518 1367.20984 1366.40894
19991004 1361.62019 1366.70361 1367.10107 1366.31567
19991005 1361.42123 1366.50391 1366.91016 1366.10168
19991006 1361.31639 1366.39868 1366.79382 1366.01453
19991007 1361.47206 1366.55493 1366.93958 1366.18774
19991008 1361.59100 1366.67432 1367.06360 1366.29932
19991009 1361.72429 1366.80811 1367.19470 1366.43713
19991010 1361.67978 1366.76343 1367.17847 1366.34741
19991011 1361.55780 1366.64099 1367.07703 1366.19250
19991012 1361.33220 1366.41455 1366.82141 1366.00146
19991013 1360.96140 1366.04236 1366.45178 1365.63879
19991014 1360.56225 1365.64172 1366.05188 1365.23315
19991015 1360.28995 1365.36841 1365.78809 1364.94568
19991016 1360.28545 1365.36389 1365.79578 1364.92346
19991017 1360.45681 1365.53589 1365.95239 1365.11804
19991018 1360.79150 1365.87183 1366.30969 1365.42371
19991019 1361.19648 1366.27832 1366.70337 1365.84863
19991020 1361.63247 1366.71594 1367.11633 1366.32104
19991021 1361.69973 1366.78345 1367.20349 1366.36060
19991022 1361.42998 1366.51270 1366.93225 1366.09045
19991023 1361.16522 1366.24695 1366.63708 1365.85327
19991024 1360.94048 1366.02136 1366.44373 1365.59473
19991025 1360.70357 1365.78357 1366.18127 1365.39404
19991026 1360.46581 1365.54492 1365.98181 1365.09534
19991027 1360.61236 1365.69202 1366.11414 1365.26501
19991028 1360.75416 1365.83435 1366.24561 1365.42444
19991029 1360.81351 1365.89392 1366.31250 1365.47168
19991030 1361.04130 1366.12256 1366.53821 1365.70557
19991031 1361.31603 1366.39832 1366.81628 1365.97729
19991101 1361.34655 1366.42896 1366.84851 1366.00549
19991102 1361.39848 1366.48108 1366.85669 1366.11926
19991103 1361.49651 1366.57947 1367.00256 1366.14868
19991104 1361.51171 1366.59473 1367.01990 1366.15930
19991105 1361.62287 1366.70630 1367.12756 1366.27881
19991106 1361.77781 1366.86182 1367.27856 1366.44128
19991107 1361.72125 1366.80505 1367.23657 1366.32739
19991108 1361.43777 1366.52051 1366.95081 1366.07178
19991109 1360.87176 1365.95239 1366.38269 1365.50342
19991110 1360.38530 1365.46411 1365.88184 1365.04468
19991111 1360.37156 1365.45032 1365.86157 1365.04675
19991112 1360.64167 1365.72144 1366.12500 1365.34302
19991113 1360.87918 1365.95984 1366.37646 1365.54419
19991114 1360.79770 1365.87805 1366.29773 1365.45496
19991115 1360.49682 1365.57605 1365.99023 1365.16809
19991116 1360.23717 1365.31543 1365.73206 1364.90161
19991117 1360.22270 1365.30090 1365.72473 1364.86890
19991118 1360.41522 1365.49414 1365.91040 1365.08350
19991119 1360.75550 1365.83569 1366.23926 1365.45703
19991120 1361.12716 1366.20874 1366.63098 1365.79175
19991121 1361.47291 1366.55579 1366.97083 1366.14941
19991122 1361.56644 1366.64966 1367.05786 1366.26538
19991123 1361.39788 1366.48047 1366.90112 1366.06018
19991124 1361.35324 1366.43567 1366.85425 1366.02124
19991125 1361.41989 1366.50256 1366.91602 1366.10303
19991126 1361.57945 1366.66272 1367.08594 1366.23535
19991127 1361.66288 1366.74646 1367.17334 1366.30774
19991128 1361.62858 1366.71204 1367.13330  -99.00000
19991129  -99.00000  -99.00000  -99.00000  -99.00000
19991130 1361.32004 1366.40234 1366.82349  -99.00000
19991201  -99.00000  -99.00000  -99.00000  -99.00000
19991202  -99.00000  -99.00000  -99.00000  -99.00000
19991203 1361.61897 1366.70239  -99.00000 1366.28027
19991204 1361.57337 1366.65662  -99.00000 1366.23438
19991205 1361.53688 1366.62000  -99.00000 1366.19727
19991206 1361.39508 1366.47766  -99.00000 1366.05469
19991207 1361.22530 1366.30725  -99.00000 1365.88403
19991208 1361.30970 1366.39197  -99.00000 1365.96838
19991209 1361.43765 1366.52039  -99.00000 1366.09680
19991210 1361.60219 1366.68555  -99.00000 1366.26172
19991211 1361.80894 1366.89307  -99.00000 1366.46899
19991212 1362.00121 1367.08606  -99.00000 1366.66223
19991213 1362.20991 1367.29553  -99.00000 1366.87109
19991214 1362.39562 1367.48193  -99.00000 1367.05725
19991215 1362.24262 1367.32837  -99.00000 1366.90369
19991216 1361.91122 1366.99573  -99.00000 1366.57104
19991217 1361.62992 1366.71338  -99.00000 1366.28894
19991218 1361.57836 1366.66162  -99.00000 1366.23779
19991219 1361.38474 1366.46729  -99.00000 1366.04370
19991220 1360.92053 1366.00134  -99.00000 1365.57788
19991221 1360.50497 1365.58423  -99.00000 1365.16052
19991222 1360.29798 1365.37646  -99.00000 1364.95251
19991223 1360.40050 1365.47937  -99.00000 1365.05505
19991224 1360.61734 1365.69702  -99.00000 1365.27234
19991225 1360.82348 1365.90393  -99.00000 1365.47900
19991226 1361.00445 1366.08557  -99.00000 1365.66028
19991227 1361.25887 1366.34094  -99.00000 1365.91553
19991228 1361.51852 1366.60156  -99.00000 1366.17590
19991229 1361.57933 1366.66260  -99.00000 1366.23645
19991230 1361.48581 1366.56873  -99.00000 1366.14221
19991231 1361.44251 1366.52527  -99.00000 1366.09851
20000101 1361.50052 1366.58350 1367.01611 1366.14697
20000102 1361.52107 1366.60413 1367.03650 1366.16418
20000103 1361.46756 1366.55042 1366.98254 1366.11145
20000104 1361.50964 1366.59265 1367.01453 1366.17981
20000105 1361.71615 1366.79993 1367.21448 1366.40515
20000106 1361.89723 1366.98169 1367.40454 1366.56665
20000107  -99.00000  -99.00000  -99.00000  -99.00000
20000108 1362.13293 1367.21826 1367.64636  -99.00000
20000109 1362.25770 1367.34351 1367.77710 1366.90454
20000110 1362.24956 1367.33533 1367.77661 1366.87708
20000111 1362.09072 1367.17590 1367.59705 1366.75537
20000112 1361.85223 1366.93652 1367.37036 1366.49609
20000113 1361.77574 1366.85974 1367.28638 1366.43604
20000114 1361.75920 1366.84314 1367.28760 1366.38074
20000115 1361.73439 1366.81824 1367.25916 1366.36438
20000116 1361.65728 1366.74084 1367.18970 1366.27100
20000117 1361.61034 1366.69373 1367.12158 1366.26758
20000118 1361.72600 1366.80981 1367.23572 1366.38770
20000119 1361.69097 1366.77466 1367.20764 1366.33826
20000120 1361.57313 1366.65637 1367.09448 1366.21033
20000121 1361.52825 1366.61133 1367.01086 1366.22656
20000122 1361.62664 1366.71008 1367.14307 1366.27405
20000123 1361.67747 1366.76111 1367.19189 1366.32910
20000124 1361.58431 1366.66760 1367.10437 1366.22498
20000125 1361.45735 1366.54016 1366.96521 1366.11841
20000126 1361.35032 1366.43274 1366.83960 1366.04248
20000127 1361.41977 1366.50244 1366.90723 1366.11487
20000128 1361.49152 1366.57446 1367.01099 1366.13330
20000129 1361.55367 1366.63684 1367.06201 1366.21436
20000130 1361.58383 1366.66711 1367.09875 1366.23401
20000131 1361.68124 1366.76489 1367.19409 1366.33630
20000201 1361.81125 1366.89539 1367.31567 1366.48022
20000202 1361.89991 1366.98438 1367.42920 1366.53088
20000203 1361.98954 1367.07434 1367.51538 1366.62683
20000204 1362.10240 1367.18762 1367.61890 1366.75525
20000205 1362.19945 1367.28503 1367.71692 1366.85144
20000206 1362.18838 1367.27393 1367.71851 1366.82068
20000207 1362.05290 1367.13794 1367.57544 1366.69556
20000208 1362.07212 1367.15723 1367.59070 1366.72107
20000209 1362.06385 1367.14893 1367.57776 1366.71973
20000210 1362.09766 1367.18286 1367.61084 1366.75403
20000211 1362.10082 1367.18604 1367.61023 1366.76392
20000212 1362.09790 1367.18311 1367.61389 1366.75049
20000213 1362.08270 1367.16785 1367.61560 1366.70813
20000214 1362.12843 1367.21375 1367.64868 1366.77417
20000215 1362.10106 1367.18628 1367.60681 1366.76428
20000216 1361.82730 1366.91150 1367.35352 1366.46057
20000217 1361.72843 1366.81226 1367.21985 1366.41589
20000218 1361.61752 1366.70093 1367.13489 1366.26257
20000219 1361.45273 1366.53552 1366.95447 1366.12158
20000220 1361.27492 1366.35706 1366.78857 1365.92261
20000221 1361.35264 1366.43506 1366.86975 1365.99512
20000222 1361.41369 1366.49634 1366.91577 1366.07434
20000223 1361.18116 1366.26294 1366.70483 1365.81042
20000224 1361.02196 1366.10315 1366.54504 1365.65063
20000225 1360.79089 1365.87122 1366.30676 1365.42957
20000226 1360.64738 1365.72717 1366.14978 1365.30737
20000227 1360.38287 1365.46167 1365.89795 1365.01794
20000228 1360.11932 1365.19714 1365.60779 1364.79749
20000229 1359.96110 1365.03833 1365.45374 1364.63000
20000301 1360.09780 1365.17554 1365.60596 1364.74292
20000302 1360.46715 1365.54626 1365.95764 1365.14417
20000303 1360.93963 1366.02051 1366.44702 1365.59290
20000304 1361.32053 1366.40283 1366.83582 1365.96509
20000305 1361.37963 1366.46216 1366.87842 1366.05042
20000306 1361.35373 1366.43616 1366.84192 1366.04016
20000307 1361.31275 1366.39502 1366.81531 1365.97644
20000308 1361.21047 1366.29236 1366.73303 1365.84460
20000309 1361.11317 1366.19470 1366.61414 1365.77722
20000310 1361.13129 1366.21289 1366.63928 1365.78577
20000311 1361.07049 1366.15186 1366.57678 1365.72754
20000312 1361.03887 1366.12012 1366.54358 1365.69690
20000313 1361.06440 1366.14575 1366.56897 1365.72241
20000314 1361.01406 1366.09521 1366.52661 1365.66187
20000315 1360.98791 1366.06897 1366.48022 1365.65979
20000316 1361.01868 1366.09985 1366.51233 1365.68884
20000317 1360.97952 1366.06055 1366.46741 1365.65564
20000318 1361.01235 1366.09351 1366.51514 1365.67175
20000319 1360.79332 1365.87366 1366.27686 1365.47156
20000320 1360.71269 1365.79272 1366.20850 1365.37708
20000321 1360.60165 1365.68127 1366.09656 1365.26685
20000322 1360.58147 1365.66101 1366.08789 1365.23425
20000323 1361.01527 1366.09644 1366.51843 1365.67456
20000324 1361.36322 1366.44568 1366.82910 1366.05981
20000325 1361.49371 1366.57666 1366.99463 1366.15857
20000326 1361.54126 1366.62439 1367.02698 1366.22034
20000327 1361.62104 1366.70447 1367.10962 1366.29700
20000328 1361.66336 1366.74695 1367.18359 1366.31262
20000329 1361.75664 1366.84058 1367.26233 1366.41931
20000330 1361.85138 1366.93567 1367.39978 1366.47766
20000331 1361.76248 1366.84644 1367.28198 1366.40771
20000401 1361.72636 1366.81018 1367.24219 1366.38049
20000402 1361.76820 1366.85217 1367.26294 1366.44031
20000403 1361.75774 1366.84167 1367.28235 1366.40515
20000404 1361.84153 1366.92578 1367.38721 1366.47266
20000405 1361.95950 1367.04419 1367.50818 1366.58972
20000406 1362.13828 1367.22363 1367.64587 1366.80273
20000407 1362.15628 1367.24170 1367.63367 1366.84448
20000408 1362.04706 1367.13208 1367.51575 1366.74146
20000409 1361.99076 1367.07556 1367.49780 1366.65491
20000410 1362.00803 1367.09290 1367.49475 1366.68884
20000411 1362.01265 1367.09753 1367.50781 1366.68628
20000412 1361.93031 1367.01489 1367.42273 1366.60559
20000413 1361.95853 1367.04321 1367.44434 1366.63953
20000414 1361.91633 1367.00085 1367.41077 1366.59021
20000415 1361.74837 1366.83228 1367.27173 1366.39819
20000416 1361.74546 1366.82935 1367.22327 1366.43140
20000417 1361.73123 1366.81506 1367.23389 1366.39746
20000418 1361.79459 1366.87866 1367.27588 1366.47803
20000419 1361.88410 1366.96851 1367.39807 1366.54236
20000420 1361.90258 1366.98706 1367.40857 1366.56812
20000421 1361.72284 1366.80664 1367.21216 1366.39941
20000422 1361.19003 1366.27185 1366.67786 1365.86438
20000423 1360.46958 1365.54871 1365.95862 1365.13818
20000424 1359.96062 1365.03784 1365.43811 1364.63501
20000425 1359.77685 1364.85339 1365.26917 1364.43811
20000426 1359.96207 1365.03931 1365.44312 1364.63354
20000427 1360.23972 1365.31799 1365.71777 1364.91541
20000428 1360.37861 1365.45740 1365.87122 1365.04370
20000429 1360.75416 1365.83435 1366.22009 1365.44263
20000430 1361.20560 1366.28748 1366.68579 1365.89465
20000501 1361.56619 1366.64941 1367.05933 1366.21912
20000502 1361.81916 1366.90332 1367.31567 1366.49072
20000503 1361.91815 1367.00269 1367.40906 1366.59485
20000504 1361.84810 1366.93237 1367.34375 1366.52063
20000505 1361.89456 1366.97900 1367.37988 1366.57568
20000506 1361.89796 1366.98242 1367.39441 1366.57019
20000507 1361.91268 1366.99719 1367.41870 1366.57739
20000508 1361.92095 1367.00549 1367.41577 1366.59473
20000509 1361.79033 1366.87439 1367.32239 1366.43420
20000510 1361.60548 1366.68884 1367.08801 1366.28967
20000511 1361.20706 1366.28894 1366.69458 1365.88220
20000512 1361.10673 1366.18823 1366.60156 1365.77551
20000513 1361.24440 1366.32642 1366.69690 1365.94775
20000514 1361.20572 1366.28760 1366.70264 1365.87354
20000515 1361.07049 1366.15186 1366.55762 1365.74548
20000516 1360.77143 1365.85168 1366.23853 1365.46082
20000517 1360.30880 1365.38733 1365.78967 1364.96899
20000518 1360.04064 1365.11816 1365.52917 1364.70776
20000519 1359.87889 1364.95581 1365.38098 1364.53369
20000520 1359.81857 1364.89526 1365.29041 1364.50610
20000521 1360.24751 1365.32581 1365.69568 1364.94922
20000522 1360.81740 1365.89783 1366.28882 1365.50391
20000523 1361.26142 1366.34351 1366.74719 1365.93896
20000524 1361.60985 1366.69324 1367.04688 1366.33044
20000525 1361.64245 1366.72595 1367.11328 1366.33533
20000526 1361.49602 1366.57898 1367.00024 1366.15979
20000527 1361.36358 1366.44604 1366.86169 1366.03149
20000528 1361.27322 1366.35535 1366.78223 1365.93127
20000529 1361.16972 1366.25146 1366.67456 1365.83057
20000530 1361.02999 1366.11121 1366.52100 1365.70337
20000531 1360.89816 1365.97888 1366.42114 1365.54126
20000601 1360.98973 1366.07080 1366.49719 1365.64697
20000602 1361.22980 1366.31177 1366.70923 1365.91296
20000603 1361.26556 1366.34766 1366.78772 1365.91174
20000604 1361.22433 1366.30627 1366.74243 1365.87390
20000605 1361.19903 1366.28088 1366.69507 1365.86743
20000606 1361.19684 1366.27869 1366.70068 1365.85828
20000607 1361.21521 1366.29712 1366.71790 1365.87793
20000608 1361.21144 1366.29333 1366.71594 1365.87231
20000609 1361.22761 1366.30957 1366.72656 1365.89783
20000610 1361.41746 1366.50012 1366.90906 1366.09094
20000611 1361.41296 1366.49561 1366.91187 1366.07983
20000612 1361.22105 1366.30298 1366.71582 1365.89026
20000613 1361.28526 1366.36743 1366.78442 1365.95117
20000614 1361.45966 1366.54248 1366.93030 1366.15173
20000615 1361.68100 1366.76465 1367.15808 1366.36914
20000616 1361.68562 1366.76929 1367.16650 1366.37036
20000617 1361.57556 1366.65881 1367.05347 1366.26221
20000618 1361.36918 1366.45166 1366.84314 1366.05786
20000619 1361.42123 1366.50391 1366.87976 1366.12439
20000620 1361.44421 1366.52698 1366.92957 1366.12366
20000621 1361.50174 1366.58472 1367.00208 1366.16785
20000622 1361.73098 1366.81482 1367.24512 1366.38611
20000623 1361.78060 1366.86462 1367.26514 1366.46338
20000624 1361.65741 1366.74097 1367.13037 1366.35034
20000625 1361.32260 1366.40491 1366.80029 1366.00903
20000626 1361.01564 1366.09680 1366.50049 1365.69299
20000627 1360.89366 1365.97437 1366.36426 1365.58362
20000628 1360.80512 1365.88550 1366.27771 1365.49219
20000629 1360.84501 1365.92554 1366.30688 1365.55237
20000630 1361.07973 1366.16113 1366.56970 1365.75256
20000701 1361.36869 1366.45117 1366.86743 1366.03564
20000702 1361.57167 1366.65491 1367.06360 1366.24609
20000703 1361.61545 1366.69885 1367.10901 1366.28870
20000704 1361.60012 1366.68347 1367.09460 1366.27258
20000705 1361.40785 1366.49048 1366.90442 1366.07727
20000706 1361.19393 1366.27576 1366.69189 1365.86084
20000707 1361.14759 1366.22925 1366.64209 1365.81677
20000708 1360.98499 1366.06604 1366.49805 1365.63843
20000709 1361.07097 1366.15234 1366.56641 1365.73560
20000710 1361.01345 1366.09460 1366.49011 1365.69678
20000711 1360.93500 1366.01587 1366.40356 1365.62134
20000712 1360.99229 1366.07336 1366.45520 1365.68665
20000713 1361.16462 1366.24634 1366.66260 1365.83215
20000714 1361.43558 1366.51831 1366.94531 1366.06750
20000715 1361.65096 1366.73450 1367.15259 1366.31921
20000716 1361.63989 1366.72339 1367.16394 1366.29089
20000717 1361.60049 1366.68384 1367.13452 1366.24390
20000718 1361.45297 1366.53577 1366.98425 1366.09668
20000719 1361.23661 1366.31860 1366.75171 1365.82458
20000720 1360.89767 1365.97839 1366.42444 1365.54370
20000721 1360.75854 1365.83875 1366.28430 1365.40479
20000722 1361.04203 1366.12329 1366.54822 1365.71912
20000723 1361.22202 1366.30396 1366.73010 1365.88452
20000724 1361.40627 1366.48889 1366.92456 1366.06250
20000725 1361.45321 1366.53601 1366.97876 1366.10474
20000726 1361.65400 1366.73755 1367.17102 1366.31323
20000727 1361.85430 1366.93860 1367.34888 1366.53088
20000728 1361.84664 1366.93091 1367.34680 1366.51941
20000729 1361.88240 1366.96680 1367.36572 1366.56848
20000730 1362.00693 1367.09180 1367.48230 1366.69824
20000731 1362.09693 1367.18213 1367.53516 1366.81458
20000801 1362.02517 1367.11011 1367.49011 1366.72400
20000802 1361.95172 1367.03638 1367.40234 1366.66028
20000803 1361.90745 1366.99194 1367.38940 1366.59412
20000804 1361.94454 1367.02917 1367.43787 1366.62378
20000805 1361.91000 1366.99451 1367.39441 1366.59521
20000806 1361.89808 1366.98254 1367.37732 1366.58704
20000807 1361.74777 1366.83167 1367.21899 1366.44128
20000808 1361.64451 1366.72803 1367.13843 1366.31726
20000809 1361.63418 1366.71765 1367.13660 1366.30603
20000810 1361.85430 1366.93860 1367.29919 1366.56665
20000811 1362.03551 1367.12048 1367.51428 1366.72632
20000812 1362.35621 1367.44238 1367.82666 1367.05481
20000813 1362.45411 1367.54065 1367.92322 1367.15442
20000814 1362.24518 1367.33093 1367.72388 1366.93787
20000815 1361.92326 1367.00781 1367.36768 1366.63647
20000816 1361.75446 1366.83838 1367.21594 1366.45569
20000817 1361.82195 1366.90613 1367.28979 1366.51990
20000818 1361.94466 1367.02930 1367.41370 1366.64636
20000819 1362.12855 1367.21387 1367.62195 1366.81335
20000820 1362.19823 1367.28381 1367.67944 1366.89087
20000821 1362.03259 1367.11755 1367.51099 1366.72620
20000822 1361.77768 1366.86169 1367.26709 1366.46375
20000823 1361.57446 1366.65771 1367.03320 1366.27661
20000824 1361.56704 1366.65027 1367.01563 1366.27527
20000825 1361.62980 1366.71326 1367.06616 1366.34485
20000826 1361.53336 1366.61646 1367.00903 1366.22717
20000827 1361.44823 1366.53101 1366.93616 1366.13550
20000828 1361.41867 1366.50134 1366.90430 1366.10266
20000829 1361.38328 1366.46582 1366.86792 1366.07251
20000830 1361.55792 1366.64111 1367.02649 1366.25671
20000831 1361.65388 1366.73743 1367.13049 1366.34937
20000901 1361.69219 1366.77588 1367.17920 1366.38306
20000902 1361.64257 1366.72607 1367.11084 1366.34302
20000903 1361.61180 1366.69519 1367.09973 1366.30237
20000904 1361.50843 1366.59143 1366.97607 1366.20923
20000905 1361.37586 1366.45837 1366.84607 1366.07483
20000906 1361.68988 1366.77356 1367.12524 1366.40869
20000907 1362.16126 1367.24670 1367.59875 1366.88586
20000908 1362.39039 1367.47668 1367.86694 1367.09241
20000909 1362.46506 1367.55164 1367.92908 1367.17395
20000910 1362.40717 1367.49353 1367.87805 1367.10864
