;        VIRGO(new) Virgo(org) DIARAD(org) PMO6V (org)
20080921 1360.24950 1365.41999 1365.82012 1365.00741
20080922 1360.34479 1365.51565 1365.88737 1365.10319
20080923 1360.34812 1365.51899 1365.92397 1365.10978
20080924 1360.34744 1365.51830 1365.94330 1365.08911
20080925 1360.33138 1365.50219 1365.92306 1365.08800
20080926 1360.32407 1365.49484 1365.88596 1365.10386
20080927 1360.31670 1365.48744 1365.88179 1365.09322
20080928 1360.35758 1365.52849 1365.90859 1365.13540
20080929 1360.37367 1365.54464 1365.90682 1365.13731
20080930 1360.31654 1365.48729 1365.88075 1365.06721
20081001 1360.26581 1365.43637 1365.90243 1364.98124
20081002 1360.30712 1365.47784 1365.89620 1365.05742
20081003 1360.33482 1365.50564 1365.92200 1365.08931
20081004 1360.31744 1365.48819 1365.91979 1365.05654
20081005 1360.32098 1365.49174 1365.91999 1365.06346
20081006 1360.30795 1365.47866 1365.91597 1365.04128
20081007 1360.28861 1365.45926 1365.86540 1365.05318
20081008 1360.30362 1365.47432 1365.87540 1365.06695
20081009 1360.33586 1365.50668 1365.87079 1365.10935
20081010 1360.27071 1365.44129 1365.86489 1365.02022
20081011 1360.27264 1365.44322 1365.85006 1365.02705
20081012 1360.29664 1365.46731 1365.86522 1365.06948
20081013 1360.30936 1365.48008 1365.88942 1365.07079
20081014 1360.33282 1365.50363 1365.90513 1365.10219
20081015 1360.31124 1365.48197 1365.89200 1365.07195
20081016 1360.35585 1365.52675 1365.93978 1365.11373
20081017 1360.34031 1365.51115 1365.92235 1365.09996
20081018 1360.33276 1365.50357 1365.91363 1365.09354
20081019 1360.33522 1365.50604 1365.91660 1365.08926
20081020 1360.36023 1365.53115 1365.89480 1365.15064
20081021 1360.30992 1365.48065 1365.90280 1365.06472
20081022 1360.33317 1365.50399 1365.91736 1365.08594
20081023 1360.32642 1365.49721 1365.92367 1365.07521
20081024 1360.32328 1365.49406 1365.90091 1365.08826
20081025 1360.32163 1365.49240 1365.90319 1365.08307
20081026 1360.31397 1365.48471 1365.91009 1365.05924
20081027 1360.27689 1365.44749 1365.87916 1365.01570
20081028 1360.28500 1365.45563 1365.88415 1365.03782
20081029 1360.34751 1365.51838 1365.87741 1365.12022
20081030 1360.32429 1365.49507 1365.90000 1365.09017
20081031 1360.28602 1365.45665 1365.88396 1365.02926
20081101 1360.30594 1365.47664 1365.88402 1365.06929
20081102 1360.25176 1365.42227 1365.82394 1365.02065
20081103 1360.27791 1365.44851 1365.85064 1365.04643
20081104 1360.34087 1365.51171 1365.90304 1365.12048
20081105 1360.32697 1365.49776 1365.92604 1365.06939
20081106 1360.36154 1365.53246 1365.94136 1365.12185
20081107 1360.42656 1365.59773 1365.93083 1365.20434
20081108 1360.33349 1365.50430 1365.91847 1365.08210
20081109 1360.36765 1365.53859  -99.00000 1365.12832
20081110 1360.47202 1365.64336  -99.00000 1365.23284
20081111 1360.46142 1365.63272  -99.00000 1365.22417
20081112 1360.38317 1365.55417 1365.92228 1365.15541
20081113 1360.30662 1365.47733  -99.00000 1365.06682
20081114 1360.54630 1365.71792  -99.00000 1365.32449
20081115 1360.49853 1365.66998 1365.96350 1365.28347
20081116 1360.37015 1365.54110 1365.95669 1365.12648
20081117 1360.34943 1365.52031 1365.93319 1365.11269
20081118 1360.40325 1365.57433 1365.89841 1365.21364
20081119 1360.30414 1365.47485 1365.89309 1365.05653
20081120 1360.30745 1365.47816 1365.87762 1365.07873
20081121 1360.28953 1365.46018 1365.88478 1365.03548
20081122 1360.29107 1365.46172 1365.89007 1365.03718
20081123 1360.29095 1365.46160  -99.00000 1365.05306
20081124 1360.38527 1365.55628  -99.00000 1365.15304
20081125 1360.35624 1365.52714 1365.93454 1365.11009
20081126 1360.33212 1365.50293 1365.91928 1365.08653
20081127 1360.35430 1365.52519 1365.93787 1365.11247
20081128 1360.31420 1365.48494 1365.89880 1365.07104
20081129 1360.32776 1365.49855 1365.89656 1365.10056
20081130 1360.32972 1365.50052 1365.89833 1365.10273
20081201 1360.34824 1365.51911 1365.91190 1365.12636
20081202 1360.33504 1365.50586 1365.90454 1365.10720
20081203 1360.35683 1365.52773 1365.92726 1365.12054
20081204 1360.35532 1365.52622 1365.93806 1365.11754
20081205 1360.35717 1365.52808 1365.94362 1365.11248
20081206 1360.33436 1365.50518 1365.94430 1365.06590
20081207 1360.31726 1365.48801 1365.92507 1365.05080
20081208 1360.31281 1365.48355 1365.91982 1365.04714
20081209 1360.32136 1365.49213 1365.90551 1365.05936
20081210 1360.25205 1365.42255 1365.83286 1365.01450
20081211 1360.31710 1365.48785 1365.86274 1365.09285
20081212 1360.30798 1365.47869 1365.87537 1365.08204
20081213 1360.27401 1365.44460 1365.84865 1365.04054
20081214 1360.26226 1365.43280 1365.85105 1365.01747
20081215 1360.24966 1365.42016 1365.83711 1365.00613
20081216 1360.26438 1365.43493 1365.85582 1365.01396
20081217 1360.27891 1365.44952 1365.85537 1365.04366
20081218 1360.28718 1365.45782 1365.85691 1365.05706
20081219 1360.28587 1365.45650 1365.84726 1365.06332
20081220 1360.24869 1365.41919 1365.81457 1365.02197
20081221 1360.24445 1365.41493 1365.78726 1365.03922
20081222 1360.25776 1365.42828 1365.78233 1365.04411
20081223 1360.31235 1365.48308 1365.77239 1365.09768
20081224 1360.25733 1365.42786 1365.80227 1365.06100
20081225 1360.30429 1365.47499 1365.82039 1365.09134
20081226 1360.28192 1365.45253 1365.83091 1365.05986
20081227 1360.28477 1365.45539 1365.83758 1365.07327
20081228 1360.27080 1365.44138 1365.83993 1365.04923
20081229 1360.33935 1365.51018 1365.86838 1365.12900
20081230 1360.30606 1365.47677 1365.85360 1365.09094
20081231 1360.30910 1365.47982 1365.83462 1365.09413
20090101 1360.30277 1365.47347 1365.81443 1365.09561
20090102 1360.27799 1365.44859 1365.84618 1365.05080
20090103 1360.28582 1365.45645 1365.83906 1365.07387
20090104 1360.27780 1365.44840 1365.83604 1365.06079
20090105 1360.25260 1365.42310 1365.82664 1365.01953
20090106 1360.27001 1365.44059 1365.82899 1365.05219
20090107 1360.25451 1365.42503 1365.81826 1365.03180
20090108 1360.25725 1365.42778 1365.82763 1365.03673
20090109 1360.32224 1365.49302 1365.85150 1365.11317
20090110 1360.26688 1365.43744 1365.84078 1365.03400
20090111 1360.29006 1365.46071 1365.86887 1365.05404
20090112 1360.30241 1365.47311 1365.87953 1365.06452
20090113 1360.29132 1365.46197 1365.87788 1365.04783
20090114 1360.29867 1365.46935 1365.88759 1365.05103
20090115 1360.30753 1365.47825 1365.88774 1365.06869
20090116 1360.33090 1365.50170 1365.90389 1365.09948
20090117 1360.34052 1365.51136 1365.93767 1365.10312
20090118 1360.37175 1365.54271 1365.92122 1365.14071
20090119 1360.33478 1365.50560 1365.92268 1365.08841
20090120 1360.32094 1365.49171 1365.90678 1365.07652
20090121 1360.29957 1365.47026 1365.88397 1365.05947
20090122 1360.25738 1365.42790 1365.87190 1365.01066
20090123 1360.28599 1365.45663 1365.87777 1365.02409
20090124 1360.30680 1365.47752 1365.87326 1365.08174
20090125 1360.29339 1365.46405 1365.87875 1365.05893
20090126 1360.34491 1365.51577 1365.87843 1365.11384
20090127 1360.27472 1365.44531 1365.84863 1365.04937
20090128 1360.28405 1365.45467 1365.83012 1365.06243
20090129 1360.30986 1365.48058 1365.84232 1365.08962
20090130 1360.31828 1365.48903 1365.82368 1365.11444
20090131 1360.29153 1365.46218 1365.84100 1365.06966
20090201 1360.27734 1365.44794 1365.84049 1365.06119
20090202 1360.28776 1365.45840 1365.87367 1365.05866
20090203 1360.34237 1365.51322 1365.87630 1365.12122
20090204 1360.29727 1365.46795  -99.00000 1365.07502
20090205 1360.39279 1365.56383  -99.00000 1365.18396
20090206 1360.32096 1365.49173  -99.00000 1365.09741
20090207 1360.42439 1365.59555  -99.00000 1365.20164
20090208 1360.32325 1365.49402 1365.86433 1365.10805
20090209 1360.47475 1365.64610  -99.00000 1365.26632
20090210 1360.41862 1365.58975  -99.00000 1365.20081
20090211 1360.49525 1365.66667  -99.00000 1365.28418
20090212 1360.39865 1365.56971 1365.89388 1365.17858
20090213 1360.43227 1365.60346 1365.90086 1365.21617
20090214 1360.37796 1365.54894 1365.90916 1365.15067
20090215 1360.32125 1365.49201 1365.89963 1365.09502
20090216 1360.38730 1365.55832 1365.90576 1365.17933
20090217 1360.33703 1365.50785  -99.00000 1365.11348
20090218 1360.44884 1365.62009  -99.00000 1365.22930
20090219 1360.29605 1365.46672 1365.90883 1365.03524
20090220 1360.36076 1365.53168 1365.92440 1365.12707
20090221 1360.34445 1365.51531 1365.87041 1365.10586
20090222 1360.26801 1365.43858 1365.83866 1365.03737
20090223 1360.25607 1365.42659 1365.80450 1365.04905
20090224 1360.23221 1365.40264 1365.83346 1364.97130
20090225 1360.28207 1365.45269 1365.86676 1365.03836
20090226 1360.27211 1365.44269 1365.82273 1365.06300
20090227 1360.28612 1365.45676 1365.83209 1365.08078
20090228 1360.30016 1365.47085 1365.87906 1365.06711
20090301 1360.31330 1365.48404 1365.89799 1365.06979
20090302 1360.29139 1365.46204 1365.86953 1365.05439
20090303 1360.28867 1365.45931 1365.87206 1365.05060
20090304 1360.32010 1365.49086 1365.85810 1365.11404
20090305 1360.32327 1365.49404 1365.89502 1365.09303
20090306 1360.30311 1365.47381 1365.88810 1365.05918
20090307 1360.28574 1365.45637 1365.86764 1365.04482
20090308 1360.34300 1365.51385 1365.92764 1365.09971
20090309 1360.34087 1365.51172 1365.91601 1365.09485
20090310 1360.31998 1365.49074 1365.90976 1365.07127
20090311 1360.31845 1365.48921 1365.91669 1365.06106
20090312 1360.30704 1365.47775 1365.91744 1365.04694
20090313 1360.30422 1365.47492 1365.91971 1365.01697
20090314 1360.32524 1365.49603 1365.91475 1365.07066
20090315 1360.31067 1365.48140 1365.90820 1365.05397
20090316 1360.31961 1365.49037 1365.90544 1365.07497
20090317 1360.28906 1365.45971 1365.88453 1365.04228
20090318 1360.36291 1365.53384 1365.88998 1365.15724
20090319 1360.31108 1365.48180 1365.88913 1365.07443
20090320 1360.27982 1365.45043 1365.86478 1365.03585
20090321 1360.30032 1365.47101 1365.87957 1365.06559
20090322 1360.33403 1365.50485 1365.88514 1365.11866
20090323 1360.31912 1365.48988 1365.88831 1365.08939
20090324 1360.29065 1365.46130 1365.86472 1365.07358
20090325 1360.30552 1365.47623 1365.87710 1365.07953
20090326 1360.28712 1365.45776 1365.86253 1365.05307
20090327 1360.28355 1365.45417 1365.88761 1365.02017
20090328 1360.30410 1365.47480 1365.89211 1365.05732
20090329 1360.29374 1365.46440 1365.89121 1365.02600
20090330 1360.29491 1365.46558 1365.90681 1365.03515
20090331 1360.43201 1365.60320 1365.90561 1365.23044
20090401 1360.31313 1365.48387 1365.89947 1365.06816
20090402 1360.31430 1365.48504 1365.89574 1365.07621
20090403 1360.28837 1365.45901 1365.89100 1365.02663
20090404 1360.26606 1365.43661 1365.88038 1364.99227
20090405 1360.32196 1365.49273 1365.90093 1365.08455
20090406 1360.37435 1365.54532 1365.92611 1365.16499
20090407 1360.37200 1365.54296 1365.90992 1365.15647
20090408 1360.37210 1365.54306 1365.91122 1365.13154
20090409 1360.34563 1365.51649 1365.91703 1365.11609
20090410 1360.34585 1365.51671 1365.92831 1365.09779
20090411 1360.32886 1365.49966 1365.92241 1365.07614
20090412 1360.32914 1365.49994 1365.92672 1365.06225
20090413 1360.32954 1365.50033 1365.91251 1365.08229
20090414 1360.33103 1365.50184 1365.92461 1365.07585
20090415 1360.35046 1365.52134 1365.88742 1365.12019
20090416 1360.30583 1365.47654 1365.88741 1365.06568
20090417 1360.33004 1365.50084 1365.91129 1365.09039
20090418 1360.31997 1365.49073 1365.90709 1365.07631
20090419 1360.30565 1365.47636 1365.88762 1365.06298
20090420 1360.29436 1365.46502 1365.87254 1365.05753
20090421 1360.27478 1365.44537 1365.86317 1365.02874
20090422 1360.29604 1365.46671 1365.88380 1365.04762
20090423 1360.30597 1365.47668 1365.87172 1365.09974
20090424 1360.29962 1365.47031 1365.87699 1365.05787
20090425 1360.29779 1365.46847 1365.87649 1365.06044
20090426 1360.27876 1365.44937 1365.87968 1365.01904
20090427 1360.30068 1365.47137 1365.89078 1365.05195
20090428 1360.25426 1365.42477 1365.90080 1364.98988
20090429 1360.32843 1365.49923 1365.86986 1365.09149
20090430 1360.35312 1365.52401 1365.90029 1365.12409
20090501 1360.33264 1365.50345 1365.88329 1365.11781
20090502 1360.33200 1365.50281 1365.87432 1365.11756
20090503 1360.30352 1365.47422 1365.88402 1365.05949
20090504 1360.36371 1365.53464  -99.00000 1365.13393
20090505 1360.46935 1365.64068  -99.00000 1365.25175
20090506 1360.32028 1365.49104  -99.00000 1365.07693
20090507 1360.39653 1365.56758  -99.00000 1365.17261
20090508 1360.32873 1365.49952 1365.93238 1365.08284
20090509 1360.44749 1365.61874 1365.96486 1365.22481
20090510 1360.45031 1365.62157 1366.03266 1365.20973
20090511 1360.45315 1365.62442 1366.04323 1365.20569
20090512 1360.47701 1365.64837 1366.04912 1365.24210
20090513 1360.47491 1365.64626 1366.01470 1365.23955
20090514 1360.47863 1365.65000 1365.98474 1365.26719
20090515 1360.48853 1365.65993 1366.00065 1365.24079
20090516 1360.45192 1365.62319 1366.04749 1365.19903
20090517 1360.45870 1365.62999 1366.04925 1365.21084
20090518 1360.46966 1365.64099 1366.05399 1365.22809
20090519 1360.46115 1365.63245 1366.05259 1365.21245
20090520 1360.40059 1365.57166 1366.01054 1365.13305
20090521 1360.39208 1365.56312 1365.97965 1365.14672
20090522 1360.40061 1365.57168 1365.97650 1365.15612
20090523 1360.35954 1365.53045 1365.92455 1365.11859
20090524 1360.36231 1365.53323 1365.92421 1365.14223
20090525 1360.35865 1365.52956 1365.93144 1365.12775
20090526 1360.37532 1365.54629 1365.92032 1365.17212
20090527 1360.33284 1365.50365 1365.90553 1365.10187
20090528 1360.31813 1365.48888 1365.90907 1365.06896
20090529 1360.32623 1365.49702 1365.90561 1365.08860
20090530 1360.31804 1365.48879 1365.89474 1365.08301
20090531 1360.30863 1365.47935 1365.88720 1365.07168
20090601 1360.28120 1365.45182 1365.88583 1365.01826
20090602 1360.29184 1365.46249 1365.88141 1365.04390
20090603 1360.30123 1365.47192 1365.93090 1365.02288
20090604 1360.36176 1365.53268 1365.91302 1365.15262
20090605 1360.39271 1365.56375 1365.91549 1365.21169
20090606 1360.39751 1365.56857 1365.92786 1365.20904
20090607 1360.38081 1365.55180 1365.94639 1365.15144
20090608 1360.40048 1365.57155 1365.98189 1365.16155
20090609 1360.42751 1365.59868 1365.94814 1365.24889
20090610 1360.38864 1365.55966 1365.91661 1365.20247
20090611 1360.33711 1365.50793 1365.87244 1365.14327
20090612 1360.32159 1365.49236 1365.87804 1365.10680
20090613 1360.35144 1365.52233 1365.90457 1365.14017
20090614 1360.34165 1365.51250 1365.88180 1365.14312
20090615 1360.34321 1365.51406 1365.87368 1365.15426
20090616 1360.31775 1365.48851 1365.84124 1365.13551
20090617 1360.29655 1365.46722 1365.83988 1365.09610
20090618 1360.31080 1365.48153 1365.86042 1365.11612
20090619 1360.29817 1365.46885 1365.84976 1365.08119
20090620 1360.31644 1365.48719 1365.82440 1365.12714
20090621 1360.27123 1365.44181 1365.81592 1365.07079
20090622 1360.29368 1365.46434 1365.82036 1365.10329
20090623 1360.35469 1365.52559 1365.80184 1365.18198
20090624 1360.29652 1365.46719 1365.84508 1365.08959
20090625 1360.30616 1365.47687 1365.86114 1365.09305
20090626 1360.34259 1365.51344 1365.87307 1365.15378
20090627 1360.33253 1365.50334 1365.85686 1365.14970
20090628 1360.30320 1365.47390 1365.81228 1365.12991
20090629 1360.34281 1365.51366 1365.80238 1365.16528
20090630 1360.30134 1365.47204 1365.83707 1365.10195
20090701 1360.31569 1365.48643 1365.81980 1365.13948
20090702 1360.29551 1365.46618 1365.81004 1365.12383
20090703 1360.28249 1365.45311 1365.78372 1365.12008
20090704 1360.20523 1365.37555 1365.70505 1365.04228
20090705 1360.17707 1365.34729 1365.66265 1365.03093
20090706 1360.18080 1365.35103 1365.69512 1365.00682
20090707 1360.21335 1365.38371 1365.73630 1365.03129
20090708 1360.24049 1365.41095 1365.76304 1365.05904
20090709 1360.28571 1365.45634 1365.79847 1365.11410
20090710 1360.27044 1365.44101 1365.78839 1365.09372
20090711 1360.29177 1365.46242 1365.80655  -99.00000
20090712  -99.00000  -99.00000  -99.00000  -99.00000
20090713 1360.27872 1365.44932 1365.79078  -99.00000
20090714 1360.23607 1365.40652 1365.75988 1365.05186
20090715 1360.27672 1365.44732 1365.78321 1365.11302
20090716 1360.27915 1365.44976 1365.77862 1365.12087
20090717 1360.24281 1365.41328 1365.77912 1365.04859
20090718 1360.24658 1365.41706 1365.77203 1365.06281
20090719 1360.25506 1365.42557 1365.77757 1365.07706
20090720 1360.25324 1365.42375 1365.78011 1365.07980
20090721 1360.32621 1365.49700 1365.75624 1365.16655
20090722 1360.26939 1365.43996 1365.75091 1365.12775
20090723 1360.27618 1365.44677 1365.76766 1365.12512
20090724 1360.27444 1365.44503 1365.78740 1365.11008
20090725 1360.38900 1365.56003 1365.81167 1365.23410
20090726 1360.32703 1365.49782 1365.78799 1365.17257
20090727 1360.30012 1365.47081 1365.80299 1365.14289
20090728 1360.35150 1365.52238 1365.79373 1365.19669
20090729 1360.31565 1365.48640  -99.00000 1365.15514
20090730 1360.40506 1365.57615  -99.00000 1365.25159
20090731 1360.32092 1365.49169 1365.82075 1365.15829
20090801 1360.29069 1365.46134 1365.81552 1365.12059
20090802 1360.31943 1365.49019 1365.81370 1365.16240
20090803 1360.34839 1365.51926  -99.00000 1365.18745
20090804 1360.44438 1365.61561  -99.00000 1365.28847
20090805 1360.36123 1365.53215  -99.00000 1365.19666
20090806 1360.39726 1365.56832  -99.00000 1365.23484
20090807 1360.36430 1365.53523  -99.00000 1365.22142
20090808 1360.31018 1365.48090 1365.66899 1365.17291
20090809 1360.24259 1365.41306  -99.00000 1365.08726
20090810 1360.24798 1365.41846  -99.00000 1365.08770
20090811 1360.23007 1365.40049  -99.00000 1365.06755
20090812 1360.36763 1365.53857  -99.00000 1365.21494
20090813 1360.25163 1365.42214 1365.74311 1365.09534
20090814 1360.20583 1365.37616 1365.72724 1365.02610
20090815 1360.21992 1365.39030 1365.71566 1365.06039
20090816 1360.23277 1365.40320 1365.73068 1365.07520
20090817 1360.25636 1365.42688 1365.76284 1365.09062
20090818 1360.26162 1365.43216 1365.78018 1365.08273
20090819 1360.27839 1365.44900 1365.80079 1365.09784
20090820 1360.29297 1365.46363 1365.81196 1365.11108
20090821 1360.30428 1365.47498 1365.78069 1365.14745
20090822 1360.29364 1365.46431 1365.75553 1365.13520
20090823 1360.26528 1365.43583 1365.78004 1365.09161
20090824 1360.29730 1365.46797 1365.80761 1365.12815
20090825 1360.31157 1365.48230  -99.00000 1365.13584
20090826 1360.38964 1365.56066 1365.86357 1365.22063
20090827 1360.40665 1365.57775 1365.88167 1365.23527
20090828 1360.35615 1365.52704 1365.88695 1365.17207
20090829 1360.38838 1365.55940 1365.87583 1365.22590
20090830 1360.29911 1365.46979 1365.83300 1365.10772
20090831 1360.30573 1365.47644 1365.83177 1365.11912
20090901 1360.37395 1365.54492 1365.84719 1365.20971
20090902 1360.32949 1365.50029 1365.84485 1365.15459
20090903 1360.30863 1365.47935 1365.80982 1365.13794
20090904 1360.27291 1365.44349 1365.77040 1365.09626
20090905 1360.30364 1365.47434 1365.78314 1365.13950
20090906 1360.29543 1365.46610 1365.85100 1365.08963
20090907 1360.30925 1365.47997 1365.84471 1365.12195
20090908 1360.32589 1365.49668 1365.84842 1365.13415
20090909 1360.27199 1365.44257 1365.84840 1365.05737
20090910 1360.28967 1365.46031 1365.83815 1365.09330
20090911 1360.31133 1365.48206 1365.83330 1365.12411
20090912 1360.28710 1365.45774 1365.84508 1365.07101
20090913 1360.30438 1365.47509 1365.85391 1365.09669
20090914 1360.29989 1365.47058 1365.88547 1365.05680
20090915 1360.30683 1365.47754 1365.87196 1365.08709
20090916 1360.34271 1365.51355 1365.89113 1365.13977
20090917 1360.32194 1365.49271 1365.89781 1365.09146
20090918 1360.30770 1365.47842 1365.88919 1365.07735
20090919 1360.38791 1365.55893 1365.92307 1365.18067
20090920 1360.35801 1365.52891 1365.91456 1365.12720
20090921 1360.35938 1365.53030 1365.94537 1365.11135
20090922 1360.39708 1365.56813 1365.98949 1365.16100
20090923 1360.40333 1365.57441 1365.96876 1365.18056
20090924 1360.39897 1365.57004 1365.97016 1365.17052
20090925 1360.44719 1365.61843 1366.01053 1365.22679
20090926 1360.45818 1365.62947 1366.01895 1365.24080
20090927 1360.46601 1365.63733 1366.01489 1365.26630
20090928 1360.51775 1365.68926 1366.02469 1365.32281
20090929 1360.47577 1365.64712 1366.03777 1365.28096
20090930 1360.55048 1365.72211 1366.02781 1365.37136
20091001 1360.52149 1365.69302 1365.97931 1365.34587
20091002 1360.40331 1365.57439 1365.97015 1365.17905
20091003 1360.34946 1365.52033 1365.94004 1365.09297
20091004 1360.34189 1365.51274 1365.91635 1365.09726
20091005 1360.31711 1365.48786 1365.88680 1365.08934
20091006 1360.31600 1365.48675 1365.86961 1365.10404
20091007 1360.28588 1365.45651 1365.85352 1365.05987
20091008 1360.29665 1365.46733 1365.85843 1365.07650
20091009 1360.31451 1365.48525 1365.86356 1365.10401
20091010 1360.30852 1365.47924 1365.87257 1365.08832
20091011 1360.35391 1365.52480 1365.91154 1365.13826
20091012 1360.36555 1365.53648 1365.93398 1365.14484
20091013 1360.35939 1365.53030 1365.91253 1365.14619
20091014 1360.35986 1365.53077 1365.89683 1365.15844
20091015 1360.40437 1365.57546 1365.88704 1365.22052
20091016 1360.35573 1365.52663 1365.90007 1365.15314
20091017 1360.37479 1365.54577 1365.90120 1365.18595
20091018 1360.39303 1365.56407 1365.91239 1365.18516
20091019 1360.41847 1365.58960 1365.95634 1365.22041
20091020 1360.43948 1365.61069 1365.97324 1365.24469
20091021 1360.48628 1365.65767 1365.98829 1365.30066
20091022 1360.43184 1365.60303 1365.98021 1365.22073
20091023 1360.50597 1365.67744 1366.01189 1365.30471
20091024 1360.44277 1365.61399 1365.99014 1365.23783
20091025 1360.39353 1365.56457 1365.93252 1365.19657
20091026 1360.33879 1365.50963 1365.89762 1365.12970
20091027 1360.31141 1365.48214 1365.83270 1365.12238
20091028 1360.39950 1365.57057 1365.88278 1365.20418
20091029 1360.35415 1365.52504 1365.90679 1365.14312
20091030 1360.41546 1365.58658 1365.95181 1365.21555
20091031 1360.40873 1365.57983 1365.90555 1365.20704
20091101 1360.40174 1365.57281 1365.89112 1365.19509
20091102 1360.38376 1365.55477 1365.88401 1365.18992
20091103 1360.34927 1365.52014  -99.00000 1365.13975
20091104 1360.42197 1365.59312  -99.00000 1365.21291
20091105 1360.35737 1365.52827 1365.89123 1365.15883
20091106 1360.35608 1365.52698 1365.88294 1365.15086
20091107 1360.34452 1365.51538 1365.90996 1365.13951
20091108 1360.36023 1365.53114 1365.91717 1365.14328
20091109 1360.36173 1365.53265 1365.93490 1365.12362
20091110 1360.38628 1365.55730 1365.95766 1365.16712
20091111 1360.38943 1365.56045 1365.96605 1365.16975
20091112 1360.39858 1365.56964 1365.96213 1365.17677
20091113 1360.38164 1365.55263 1365.95219 1365.15872
20091114 1360.42259 1365.59375 1366.01847 1365.19841
20091115 1360.53548 1365.70706 1366.09639 1365.31914
20091116 1360.58003 1365.75178 1366.09314 1365.38581
20091117 1360.56673 1365.73844 1366.09180 1365.36000
20091118 1360.49729 1365.66872 1366.06250 1365.27999
20091119 1360.48496 1365.65635 1366.01488 1365.30178
20091120 1360.48059 1365.65196 1366.02949 1365.27435
20091121 1360.47221 1365.64355 1366.01663 1365.27055
20091122 1360.50456 1365.67603 1366.04005 1365.31248
20091123 1360.48504 1365.65643 1366.01939 1365.29401
20091124 1360.46029 1365.63159 1366.00956 1365.25346
20091125 1360.46537 1365.63669 1366.00413 1365.26962
20091126 1360.42304 1365.59419 1365.98034 1365.20751
20091127 1360.35132 1365.52220 1365.89786 1365.14653
20091128 1360.32027 1365.49103 1365.87110 1365.11073
20091129 1360.31610 1365.48685 1365.85721 1365.11676
20091130 1360.32529 1365.49607 1365.86093 1365.13179
20091201 1360.31430 1365.48504 1365.87737 1365.09179
20091202 1360.30995 1365.48068 1365.85937 1365.10178
20091203 1360.29021 1365.46085 1365.83861 1365.08295
20091204 1360.29499 1365.46565 1365.85995 1365.07024
20091205 1360.30003 1365.47071 1365.84046 1365.10177
20091206 1360.29779 1365.46847 1365.84588 1365.09045
20091207 1360.30337 1365.47407 1365.85263 1365.09527
20091208 1360.33145 1365.50225 1365.88347 1365.12065
20091209 1360.35006 1365.52094 1365.91104 1365.12992
20091210 1360.38134 1365.55234 1365.92666 1365.17803
20091211 1360.37784 1365.54882 1365.94745 1365.14880
20091212 1360.42268 1365.59383 1365.98299 1365.20383
20091213 1360.46288 1365.63419 1366.02797 1365.23642
20091214 1360.45657 1365.62785 1365.99052 1365.25644
20091215 1360.35269 1365.52358 1365.92981 1365.11536
20091216 1360.33149 1365.50230 1365.89814 1365.10507
20091217 1360.24473 1365.41521 1365.81060 1365.01839
20091218 1360.37817 1365.54915 1365.96242 1365.14781
20091219 1360.48915 1365.66056 1366.05677 1365.26292
20091220 1360.53368 1365.70526 1366.07597 1365.33463
20091221 1360.51226 1365.68375 1366.05278 1365.31490
20091222 1360.48857 1365.65997 1366.02869 1365.29142
20091223 1360.47370 1365.64505 1366.02193 1365.26767
20091224 1360.49800 1365.66944 1366.03245 1365.30695
20091225 1360.43921 1365.61043 1365.98014 1365.24063
20091226 1360.42828 1365.59945 1365.96877 1365.23001
20091227 1360.38935 1365.56037 1365.92705 1365.19376
20091228 1360.32362 1365.49439 1365.88810 1365.09847
20091229 1360.30364 1365.47434 1365.85074 1365.09713
20091230 1360.28437 1365.45500 1365.82262 1365.08730
20091231 1360.19459 1365.36487 1365.72865 1365.00129
20100101 1360.26570 1365.43625 1365.82209 1365.04862
20100102 1360.30548 1365.47619 1365.83941 1365.11316
20100103 1360.38336 1365.55436 1365.91704 1365.19190
20100104 1360.37681 1365.54779 1365.92413 1365.17039
20100105 1360.38693 1365.55795 1365.92180 1365.19414
20100106 1360.37966 1365.55065 1365.92244 1365.17686
20100107 1360.43834 1365.60955 1365.98276 1365.23545
20100108 1360.50293 1365.67438 1366.04376 1365.30442
20100109 1360.54065 1365.71225 1366.07988 1365.34413
20100110 1360.52787 1365.69942 1366.03663 1365.34616
20100111 1360.48769 1365.65909 1365.99082 1365.30972
20100112 1360.33870 1365.50954 1365.86497 1365.14621
20100113 1360.33733 1365.50815 1365.87624 1365.15317
20100114 1360.42641 1365.59758 1365.91331 1365.25247
20100115 1360.50868 1365.68016 1366.04963 1365.30974
20100116 1360.62885 1365.80078 1366.16577 1365.43853
20100117 1360.63640 1365.80836 1366.16216 1365.44718
20100118 1360.53181 1365.70337 1366.08090 1365.31397
20100119 1360.45763 1365.62892 1365.98385 1365.27416
20100120 1360.44451 1365.61575 1365.96802 1365.25407
20100121 1360.47453 1365.64587 1366.00502 1365.29257
20100122 1360.45885 1365.63014 1366.00265 1365.26058
20100123 1360.43490 1365.60610 1365.93611 1365.25919
20100124 1360.45664 1365.62793 1365.93492 1365.28961
20100125 1360.43696 1365.60817 1365.96453 1365.25536
20100126 1360.51299 1365.68449 1365.96693 1365.33056
20100127 1360.48332 1365.65470 1365.96858 1365.30105
20100128 1360.47094 1365.64228 1365.99429 1365.28840
20100129 1360.49505 1365.66647 1366.02736 1365.31344
20100130 1360.52800 1365.69956 1366.05352 1365.34433
20100131 1360.43934 1365.61056 1365.95015 1365.26153
