;        VIRGO(new) Virgo(org) DIARAD(org) PMO6V (org)
20020318 1361.77907 1366.95538 1367.38067 1366.53169
20020319 1361.86495 1367.04159 1367.44668 1366.64465
20020320 1362.02039 1367.19762 1367.60950 1366.79132
20020321 1362.18868 1367.36654 1367.76640 1366.99044
20020322 1362.24753 1367.42562 1367.82446 1367.03748
20020323 1362.17434 1367.35215 1367.73348 1366.97815
20020324 1361.97632 1367.15338 1367.56433 1366.74901
20020325 1361.76455 1366.94080 1367.33794 1366.55544
20020326 1361.74135 1366.91751 1367.33497 1366.50406
20020327 1361.83406 1367.01058 1367.41643 1366.61320
20020328 1361.89779 1367.07455 1367.45716 1366.70982
20020329 1362.02503 1367.20227 1367.62356 1366.78316
20020330 1361.74041 1366.91657 1367.32779 1366.51175
20020331 1361.41367 1366.58859 1367.00226 1366.16933
20020401 1360.92152 1366.09457 1366.56770 1365.60104
20020402 1360.58311 1365.75487 1366.21647 1365.27742
20020403 1360.64497 1365.81696 1366.29067 1365.32142
20020404 1360.98600 1366.15929 1366.62680 1365.67205
20020405 1361.40266 1366.57754 1367.02301 1366.10049
20020406 1361.72076 1366.89684 1367.35277 1366.42585
20020407 1361.88015 1367.05684 1367.49061 1366.61873
20020408 1361.86761 1367.04425 1367.47875 1366.60487
20020409 1361.71979 1366.89588 1367.33061 1366.45601
20020410 1361.64598 1366.82178 1367.24348 1366.39873
20020411 1361.56064 1366.73612 1367.16829 1366.30006
20020412 1361.36390 1366.53864 1366.98841 1366.07497
20020413 1361.24519 1366.41947 1366.86533 1365.96168
20020414 1361.25246 1366.42676 1366.86205 1365.97093
20020415 1361.35374 1366.52843 1366.96433 1366.08644
20020416 1361.41175 1366.58667 1367.03165 1366.13072
20020417 1361.48405 1366.65924 1367.09537 1366.21721
20020418 1361.65858 1366.83443 1367.27039 1366.39280
20020419 1361.68760 1366.86356 1367.31570 1366.39790
20020420 1361.74619 1366.92237 1367.34333 1366.52438
20020421 1361.72430 1366.90040 1367.33140 1366.46649
20020422 1361.63335 1366.80911 1367.24388 1366.36985
20020423 1361.60114 1366.77677 1367.21011 1366.33944
20020424 1361.56621 1366.74171 1367.16905 1366.31304
20020425 1361.64057 1366.81635 1367.25628 1366.37000
20020426 1361.74869 1366.92489 1367.36140 1366.48326
20020427 1361.68701 1366.86297 1367.28374 1366.44275
20020428 1361.70560 1366.88163 1367.30770 1366.45402
20020429 1361.80285 1366.97925 1367.41301 1366.54161
20020430 1361.99106 1367.16817 1367.56804 1366.78392
20020501 1362.09593 1367.27344 1367.70077 1366.84436
20020502 1362.06505 1367.24245 1367.68021 1366.80064
20020503 1361.80194 1366.97833 1367.40344 1366.55227
20020504 1361.57131 1366.74683 1367.16527 1366.32883
20020505 1361.58403 1366.75960 1367.15771 1366.36560
20020506 1361.54632 1366.72174 1367.12581 1366.32051
20020507 1361.49432 1366.66954 1367.08302 1366.25711
20020508 1361.47797 1366.65314 1367.05205 1366.25751
20020509 1361.42216 1366.59711 1367.03732 1366.15390
20020510 1361.34818 1366.52285 1366.91402 1366.12159
20020511 1361.39346 1366.56831 1366.99409 1366.14169
20020512 1361.48688 1366.66208 1367.08130 1366.24281
20020513 1361.57898 1366.75452 1367.18224 1366.32578
20020514 1361.46056 1366.63566 1367.05302 1366.21818
20020515 1361.39118 1366.56601 1366.98332 1366.14864
20020516 1361.39424 1366.56909 1366.98368 1366.15455
20020517 1361.32039 1366.49496 1366.90923 1366.08066
20020518 1361.17258 1366.34659 1366.75658 1365.93667
20020519 1361.09529 1366.26900 1366.71361 1365.81357
20020520 1361.02339 1366.19682 1366.61128 1365.78890
20020521 1361.03215 1366.20562 1366.63712 1365.77475
20020522 1361.13422 1366.30808 1366.72454 1365.89180
20020523 1361.12806 1366.30189 1366.72342 1365.88111
20020524 1361.13623 1366.31009 1366.73821 1365.88346
20020525 1361.24876 1366.42306 1366.84913 1366.01190
20020526 1361.47353 1366.64868 1367.06579 1366.23232
20020527 1361.62838 1366.80411 1367.23737 1366.37384
20020528 1361.75502 1366.93124 1367.34955 1366.51422
20020529 1361.74696 1366.92315 1367.36249 1366.48870
20020530 1361.71304 1366.88910 1367.30240 1366.47710
20020531 1361.62473 1366.80046 1367.23566 1366.37028
20020601 1361.51154 1366.68683 1367.08770 1366.28420
20020602 1361.36833 1366.54308 1366.91227 1366.16528
20020603 1361.23096 1366.40518 1366.84906 1365.97936
20020604 1361.28030 1366.45472 1366.80298 1366.07758
20020605 1361.35833 1366.53304 1366.89252 1366.19616
20020606 1361.63549 1366.81126 1367.15907 1366.43064
20020607 1361.64225 1366.81804 1367.17500 1366.44634
20020608 1361.50580 1366.68106 1367.08827 1366.27401
20020609 1361.44366 1366.61870 1366.98682 1366.24708
20020610 1361.33537 1366.50999 1366.87322 1366.12871
20020611 1361.28411 1366.45853 1366.80260 1366.09287
20020612 1361.41315 1366.58807 1366.91397 1366.23374
20020613 1361.62526 1366.80099 1367.12846 1366.42312
20020614 1361.60785 1366.78351 1367.15964 1366.38344
20020615 1361.51164 1366.68693 1367.07175 1366.30546
20020616 1361.50768 1366.68296 1367.06414 1366.29314
20020617 1361.62797 1366.80371 1367.22256 1366.39188
20020618 1361.68367 1366.85961 1367.26970 1366.45319
20020619 1361.76498 1366.94124 1367.30525 1366.55115
20020620 1361.61178 1366.78745 1367.22502 1366.36651
20020621 1361.54382 1366.71924 1367.09156 1366.37100
20020622 1361.33022 1366.50482 1366.88419 1366.11317
20020623 1361.19029 1366.36436 1366.78689 1365.95304
20020624 1361.16173 1366.33570 1366.73024 1365.93811
20020625 1361.27041 1366.44479 1366.85090 1366.02595
20020626 1361.47546 1366.65061 1367.02730 1366.27677
20020627 1361.69584 1366.87183 1367.23700 1366.48789
20020628 1361.75896 1366.93519 1367.34070 1366.53454
20020629 1361.77374 1366.95002 1367.36328 1366.54699
20020630 1361.76520 1366.94145 1367.33575 1366.54632
20020701 1361.62940 1366.80514 1367.22040 1366.40520
20020702 1361.46820 1366.64333 1367.06246 1366.23842
20020703 1361.51943 1366.69475 1367.10393 1366.29453
20020704 1361.49454 1366.66977 1367.10558 1366.25978
20020705 1361.34139 1366.51604 1366.97153 1366.09932
20020706 1361.31857 1366.49313 1366.91149 1366.09098
20020707 1361.34009 1366.51473 1366.92318 1366.11682
20020708 1361.47437 1366.64952 1367.08165 1366.24613
20020709 1361.61855 1366.79425 1367.22606 1366.37702
20020710 1361.62684 1366.80257 1367.24057 1366.39607
20020711 1361.52644 1366.70179 1367.13107 1366.29866
20020712 1361.21682 1366.39099 1366.81428 1365.99043
20020713 1360.99711 1366.17044 1366.59568 1365.76841
20020714 1360.76016 1365.93260 1366.38552 1365.52518
20020715 1360.56288 1365.73457 1366.16982 1365.33165
20020716 1360.46788 1365.63921 1366.08661 1365.23271
20020717 1360.39185 1365.56288 1365.96282 1365.16983
20020718 1360.44139 1365.61262 1366.00896 1365.22056
20020719 1360.45613 1365.62741 1366.01153 1365.24093
20020720 1360.43451 1365.60571 1366.01422 1365.20971
20020721 1360.50835 1365.67983 1366.08153 1365.28580
20020722 1360.64034 1365.81232 1366.17586 1365.42754
20020723 1360.82356 1365.99624 1366.35981 1365.61100
20020724 1361.01834 1366.19176 1366.52641 1365.81289
20020725 1360.94447 1366.11760 1366.43343 1365.74284
20020726 1360.50242 1365.67387 1365.98916 1365.29886
20020727 1360.31166 1365.48239 1365.78293 1365.11039
20020728 1360.05344 1365.22318 1365.48133 1364.86075
20020729 1359.97075 1365.14018 1365.43869 1364.80456
20020730 1360.33129 1365.50209 1365.86479 1365.11502
20020731 1360.66631 1365.83839 1366.25772 1365.43828
20020801 1361.11917 1366.29297 1366.69477 1365.89632
20020802 1361.45760 1366.63269 1367.02930 1366.23689
20020803 1361.46159 1366.63669 1366.99706 1366.24442
20020804 1361.26688 1366.44124 1366.81381 1366.05036
20020805 1361.30224 1366.47673 1366.82229 1366.09158
20020806 1361.47037 1366.64551 1366.99908 1366.26115
20020807 1361.47818 1366.65334 1367.00688 1366.26546
20020808 1361.30759 1366.48211 1366.87703 1366.07733
20020809 1361.28087 1366.45528 1366.83257 1366.06116
20020810 1361.37659 1366.55136 1366.93953 1366.15498
20020811 1361.51096 1366.68625 1367.07736 1366.28835
20020812 1361.50124 1366.67649 1367.04806 1366.28224
20020813 1361.20258 1366.37669 1366.65675 1365.98872
20020814 1360.65674 1365.82879 1366.17887 1365.43849
20020815 1360.27638 1365.44698 1365.79907 1365.05602
20020816 1359.70475 1364.87317 1365.22324 1364.48201
20020817 1359.29303 1364.45989 1364.81167 1364.06750
20020818 1359.39625 1364.56350 1364.95196 1364.16299
20020819 1360.18173 1365.35197 1365.68043 1364.96268
20020820 1360.96071 1366.13391 1366.51006 1365.67313
20020821 1361.54768 1366.72311 1367.05173 1366.33292
20020822 1361.61109 1366.78676 1367.15131 1366.38907
20020823 1361.40581 1366.58070 1366.94890 1366.18079
20020824 1361.16406 1366.33803 1366.71899 1365.93649
20020825 1361.16177 1366.33573 1366.70235 1365.93163
20020826 1361.28066 1366.45508 1366.84684 1366.05107
20020827 1361.40601 1366.58090 1366.92002 1366.18177
20020828 1361.47027 1366.64541 1367.04349 1366.24405
20020829 1361.50762 1366.68290 1367.10370 1366.27114
20020830 1361.42395 1366.59891 1367.00997 1366.18859
20020831 1361.26967 1366.44405 1366.82918 1366.03578
20020901 1361.22789 1366.40210 1366.82665 1365.98734
20020902 1361.16318 1366.33714 1366.77804 1365.91777
20020903 1361.06682 1366.24042 1366.62699 1365.83075
20020904 1360.93920 1366.11232 1366.51503 1365.70037
20020905 1361.07937 1366.25302 1366.67444 1365.83558
20020906 1361.33777 1366.51240 1366.92928 1366.09516
20020907 1361.78149 1366.95781 1367.38601 1366.53774
20020908 1361.99970 1367.17685 1367.60243 1366.75534
20020909 1361.83188 1367.00839 1367.45130 1366.57779
20020910 1361.38038 1366.55517 1366.98494 1366.13135
20020911 1360.93922 1366.11234 1366.52585 1365.69228
20020912 1360.68954 1365.86171 1366.28327 1365.43898
20020913 1360.78232 1365.95484 1366.40513 1365.52359
20020914 1361.00144 1366.17479 1366.61260 1365.74963
20020915 1361.26266 1366.43700 1366.85375 1366.01384
20020916 1361.50056 1366.67581 1367.08921 1366.25300
20020917 1361.53328 1366.70866 1367.24245 1366.20821
20020918 1361.50600 1366.68127 1367.19930 1366.22767
20020919 1361.31929 1366.49385 1367.00955 1366.04041
20020920 1361.08636 1366.26004 1366.77004 1365.80777
20020921 1360.98027 1366.15354 1366.62688 1365.70449
20020922 1361.13047 1366.30431 1366.74602 1365.87058
20020923 1361.17466 1366.34867 1366.78314 1365.91614
20020924 1361.21712 1366.39130 1366.85541 1365.94901
20020925 1361.38534 1366.56015 1367.04017 1366.10421
20020926 1361.48709 1366.66228 1367.14808 1366.17585
20020927 1361.59592 1366.77153 1367.25651 1366.27289
20020928 1361.58565 1366.76123 1367.25838 1366.30489
20020929 1361.49768 1366.67292 1367.14592 1366.22377
20020930 1361.40976 1366.58466 1367.04007 1366.13984
20021001 1361.36224 1366.53696 1366.99086 1366.09098
20021002 1361.30621 1366.48072 1366.94130 1366.03365
20021003 1361.44259 1366.61762 1367.09804 1366.16273
20021004 1361.48938 1366.66459 1367.11140 1366.22156
20021005 1361.52369 1366.69903 1367.13518 1366.25959
20021006 1361.49604 1366.67128 1367.10135 1366.23849
20021007 1361.34671 1366.52138 1366.98589 1366.06671
20021008 1361.31613 1366.49068 1366.95394 1366.03921
20021009 1361.25181 1366.42611 1366.90908 1365.96584
20021010 1361.22830 1366.40252 1366.87766 1365.94066
20021011 1361.26971 1366.44408 1366.88576 1366.00340
20021012 1361.30150 1366.47599 1366.92572 1366.02931
20021013 1361.42350 1366.59845 1367.03661 1366.15685
20021014 1361.50759 1366.68287 1367.11658 1366.24308
20021015 1361.41604 1366.59097 1367.03761 1366.14487
20021016 1361.33028 1366.50488 1366.95131 1366.05873
20021017 1361.31449 1366.48903 1366.95479 1366.02947
20021018 1361.42747 1366.60244 1367.09295 1366.13740
20021019 1361.55723 1366.73270 1367.18891 1366.28133
20021020 1361.49837 1366.67361 1367.12245 1366.22821
20021021 1361.27154 1366.44592 1366.92937 1365.97933
20021022 1361.03341 1366.20688 1366.64902 1365.76314
20021023 1360.89651 1366.06947 1366.48723 1365.62355
20021024 1360.75388 1365.92629 1366.37782 1365.47036
20021025 1360.76443 1365.93688 1366.38368 1365.49051
20021026 1360.94897 1366.12213 1366.55838 1365.68209
20021027 1361.22009 1366.39427 1366.82387 1365.96177
20021028 1361.44682 1366.62187 1367.05098 1366.18658
20021029 1361.71519 1366.89125 1367.32647 1366.45233
20021030 1361.79137 1366.96772 1367.38955 1366.53200
20021031 1361.73671 1366.91285 1367.35668 1366.46854
20021101 1361.55115 1366.72659 1367.18655 1366.27119
20021102 1361.37798 1366.55276 1367.04687 1366.07311
20021103 1361.29826 1366.47274 1366.92560 1366.02232
20021104 1361.20006 1366.37416 1366.83438 1365.91834
20021105 1360.88867 1366.06159 1366.49820 1365.62336
20021106 1360.81788 1365.99053 1366.43969 1365.53807
20021107 1360.87221 1366.04507 1366.49695 1365.59536
20021108 1361.13970 1366.31357 1366.73995 1365.88935
20021109 1361.56156 1366.73705 1367.20943 1366.29973
20021110 1361.85535 1367.03195 1367.46494 1366.60697
20021111 1361.83977 1367.01631 1367.46790 1366.56671
20021112 1361.61450 1366.79018 1367.23954 1366.34232
20021113 1361.20556 1366.37969 1366.84993 1365.91365
20021114 1361.08016 1366.25382 1366.67261 1365.78740
20021115 1360.97521 1366.14846 1366.59333 1365.70428
20021116 1361.09248 1366.26618 1366.68554 1365.86004
20021117 1361.19172 1366.36580 1366.80049 1365.92212
20021118 1361.18072 1366.35475 1366.79691 1365.90987
20021119 1361.07779 1366.25144 1366.68539 1365.81737
20021120 1360.91703 1366.09006 1366.48876 1365.65306
20021121 1360.76019 1365.93262 1366.35130 1365.50638
20021122 1360.78770 1365.96024 1366.40924 1365.51141
20021123 1360.99299 1366.16631 1366.62534 1365.70893
20021124 1361.40254 1366.57742 1367.03329 1366.14043
20021125 1361.72309 1366.89918 1367.34903 1366.44839
20021126 1361.87101 1367.04767 1367.47799 1366.62134
20021127 1361.83643 1367.01296 1367.40127 1366.58297
20021128 1361.67164 1366.84754 1367.27897 1366.41538
20021129 1361.65009 1366.82591 1367.23826 1366.41047
20021130 1361.63025 1366.80599 1367.23075 1366.38173
20021201 1361.65843 1366.83428 1367.26513 1366.40297
20021202 1361.68417 1366.86012 1367.27985 1366.43889
20021203 1361.75137 1366.92757 1367.35392 1366.49900
20021204 1361.67587 1366.85179 1367.28893 1366.41280
20021205 1361.68108 1366.85702 1367.29907 1366.41214
20021206 1361.76709 1366.94336 1367.36573 1366.52539
20021207 1361.97563 1367.15268 1367.60050 1366.72148
20021208 1362.19166 1367.36954 1367.78514 1366.95522
20021209 1362.14566 1367.32336 1367.76096 1366.88310
20021210 1361.98085 1367.15792 1367.57789 1366.73830
20021211 1361.87061 1367.04727 1367.48095 1366.61139
20021212 1361.97303 1367.15008 1367.52501 1366.75193
20021213 1362.06402 1367.24141 1367.67152 1366.80929
20021214 1362.10383 1367.28137 1367.71463 1366.84534
20021215 1361.84625 1367.02282 1367.44921 1366.59476
20021216 1361.30401 1366.47851 1366.91670 1366.01995
20021217 1360.92998 1366.10306 1366.52199 1365.68356
20021218 1360.80326 1365.97586 1366.39211 1365.55941
20021219 1360.80366 1365.97626 1366.39431 1365.57637
20021220 1361.08945 1366.26314 1366.68918 1365.83472
20021221 1361.47153 1366.64667 1367.06937 1366.22211
20021222 1361.81217 1366.98860 1367.39079 1366.58857
20021223 1362.07711 1367.25455 1367.67819 1366.82859
20021224 1362.07070 1367.24811 1367.66806 1366.82645
20021225 1361.82634 1367.00283 1367.42016 1366.58418
20021226 1361.71678 1366.89285 1367.31193 1366.46855
20021227 1361.68490 1366.86085 1367.27067 1366.45111
20021228 1361.67577 1366.85169 1367.24881 1366.44953
20021229 1361.64354 1366.81933 1367.22319 1366.41661
20021230 1361.65293 1366.82876 1367.24126 1366.41517
20021231 1361.69567 1366.87166 1367.27511 1366.46930
20030101 1361.74953 1366.92572 1367.32479 1366.52543
20030102 1361.82815 1367.00464 1367.41058 1366.60289
20030103 1361.80781 1366.98423 1367.38896 1366.57867
20030104 1361.58893 1366.76452 1367.18280 1366.34350
20030105 1361.48316 1366.65834 1367.05059 1366.25772
20030106 1361.39499 1366.56984 1366.95281 1366.21366
20030107 1361.32178 1366.49635 1366.85967 1366.09570
20030108 1361.29952 1366.47401 1366.88560 1366.06082
20030109 1361.46085 1366.63595 1367.03253 1366.24144
20030110 1361.59681 1366.77242 1367.12732 1366.38487
20030111 1361.57161 1366.74713 1367.13314 1366.36539
20030112 1361.59825 1366.77387 1367.17810 1366.36945
20030113 1361.52368 1366.69902 1367.07777 1366.32621
20030114 1361.45476 1366.62984 1367.01922 1366.24376
20030115 1361.55213 1366.72757 1367.10923 1366.34735
20030116 1361.64782 1366.82363 1367.21203 1366.44473
20030117 1361.75982 1366.93606 1367.32586 1366.54920
20030118 1361.82722 1367.00371 1367.38461 1366.62801
20030119 1361.81523 1366.99168 1367.38347 1366.60221
20030120 1361.76008 1366.93632 1367.32832 1366.54648
20030121 1361.67502 1366.85093 1367.22654 1366.47407
20030122 1361.60976 1366.78543 1367.15639 1366.42202
20030123 1361.38436 1366.55916 1366.93620 1366.17592
20030124 1361.23094 1366.40516 1366.80607 1366.00795
20030125 1361.13740 1366.31127 1366.70042 1365.92464
20030126 1361.16388 1366.33785 1366.73462 1365.94347
20030127 1361.30792 1366.48244 1366.87631 1366.09090
20030128 1361.43387 1366.60887 1367.00283 1366.21585
20030129 1361.59459 1366.77019 1367.14692 1366.39891
20030130 1361.69909 1366.87510 1367.26893 1366.48202
20030131 1361.66241 1366.83828 1367.24188 1366.43278
20030201 1361.53766 1366.71305 1367.12407 1366.29817
20030202 1361.38069 1366.55548 1366.96819 1366.13274
20030203 1361.25891 1366.43324 1366.82567 1366.04172
20030204 1361.33889 1366.51352 1366.90263 1366.12614
20030205 1361.61848 1366.79418 1367.17261 1366.38934
20030206 1361.77100 1366.94727 1367.34126 1366.55344
20030207 1361.85640 1367.03300 1367.43437 1366.63068
20030208 1361.81194 1366.98837 1367.38862 1366.58667
20030209 1361.73854 1366.91469 1367.31989 1366.50680
20030210 1361.77640 1366.95270 1367.34274 1366.56357
20030211 1361.83622 1367.01274 1367.40603 1366.62533
20030212 1361.89777 1367.07453 1367.48453 1366.66067
20030213 1361.94984 1367.12680 1367.53825 1366.71119
20030214 1361.91490 1367.09172 1367.49462 1366.68421
20030215 1361.84862 1367.02519 1367.41994 1366.62993
20030216 1361.76071 1366.93695 1367.31784 1366.55645
20030217 1361.58940 1366.76499 1367.18657 1366.34844
20030218 1361.53133 1366.70669 1367.10852 1366.30291
20030219 1361.37722 1366.55200 1366.94499 1366.14824
20030220 1361.06657 1366.24017 1366.59117 1365.83911
20030221 1360.85188 1366.02466 1366.41890 1365.63002
20030222 1360.84301 1366.01576 1366.42381 1365.60482
20030223 1360.96320 1366.13641 1366.54844 1365.72332
20030224 1361.21184 1366.38599 1366.78978 1365.97258
20030225 1361.37626 1366.55104 1366.94740 1366.15412
20030226 1361.47359 1366.64874 1367.02022 1366.26194
20030227 1361.42797 1366.60295 1366.99645 1366.20951
20030228 1361.38850 1366.56332 1366.96468 1366.16270
20030301 1361.45240 1366.62747 1367.01653 1366.23903
20030302 1361.44506 1366.62009 1367.01855 1366.22110
20030303 1361.34850 1366.52317 1366.92107 1366.12482
20030304 1361.30704 1366.48156 1366.86838 1366.09547
20030305 1361.26838 1366.44274 1366.84835 1366.03278
20030306 1361.34547 1366.52013 1366.92033 1366.11936
20030307 1361.30108 1366.47557 1366.87049 1366.08059
20030308 1361.27042 1366.44479 1366.83463 1366.05527
20030309 1361.30049 1366.47498 1366.86571 1366.08445
20030310 1361.31412 1366.48866 1366.87600 1366.10177
20030311 1361.17423 1366.34824 1366.73119 1365.96604
20030312 1360.93718 1366.11029 1366.51952 1365.70002
20030313 1360.72284 1365.89513 1366.28951 1365.50071
20030314 1360.52807 1365.69963 1366.08709 1365.31254
20030315 1360.39561 1365.56666 1365.98429 1365.14719
20030316 1360.40422 1365.57530 1365.98240 1365.16710
20030317 1360.68156 1365.85369 1366.20869 1365.49702
20030318 1360.93417 1366.10726 1366.48520 1365.73037
20030319 1361.11489 1366.28867 1366.68511 1365.89990
20030320 1361.11539 1366.28917 1366.67984 1365.89856
20030321 1361.06310 1366.23669 1366.62317 1365.85059
20030322 1361.04704 1366.22057 1366.61048 1365.83078
20030323 1361.11981 1366.29361 1366.68066 1365.90675
20030324 1361.21189 1366.38604 1366.75255 1366.02389
20030325 1361.25178 1366.42608 1366.81046 1366.04219
20030326 1361.09423 1366.26793 1366.65151 1365.88048
20030327 1360.76004 1365.93248 1366.31790 1365.54742
20030328 1360.74196 1365.91432 1366.29558 1365.53368
20030329 1360.70313 1365.87535 1366.25544 1365.49594
20030330 1360.69972 1365.87192 1366.23529 1365.50614
20030331 1360.77872 1365.95123 1366.31713 1365.58686
20030401 1360.90548 1366.07847 1366.46628 1365.69082
20030402 1361.06042 1366.23400 1366.63684 1365.83038
20030403 1361.09331 1366.26701 1366.65961 1365.87425
20030404 1361.14512 1366.31902 1366.74446 1365.91116
20030405 1361.19873 1366.37283 1366.76514 1365.98033
20030406 1361.16669 1366.34067 1366.75792 1365.92169
20030407 1361.08166 1366.25532 1366.68047 1365.82719
20030408 1360.95579 1366.12897 1366.53651 1365.70440
20030409 1360.95254 1366.12571 1366.42597 1365.79232
20030410 1360.80628 1365.97889 1366.35690 1365.60143
20030411 1360.84764 1366.02041 1366.41062 1365.63006
20030412 1360.93238 1366.10547 1366.48060 1365.73097
20030413 1361.09148 1366.26517 1366.63599 1365.89516
20030414 1361.17618 1366.35019 1366.73725 1365.96316
20030415 1361.21124 1366.38539 1366.78321 1365.98707
20030416 1361.21595 1366.39012 1366.78277 1365.99721
20030417 1361.18100 1366.35504 1366.74658 1365.96329
20030418 1361.21301 1366.38716 1366.76807 1366.00644
20030419 1361.23829 1366.41255 1366.81261 1366.01699
20030420 1361.27598 1366.45037 1366.84954 1366.05213
20030421 1361.29206 1366.46652 1366.84865 1366.08370
20030422 1361.28651 1366.46095 1366.84027 1366.08176
20030423 1361.15483 1366.32876 1366.67101 1365.95835
20030424 1361.22624 1366.40045 1366.74588 1366.03792
20030425 1361.11511 1366.28889 1366.67715 1365.90193
20030426 1361.09312 1366.26682 1366.63456 1365.89939
20030427 1360.87139 1366.04425 1366.41445 1365.67572
20030428 1360.74122 1365.91359 1366.28713 1365.54025
20030429 1360.56352 1365.73521 1366.13661 1365.33346
20030430 1360.22172 1365.39211 1365.80506 1364.97860
20030501 1359.98695 1365.15644 1365.54950 1364.75812
20030502 1360.12347 1365.29348 1365.70241 1364.89372
20030503 1360.40342 1365.57450 1365.93817 1365.20515
20030504 1360.51271 1365.68421 1366.09808 1365.27740
20030505 1360.71765 1365.88993 1366.29363 1365.48554
20030506 1360.92368 1366.09674 1366.50373 1365.70043
20030507 1360.93076 1366.10384 1366.49691 1365.71122
20030508 1360.87590 1366.04878 1366.42628 1365.67140
20030509 1360.89969 1366.07265 1366.47959 1365.67072
20030510 1361.03413 1366.20761 1366.59068 1365.82229
20030511 1361.09455 1366.26826 1366.64169 1365.89502
20030512 1361.14923 1366.32314 1366.68722 1365.96108
20030513 1361.07887 1366.25252 1366.61959 1365.88057
20030514 1361.02598 1366.19943 1366.58152 1365.80568
20030515 1361.16346 1366.33742 1366.71575 1365.95940
20030516 1361.24870 1366.42300 1366.79558 1366.05049
20030517 1361.36658 1366.54133 1366.92528 1366.16386
20030518 1361.46415 1366.63926 1366.99173 1366.27413
20030519 1361.45171 1366.62678 1367.01290 1366.23681
20030520 1361.47592 1366.65107 1367.01343 1366.28169
20030521 1361.52429 1366.69963 1367.06725 1366.32673
20030522 1361.60734 1366.78300 1367.16624 1366.39958
20030523 1361.67525 1366.85116 1367.23397 1366.46817
20030524 1361.59620 1366.77181 1367.16981 1366.37308
20030525 1361.41333 1366.58824 1366.96302 1366.20882
20030526 1361.20065 1366.37476 1366.75016 1365.99930
20030527 1360.93352 1366.10661 1366.48355 1365.72953
20030528 1360.74475 1365.91712 1366.23625 1365.55325
20030529 1360.86824 1366.04109 1366.39976 1365.68304
20030530 1361.05428 1366.22783 1366.62271 1365.83195
20030531 1361.21206 1366.38622 1366.72918 1366.03925
20030601 1361.16728 1366.34126 1366.71554 1365.96687
20030602 1361.05607 1366.22963 1366.60032 1365.85901
20030603 1360.89706 1366.07002 1366.43666 1365.71162
20030604 1360.79875 1365.97133 1366.37415 1365.54717
20030605 1360.71403 1365.88629 1366.25639 1365.50687
20030606 1360.44049 1365.61171 1365.98617 1365.23711
20030607 1360.28430 1365.45493 1365.83698 1365.07231
20030608 1360.00922 1365.17880 1365.55525 1364.80209
20030609 1359.72691 1364.89542 1365.25856 1364.53277
20030610 1359.75800 1364.92663 1365.27990 1364.57443
20030611 1360.09191 1365.26181 1365.61855 1364.90591
20030612 1360.60072 1365.77255 1366.12567 1365.42498
20030613 1360.93370 1366.10679 1366.46977 1365.74418
20030614 1361.24443 1366.41871 1366.77414 1366.06198
20030615 1361.39958 1366.57444 1366.94134 1366.20766
20030616 1361.47751 1366.65268 1367.03358 1366.27142
20030617 1361.49341 1366.66863 1367.04868 1366.28827
20030618 1361.37980 1366.55459 1366.91660 1366.19279
20030619 1361.15988 1366.33383 1366.67186 1365.97860
20030620 1360.91819 1366.09122 1366.44814 1365.73462
20030621 1360.81523 1365.98787 1366.35453 1365.62151
20030622 1360.90602 1366.07901 1366.44088 1365.71373
20030623 1361.00246 1366.17581 1366.53566 1365.81619
20030624 1361.01666 1366.19007 1366.56265 1365.82141
20030625 1361.07295 1366.24657 1366.58369 1365.88888
20030626 1361.05954 1366.23311 1366.61772 1365.85325
20030627 1361.14639 1366.32029 1366.66989 1365.95963
20030628 1361.10001 1366.27374 1366.61078 1365.91631
20030629 1361.00879 1366.18217  -99.00000 1365.79586
20030630 1360.89133 1366.06426  -99.00000 1365.67405
20030701  -99.00000  -99.00000  -99.00000  -99.00000
20030702  -99.00000  -99.00000  -99.00000  -99.00000
20030703 1360.58808 1365.75986 1366.07263 1365.42631
20030704 1360.29546 1365.46613  -99.00000 1365.10991
20030705 1360.25104 1365.42154  -99.00000 1365.03616
20030706 1360.49356 1365.66498 1365.96841 1365.30222
20030707 1360.98704 1366.16033  -99.00000 1365.78597
20030708 1361.27881 1366.45322 1366.81723 1366.05773
20030709 1361.48979 1366.66500 1367.03754 1366.28658
20030710 1361.48941 1366.66462  -99.00000 1366.36543
20030711 1361.27704 1366.45144 1366.81042 1366.09273
20030712 1361.29375 1366.46821 1366.83153 1366.10790
20030713 1361.30207 1366.47657 1366.86616 1366.08631
20030714 1361.33882 1366.51346 1366.86495 1366.15358
20030715 1361.29855 1366.47303 1366.84183 1366.09972
20030716 1361.14220 1366.31609 1366.68511 1365.94797
20030717 1360.91883 1366.09187 1366.45592 1365.72277
20030718 1360.76371 1365.93616 1366.29841 1365.57600
20030719 1360.38606 1365.55708 1365.93325 1365.18084
20030720 1360.07572 1365.24556 1365.62355 1364.86530
20030721 1360.26742 1365.43798 1365.81194 1365.06432
20030722 1360.72413 1365.89643 1366.26851 1365.52852
20030723 1361.18898 1366.36304 1366.73564 1365.99474
20030724 1361.32895 1366.50355 1366.88755 1366.10093
20030725 1361.33001 1366.50461 1366.88623 1366.11371
20030726 1361.35343 1366.52813 1366.89509 1366.18215
20030727 1361.33113 1366.50574 1366.88602 1366.11786
20030728 1361.21815 1366.39232 1366.78934 1365.99832
