;        VIRGO(new) Virgo(org) DIARAD(org) PMO6V (org)
20010512 1360.83674 1365.91724 1366.25891 1365.57813
20010513 1360.74784 1365.82800 1366.16577 1365.49805
20010514 1360.82810 1365.90857 1366.25854 1365.54639
20010515 1361.03303 1366.11426 1366.44788 1365.79724
20010516 1361.29766 1366.37988 1366.71204 1366.05957
20010517 1361.54552 1366.62866 1366.95593 1366.31946
20010518 1361.69328 1366.77698 1367.10547 1366.46338
20010519 1361.69121 1366.77490 1367.10510 1366.45520
20010520 1361.63442 1366.71790 1367.04993 1366.39233
20010521 1361.49335 1366.57629 1366.90588 1366.25537
20010522 1361.25875 1366.34082 1366.67383 1366.01086
20010523 1360.94315 1366.02405 1366.34680 1365.71545
20010524 1360.85535 1365.93591 1366.26172 1365.62036
20010525 1360.98475 1366.06580 1366.39563 1365.74573
20010526 1361.22555 1366.30750 1366.62903 1366.00012
20010527 1361.53615 1366.61926 1366.93970 1366.31421
20010528 1361.82451 1366.90869 1367.23938 1366.58203
20010529 1361.97227 1367.05701 1367.38538 1366.73462
20010530 1361.93335 1367.01794 1367.34180 1366.70459
20010531 1361.81320 1366.89734 1367.22119 1366.58337
20010601 1361.73111 1366.81494 1367.14746 1366.48303
20010602 1361.67066 1366.75427 1367.07886 1366.43787
20010603 1361.50830 1366.59131 1366.91736 1366.31116
20010604 1361.27079 1366.35291 1366.68555 1366.02356
20010605 1361.23515 1366.31714 1366.64868 1365.98657
20010606 1361.32856 1366.41089 1366.72681 1366.11060
20010607 1361.26361 1366.34570 1366.67725 1366.01501
20010608 1360.88539 1365.96606 1366.30066 1365.62927
20010609 1360.46253 1365.54163 1365.87939 1365.19861
20010610 1360.54827 1365.62769 1365.95313 1365.30798
20010611 1360.87894 1365.95959 1366.29248 1365.62561
20010612 1361.31104 1366.39331 1366.70789 1366.09424
20010613 1361.47924 1366.56213 1366.91199 1366.19678
20010614 1361.50198 1366.58496 1366.92114 1366.24927
20010615 1361.52472 1366.60779 1366.92444 1366.30359
20010616 1361.20439 1366.28625 1366.61670 1365.95422
20010617 1360.90667 1365.98743 1366.32458 1365.64587
20010618 1360.67937 1365.75928 1366.09900 1365.41260
20010619 1360.55058 1365.63000 1365.96594 1365.28979
20010620 1360.53136 1365.61072 1365.94763 1365.26880
20010621 1360.76596 1365.84619 1366.18921 1365.49402
20010622 1361.22652 1366.30847 1366.65356 1365.95313
20010623 1361.54260 1366.62573 1366.97485 1366.26428
20010624 1361.70228 1366.78601 1367.12793 1366.43384
20010625 1361.72223 1366.80603 1367.15039 1366.45300
20010626 1361.55549 1366.63867 1366.98145 1366.28894
20010627 1361.56315 1366.64636 1366.97900 1366.31274
20010628 1361.62031 1366.70374 1367.04175 1366.36230
20010629 1361.68282 1366.76648 1367.10266 1366.42798
20010630 1361.75750 1366.84143 1367.17651 1366.50488
20010701 1361.95719 1367.04187 1367.37781 1366.70447
20010702 1362.15907 1367.24451 1367.55969 1366.93701
20010703 1362.06397 1367.14905 1367.52307 1366.75879
20010704 1361.91195 1366.99646 1367.33533 1366.65955
20010705 1361.73427 1366.81812 1367.15405 1366.48157
20010706 1361.60803 1366.69141 1367.04395 1366.33301
20010707 1361.50891 1366.59192 1366.91565 1366.27112
20010708 1361.40578 1366.48840 1366.81677 1366.16162
20010709 1361.43010 1366.51282 1366.83179 1366.19788
20010710 1361.63077 1366.71423 1367.02283 1366.41187
20010711 1361.82134 1366.90552 1367.21204 1366.60522
20010712 1361.85710 1366.94141 1367.25952 1366.62659
20010713 1361.77124 1366.85522 1367.18677 1366.52429
20010714 1361.52193 1366.60498 1366.94543 1366.26538
20010715 1361.29292 1366.37512 1366.71777 1366.03149
20010716 1361.13348 1366.21509 1366.55322 1365.87683
20010717 1361.21959 1366.30151 1366.61523 1365.99072
20010718 1361.39617 1366.47876 1366.78979 1366.17114
20010719 1361.53615 1366.61926 1366.95056 1366.28870
20010720 1361.51803 1366.60107 1366.93408 1366.26855
20010721 1361.42682 1366.50952 1366.84070 1366.17896
20010722 1361.36115 1366.44360 1366.76306 1366.12585
20010723 1361.39082 1366.47339 1366.79468 1366.15369
20010724 1361.40384 1366.48645 1366.82153 1366.17175
20010725 1361.42706 1366.50977 1366.85791 1366.16064
20010726 1361.46477 1366.54761 1366.90039 1366.19385
20010727 1361.57775 1366.66101 1366.98499 1366.33801
20010728 1361.67577 1366.75940 1367.03992 1366.43848
20010729 1361.77233 1366.85632  -99.00000 1366.53809
20010730 1361.67261 1366.75623 1367.10583 1366.40588
20010731 1361.67492 1366.75854 1367.07593 1366.44226
20010801 1361.60633 1366.68970 1367.01782 1366.36194
20010802 1361.48702 1366.56995 1366.92542 1366.21362
20010803 1361.32503 1366.40735 1366.76245 1366.04211
20010804 1360.92090 1366.00171 1366.35657 1365.64624
20010805 1360.71573 1365.79578 1366.14709 1365.44385
20010806 1360.82592 1365.90637 1366.24377 1365.56885
20010807 1360.92722 1366.00806 1366.33997 1365.67639
20010808 1361.19076 1366.27258 1366.62500 1365.91980
20010809 1361.40761 1366.49023 1366.84241 1366.13782
20010810 1361.45273 1366.53552 1366.88831 1366.18274
20010811 1361.05735 1366.13867 1366.49585 1365.78137
20010812 1361.04239 1366.12366 1366.49023 1365.75684
20010813 1361.20609 1366.28796 1366.64001 1365.93689
20010814 1361.50234 1366.58533 1366.92578 1366.24487
20010815 1361.69924 1366.78296 1367.11353 1366.45227
20010816 1361.83898 1366.92322 1367.27393 1366.57275
20010817 1361.96558 1367.05029 1367.39050 1366.71021
20010818 1361.69292 1366.77661 1367.11584 1366.43738
20010819 1361.38669 1366.46924 1366.80957 1366.12903
20010820 1361.16790 1366.24963 1366.59204 1365.90735
20010821 1361.11402 1366.19556 1366.53015 1365.86072
20010822 1361.20998 1366.29187 1366.63196 1365.95178
20010823 1361.42670 1366.50940 1366.86609 1366.15210
20010824 1361.55719 1366.64038 1366.99048 1366.28979
20010825 1361.49541 1366.57837 1366.91846 1366.23804
20010826 1361.34315 1366.42554 1366.76819 1366.08313
20010827 1361.26264 1366.34473 1366.69299 1365.99695
20010828 1361.27006 1366.35217 1366.70508 1366.00000
20010829 1361.21460 1366.29651 1366.63562 1365.95691
20010830 1361.03899 1366.12024 1366.46411 1365.77625
20010831 1360.99435 1366.07544 1366.42053 1365.73035
20010901 1361.01247 1366.09363 1366.42493 1365.76086
20010902 1360.97271 1366.05371 1366.38379 1365.72302
20010903 1360.97210 1366.05310 1366.38916 1365.71606
20010904 1361.04142 1366.12268 1366.43298 1365.80859
20010905 1361.08982 1366.17126 1366.51709 1365.82507
20010906 1361.32710 1366.40942 1366.75049 1366.06738
20010907 1361.39739 1366.47998 1366.81982 1366.13904
20010908 1361.19113 1366.27295 1366.58984 1365.95215
20010909 1360.77921 1365.85950 1366.19824 1365.51929
20010910 1360.45340 1365.53247 1365.86743 1365.19543
20010911 1360.55362 1365.63306 1365.93201 1365.30957
20010912 1360.78359 1365.86389 1366.18799 1365.53625
20010913 1361.12789 1366.20947 1366.56543 1365.85388
20010914 1361.43363 1366.51636 1366.84021 1366.18848
20010915 1361.71432 1366.79810 1367.13782 1366.45654
20010916 1361.81903 1366.90320 1367.23926 1366.56726
20010917 1361.79605 1366.88013 1367.21765 1366.53418
20010918 1361.57592 1366.65918 1366.99561 1366.31091
20010919 1361.45637 1366.53918 1366.86218 1366.21143
20010920 1361.30253 1366.38477 1366.70996 1366.05518
20010921 1361.11731 1366.19885 1366.52026 1365.89050
20010922 1360.82020 1365.90063 1366.23450 1365.55286
20010923 1360.64994 1365.72974 1366.07458 1365.38318
20010924 1360.43565 1365.51465 1365.88733 1365.14465
20010925 1360.39515 1365.47400 1365.81360 1365.13184
20010926 1360.58876 1365.66833 1366.02515 1365.31177
20010927 1360.77143 1365.85168 1366.19360 1365.51233
20010928 1360.97490 1366.05591 1366.41296 1365.68140
20010929 1361.16158 1366.24329 1366.63269 1365.85925
20010930 1361.33366 1366.41602 1366.75928 1366.07019
20011001 1361.47790 1366.56079 1366.90894 1366.21094
20011002 1361.66324 1366.74683 1367.16272 1366.34241
20011003 1362.01155 1367.09644 1367.48743 1366.71118
20011004 1362.35609 1367.44226 1367.82410 1367.06458
20011005 1362.47479 1367.56140 1367.93201 1367.19189
20011006 1362.26257 1367.34839 1367.75391 1366.95117
20011007 1362.07394 1367.15906 1367.55957 1366.76855
20011008 1361.93591 1367.02051 1367.40613 1366.63513
20011009 1362.03162 1367.11658 1367.50037 1366.73706
20011010 1362.16673 1367.25220 1367.64526 1366.86511
20011011 1362.21234 1367.29797 1367.65405 1366.94080
20011012 1362.11578 1367.20105 1367.57947 1366.82178
20011013 1361.87096 1366.95532 1367.33984 1366.57483
20011014 1361.55087 1366.63403 1367.03076 1366.24365
20011015 1361.38389 1366.46643 1366.87695 1366.06458
20011016 1361.30946 1366.39172 1366.78979 1365.97644
20011017 1361.27991 1366.36206 1366.74878 1365.97937
20011018 1361.31700 1366.39929 1366.78735 1366.01550
20011019 1361.43923 1366.52197 1366.89294 1366.15198
20011020 1361.56607 1366.64929 1367.01746 1366.28149
20011021 1361.62031 1366.70374 1367.06689 1366.34570
20011022 1361.66750 1366.75110 1367.13367 1366.37329
20011023 1361.77963 1366.86365 1367.21912 1366.50537
20011024 1361.79143 1366.87549 1367.23132 1366.51721
20011025 1361.62664 1366.71008 1367.07629 1366.34338
20011026 1361.36346 1366.44592 1366.81775 1366.07458
20011027 1361.20074 1366.28259 1366.65723 1365.90881
20011028 1360.97040 1366.05139 1366.42395 1365.67932
20011029 1360.69457 1365.77454 1366.15430 1365.39661
20011030 1360.59144 1365.67102 1366.00916 1365.32678
20011031 1360.65286 1365.73267 1366.08472 1365.37695
20011101 1360.83504 1365.91553 1366.26587 1365.56274
20011102 1360.99095 1366.07202 1366.43030 1365.71106
20011103 1361.15160 1366.23328 1366.58154 1365.88037
20011104 1361.38061 1366.46313 1366.83008 1366.09521
20011105 1361.55926 1366.64246 1366.99963 1366.28235
20011106 1361.55148 1366.63464 1367.01318 1366.25720
20011107 1361.43655 1366.51929 1366.90149 1366.13879
20011108 1360.98462 1366.06567 1366.43726 1365.69385
20011109 1360.59424 1365.67383 1366.03931 1365.30688
20011110 1360.58171 1365.66125 1366.06519 1365.26343
20011111 1360.97149 1366.05249 1366.41040 1365.69312
20011112 1361.18201 1366.26379 1366.64502 1365.88428
20011113 1361.42816 1366.51086 1366.87830 1366.14233
20011114 1361.70593 1366.78967 1367.18286 1366.40051
20011115 1361.82110 1366.90527 1367.29675 1366.51758
20011116 1361.78194 1366.86597 1367.21716 1366.51038
20011117 1361.47632 1366.55920 1366.93921 1366.18066
20011118 1361.34400 1366.42639 1366.81055 1366.04456
20011119 1361.34765 1366.43005 1366.80383 1366.05652
20011120 1361.42609 1366.50879 1366.91162 1366.11194
20011121 1361.78401 1366.86804 1367.24329 1366.49377
20011122 1361.99635 1367.08118 1367.45386 1366.70837
20011123 1362.04415 1367.12915 1367.50037 1366.75598
20011124 1362.11809 1367.20337 1367.57251 1366.83350
20011125 1362.10276 1367.18799 1367.53394 1366.83667
20011126 1361.92387 1367.00842 1367.39905 1366.62170
20011127 1361.67309 1366.75671 1367.13293 1366.38135
20011128 1361.40712 1366.48975 1366.83765 1366.13684
20011129 1361.18529 1366.26709 1366.61450 1365.91028
20011130 1360.91847 1365.99927 1366.39661 1365.60693
20011201 1360.88271 1365.96338 1366.33765 1365.59729
20011202 1360.99168 1366.07275 1366.45398 1365.69336
20011203 1361.13543 1366.21704 1366.59631 1365.83899
20011204 1361.32551 1366.40784 1366.79480 1366.02368
20011205 1361.34534 1366.42773 1366.80054 1366.05493
20011206 1361.40323 1366.48584 1366.86230 1366.11011
20011207 1361.66726 1366.75085 1367.10474 1366.39294
20011208 1362.07431 1367.15942 1367.51123 1366.80310
20011209 1362.21964 1367.30530 1367.68030 1366.93054
20011210 1362.01994 1367.10486 1367.48132 1366.72888
20011211 1361.85576 1366.94006 1367.31470 1366.56677
20011212 1361.86805 1366.95239 1367.28821 1366.60901
20011213 1361.93615 1367.02075 1367.38367 1366.65540
20011214 1361.90757 1366.99207 1367.35986 1366.62280
20011215 1361.81259 1366.89673 1367.26001 1366.53101
20011216 1361.94235 1367.02698 1367.35461 1366.69019
20011217 1362.18595 1367.27148 1367.63745 1366.90356
20011218 1362.41398 1367.50037 1367.87244 1367.12744
20011219 1362.39039 1367.47668 1367.85559 1367.09827
20011220 1362.03356 1367.11853 1367.50867 1366.73047
20011221 1361.65935 1366.74292 1367.11658 1366.36414
20011222 1361.51037 1366.59338 1366.96973 1366.21692
20011223 1361.25388 1366.33594 1366.72815 1365.94580
20011224 1361.01381 1366.09497 1366.46667 1365.72278
20011225 1361.25267 1366.33472 1366.69373 1365.97192
20011226 1361.45333 1366.53613 1366.91235 1366.14697
20011227 1361.74339 1366.82727 1367.21057 1366.46021
20011228 1361.93043 1367.01501 1367.41907 1366.61353
20011229 1362.16479 1367.25024 1367.62927 1366.87109
20011230 1362.49680 1367.58350 1367.96545 1367.20178
20011231 1362.62255 1367.70972 1368.10779 1367.30872
20020101 1362.55919 1367.64612 1368.03137 1367.26111
20020102 1362.33213 1367.41821 1367.80518 1367.03149
20020103 1362.19094 1367.27649 1367.63428 1366.91760
20020104 1362.27412 1367.35999 1367.74170 1366.97815
20020105 1362.37895 1367.46521 1367.83459 1367.09546
20020106 1362.36728 1367.45349 1367.85071 1367.05640
20020107 1362.46871 1367.55530 1367.93750 1367.17407
20020108 1362.50300 1367.58972 1367.98413 1367.19519
20020109 1362.08051 1367.16565 1367.53748 1366.79382
20020110 1361.70946 1366.79321 1367.15540 1366.42139
20020111 1361.53190 1366.61499 1366.98633 1366.24402
20020112 1361.67942 1366.76306 1367.14868 1366.37744
20020113 1361.84372 1366.92798 1367.29993 1366.55383
20020114 1362.02724 1367.11218 1367.49280 1366.73877
20020115 1362.04512 1367.13013 1367.51013 1366.75061
20020116 1361.95233 1367.03699 1367.41919 1366.65503
20020117 1361.87850 1366.96289 1367.35876 1366.55103
20020118 1362.09571 1367.18091 1367.56055 1366.81030
20020119 1362.24700 1367.33276 1367.71399 1366.95215
20020120 1362.32873 1367.41479 1367.78040 1367.04175
20020121 1362.25892 1367.34473 1367.72827 1366.96179
20020122 1362.41021 1367.49658 1367.88269 1367.09924
20020123 1362.46688 1367.55347 1367.91309 1367.19690
20020124 1362.31024 1367.39624 1367.78796 1367.00476
20020125 1362.26999 1367.35583 1367.74182 1366.97095
20020126 1362.42395 1367.51038 1367.89612 1367.11719
20020127 1362.60711 1367.69421 1368.06543 1367.32605
20020128 1362.47296 1367.55957 1367.95410 1367.16541
20020129 1362.12867 1367.21399 1367.62256 1366.80408
20020130 1361.86744 1366.95178 1367.33081 1366.56763
20020131 1361.70313 1366.78687 1367.16565 1366.41089
20020201 1361.68112 1366.76477 1367.15857 1366.37170
20020202 1361.73840 1366.82227 1367.21924 1366.42566
20020203 1361.94685 1367.03149 1367.40601 1366.66052
20020204 1362.22487 1367.31055 1367.69910 1366.92383
20020205  -99.00000  -99.00000  -99.00000  -99.00000
20020206  -99.00000  -99.00000  -99.00000  -99.00000
20020207  -99.00000  -99.00000  -99.00000  -99.00000
20020208 1362.47929 1367.56592 1367.96753  -99.00000
20020209 1362.49376 1367.58044 1367.98218  -99.00000
20020210 1362.33834 1367.42444 1367.82605  -99.00000
20020211 1362.05752 1367.14258 1367.57312 1366.69971
20020212 1361.88361 1366.96802 1367.39148 1366.54248
20020213 1361.85090 1366.93518 1367.37793 1366.48511
20020214 1362.05266 1367.13770 1367.56555 1366.70508
20020215 1362.35220 1367.43835 1367.85120 1367.02344
20020216 1362.37470 1367.46094 1367.88171 1367.03638
20020217 1362.32520 1367.41125 1367.82922 1366.98999
20020218 1362.24895 1367.33472 1367.76306 1366.90112
20020219 1362.06652 1367.15161 1367.55750 1366.73987
20020220 1362.00146 1367.08630 1367.50256 1366.66736
20020221 1362.13134 1367.21667 1367.63818 1366.79150
20020222 1362.26877 1367.35461 1367.76868 1366.91785
20020223 1362.44791 1367.53442 1367.94434 1367.13232
20020224 1362.50167 1367.58838 1368.00537 1367.16919
20020225 1362.24141 1367.32715 1367.74438 1366.90808
20020226 1362.20857 1367.29419 1367.70459 1366.88354
20020227 1362.17136 1367.25684 1367.67163 1366.84094
20020228 1362.15555 1367.24097 1367.66248 1366.81677
20020301 1362.19130 1367.27686 1367.67810 1366.87695
20020302 1362.31109 1367.39709 1367.81055 1366.98315
20020303 1362.46238 1367.54895 1367.97302 1367.12183
20020304 1362.42760 1367.51404 1367.92896 1367.09851
20020305 1362.34806 1367.43420 1367.84424 1367.02502
20020306 1362.26877 1367.35461 1367.78040 1366.92566
20020307 1362.25162 1367.33740 1367.74341 1366.93396
20020308 1362.23581 1367.32153 1367.73718 1366.90576
20020309 1362.24566 1367.33142 1367.74072 1366.92090
20020310 1362.11882 1367.20410 1367.63904 1366.76343
20020311 1361.89894 1366.98340 1367.40015 1366.56165
20020312 1361.68550 1366.76917 1367.18408 1366.35461
20020313 1361.60316 1366.68652 1367.10156 1366.27209
20020314 1361.57373 1366.65698 1367.08044 1366.23181
20020315 1361.57458 1366.65784 1367.06641 1366.25183
20020316 1361.71335 1366.79712 1367.17725 1366.39807
20020317 1361.75214 1366.83606 1367.24341 1366.41772
20020318 1361.80480 1366.88892 1367.31042 1366.46667
20020319 1361.88981 1366.97424 1367.37402 1366.58081
20020320 1362.04731 1367.13232 1367.53784 1366.73022
20020321 1362.21064 1367.29626 1367.69080 1366.92896
20020322 1362.28118 1367.36707 1367.76038 1366.98254
20020323 1362.20553 1367.29114 1367.66638 1366.92249
20020324 1362.01702 1367.10193 1367.50623 1366.70276
20020325 1361.79739 1366.88147 1367.27161 1366.50159
20020326 1361.76601 1366.84998 1367.25854 1366.44446
20020327 1361.85430 1366.93860 1367.33862 1366.54492
20020328 1361.91998 1367.00452 1367.37708 1366.64905
20020329 1362.05205 1367.13708 1367.54749 1366.72876
20020330 1361.77939 1366.86340 1367.26636 1366.46558
20020331 1361.45382 1366.53662 1366.93689 1366.13733
20020401 1360.96541 1366.04639 1366.50745 1365.56628
20020402 1360.61114 1365.69080 1366.14099 1365.22559
20020403 1360.65517 1365.73499 1366.19910 1365.24963
20020404 1360.99472 1366.07581 1366.53235 1365.60071
20020405 1361.40566 1366.48828 1366.92261 1366.01953
20020406 1361.72928 1366.81311 1367.25989 1366.35144
20020407 1361.90015 1366.98462 1367.40613 1366.55957
20020408 1361.89298 1366.97742 1367.40076 1366.54993
20020409 1361.74679 1366.83069 1367.25159 1366.40662
20020410 1361.66993 1366.75354 1367.16504 1366.34070
20020411 1361.58371 1366.66699 1367.08459 1366.24792
20020412 1361.39034 1366.47290 1366.91138 1366.02234
20020413 1361.26422 1366.34631 1366.77954 1365.90356
20020414 1361.27067 1366.35278 1366.77673 1365.91125
20020415 1361.36638 1366.44885 1366.86951 1366.02502
20020416 1361.42719 1366.50989 1366.94263 1366.06836
20020417 1361.49480 1366.57776 1367.00061 1366.15088
20020418 1361.66859 1366.75220 1367.17310 1366.32813
20020419 1361.70751 1366.79126 1367.23010 1366.34338
20020420 1361.75871 1366.84265 1367.24915 1366.46899
20020421 1361.74339 1366.82727 1367.24512 1366.40784
20020422 1361.65461 1366.73816 1367.15710 1366.31738
20020423 1361.62092 1366.70435 1367.12378 1366.28259
20020424 1361.58006 1366.66333 1367.07593 1366.25073
20020425 1361.65473 1366.73828 1367.16370 1366.30884
20020426 1361.76479 1366.84875 1367.27173 1366.42261
20020427 1361.70873 1366.79248 1367.20007 1366.38562
20020428 1361.72174 1366.80554 1367.21924 1366.39075
20020429 1361.81709 1366.90125 1367.32288 1366.47705
20020430 1362.00620 1367.09106 1367.47791 1366.71606
20020501 1362.11310 1367.19836 1367.61218 1366.78357
20020502 1362.09024 1367.17542 1367.60181 1366.74634
20020503 1361.83788 1366.92212 1367.33447 1366.50928
20020504 1361.59587 1366.67920 1367.08337 1366.27563
20020505 1361.60219 1366.68555 1367.06946 1366.30383
20020506 1361.56911 1366.65234 1367.04224 1366.26379
20020507 1361.51451 1366.59753 1366.99695 1366.19861
20020508 1361.50186 1366.58484 1366.96899 1366.20215
20020509 1361.44458 1366.52734 1366.95215 1366.10168
20020510 1361.37161 1366.45410 1366.83582 1366.06360
20020511 1361.40821 1366.49084 1366.90283 1366.07861
20020512 1361.50247 1366.58545 1366.99182 1366.17908
20020513 1361.59964 1366.68298 1367.09827 1366.26746
20020514 1361.48775 1366.57068 1366.97607 1366.16516
20020515 1361.41417 1366.49683 1366.90137 1366.09241
20020516 1361.41867 1366.50134 1366.90430 1366.09827
20020517 1361.34619 1366.42859 1366.83264 1366.02466
20020518 1361.20001 1366.28186 1366.68018 1365.88342
20020519 1361.11828 1366.19983 1366.63440 1365.75867
20020520 1361.05236 1366.13367 1366.53699 1365.73364
20020521 1361.04945 1366.13074 1366.55286 1365.71106
20020522 1361.15659 1366.23828 1366.64600 1365.83154
20020523 1361.15027 1366.23193 1366.64270 1365.82300
20020524 1361.16012 1366.24182 1366.65955 1365.82727
20020525 1361.26118 1366.34326 1366.75989 1365.94019
20020526 1361.48994 1366.57288 1366.98071 1366.16699
20020527 1361.64233 1366.72583 1367.15076 1366.30652
20020528 1361.77756 1366.86157 1367.26648 1366.45837
20020529 1361.76650 1366.85046 1367.28210 1366.42725
20020530 1361.73804 1366.82190 1367.22400 1366.42188
20020531 1361.65120 1366.73474 1367.15918 1366.31812
20020601 1361.54005 1366.62317 1367.01843 1366.22778
20020602 1361.40092 1366.48352 1366.84033 1366.11536
20020603 1361.25242 1366.33447 1366.77112 1365.92078
20020604 1361.30581 1366.38806 1366.73364 1366.01599
20020605 1361.37866 1366.46118 1366.81335 1366.13245
20020606 1361.65327 1366.73682 1367.07581 1366.36426
20020607 1361.67273 1366.75635 1367.10681 1366.39014
20020608 1361.53774 1366.62085 1367.02185 1366.22327
20020609 1361.47705 1366.55994 1366.92151 1366.19299
20020610 1361.36151 1366.44397 1366.80469 1366.06824
20020611 1361.31591 1366.39819 1366.73486 1366.03821
20020612 1361.43156 1366.51428 1366.83289 1366.16431
20020613 1361.64549 1366.72900 1367.04858 1366.36047
20020614 1361.63320 1366.71667 1367.08777 1366.32776
20020615 1361.53749 1366.62061 1367.00415 1366.24646
20020616 1361.53299 1366.61609 1366.98608 1366.23767
20020617 1361.64719 1366.73071 1367.14246 1366.33154
20020618 1361.69876 1366.78247 1367.18945 1366.38599
20020619 1361.79459 1366.87866 1367.23022 1366.50159
20020620 1361.62919 1366.71265 1367.14978 1366.30347
20020621 1361.57690 1366.66016 1367.02002 1366.31616
20020622 1361.35896 1366.44141 1366.80872 1366.05774
20020623 1361.21533 1366.29724 1366.70972 1365.90125
20020624 1361.17945 1366.26123 1366.64392 1365.87732
20020625 1361.28015 1366.36230 1366.75720 1365.96167
20020626 1361.48581 1366.56873 1366.93103 1366.21289
20020627 1361.71323 1366.79700 1367.14124 1366.42810
20020628 1361.77428 1366.85828 1367.24792 1366.47424
20020629 1361.78535 1366.86938 1367.26978 1366.48218
20020630 1361.78170 1366.86572 1367.24243 1366.48706
20020701 1361.65437 1366.73792 1367.13464 1366.35596
20020702 1361.48666 1366.56958 1366.97095 1366.18347
20020703 1361.53020 1366.61328 1367.00037 1366.23193
20020704 1361.51001 1366.59302 1367.00806 1366.20386
20020705 1361.35993 1366.44238 1366.87817 1366.04834
20020706 1361.32977 1366.41211 1366.81018 1366.02966
20020707 1361.34996 1366.43237 1366.81787 1366.05432
20020708 1361.47498 1366.55786 1366.96484 1366.17676
20020709 1361.62506 1366.70850 1367.11743 1366.31421
20020710 1361.63880 1366.72229 1367.13721 1366.33752
20020711 1361.54978 1366.63293 1367.03601 1366.25146
20020712 1361.23990 1366.32190 1366.71802 1365.94226
20020713 1361.01418 1366.09534 1366.49768 1365.71326
20020714 1360.78201 1365.86230 1366.28784 1365.47729
20020715 1360.58439 1365.66394 1366.07007 1365.28296
20020716 1360.47980 1365.55896 1365.98352 1365.17358
20020717 1360.40719 1365.48608 1365.85876 1365.11218
20020718 1360.45122 1365.53027 1365.89771 1365.15747
20020719 1360.47213 1365.55127 1365.90955 1365.18408
20020720 1360.44708 1365.52612 1365.90649 1365.14978
20020721 1360.51579 1365.59509 1365.97559 1365.21899
20020722 1360.65006 1365.72986 1366.06885 1365.36108
20020723 1360.83431 1365.91479 1366.25256 1365.54553
20020724 1361.02999 1366.11121 1366.42200 1365.74573
20020725 1360.98085 1366.06189 1366.35339 1365.69934
20020726 1360.53659 1365.61597 1365.91016 1365.25256
20020727 1360.34273 1365.42139 1365.70276 1365.05969
20020728 1360.08369 1365.16138 1365.40051 1364.80676
20020729 1359.98810 1365.06543 1365.34607 1364.74048
20020730 1360.33325 1365.41187 1365.75745 1365.03833
20020731 1360.66648 1365.74634 1366.15222 1365.36230
20020801 1361.11694 1366.19849 1366.58533 1365.81702
20020802 1361.46440 1366.54724 1366.92627 1366.16663
20020803 1361.48787 1366.57080 1366.91296 1366.19287
20020804 1361.29195 1366.37415 1366.72449 1365.99744
20020805 1361.31129 1366.39355 1366.71667 1366.02100
20020806 1361.48836 1366.57129 1366.89771 1366.19971
20020807 1361.49626 1366.57922 1366.90930 1366.20654
20020808 1361.33123 1366.41357 1366.78333 1366.02600
20020809 1361.29803 1366.38025 1366.73376 1366.00024
20020810 1361.38754 1366.47009 1366.82764 1366.08887
20020811 1361.52326 1366.60632 1366.97400 1366.22327
20020812 1361.52886 1366.61194 1366.95947 1366.23132
20020813 1361.23990 1366.32190 1366.58264 1365.94531
20020814 1360.69250 1365.77246 1366.09619 1365.39465
20020815 1360.31452 1365.39307 1365.71948 1365.01440
20020816 1359.74998 1364.82642 1365.15161 1364.44714
20020817 1359.32104 1364.39587 1364.72400 1364.01514
20020818 1359.39778 1364.47290 1364.83740 1364.08582
20020819 1360.16505 1365.24304 1365.54651 1364.86414
20020820 1360.94157 1366.02246 1366.38696 1365.55627
20020821 1361.56023 1366.64343 1366.94629 1366.26331
20020822 1361.63783 1366.72131 1367.06567 1366.33472
20020823 1361.43570 1366.51843 1366.86646 1366.12988
20020824 1361.19210 1366.27393 1366.64063 1365.88306
20020825 1361.17812 1366.25989 1366.60803 1365.86694
20020826 1361.29730 1366.37952 1366.75708 1365.99072
20020827 1361.41977 1366.50244 1366.82690 1366.11243
20020828 1361.48714 1366.57007 1366.95239 1366.17957
20020829 1361.52849 1366.61157 1367.02112 1366.21094
20020830 1361.45358 1366.53638 1366.93994 1366.13599
20020831 1361.29633 1366.37854 1366.75671 1365.97937
20020901 1361.24841 1366.33044 1366.74963 1365.92529
20020902 1361.18845 1366.27026 1366.70459 1365.86133
20020903 1361.09615 1366.17761 1366.56567 1365.77478
20020904 1360.96517 1366.04614 1366.44507 1365.64185
20020905 1361.08958 1366.17102 1366.59167 1365.76147
20020906 1361.34534 1366.42773 1366.84717 1366.01721
20020907 1361.79033 1366.87439 1367.29773 1366.46240
20020908 1362.02371 1367.10864 1367.53748 1366.69373
20020909 1361.86841 1366.95276 1367.39941 1366.53088
20020910 1361.42427 1366.50696 1366.94275 1366.08899
20020911 1360.97915 1366.06018 1366.47717 1365.64563
20020912 1360.71987 1365.79993 1366.22351 1365.38330
20020913 1360.80013 1365.88049 1366.33459 1365.45630
20020914 1361.01320 1366.09436 1366.53699 1365.67468
20020915 1361.27991 1366.36206 1366.78296 1365.94385
20020916 1361.51621 1366.59924 1367.01587 1366.18127
20020917 1361.55950 1366.64270 1367.17395 1366.15308
20020918 1361.52764 1366.61072 1367.13818 1366.16565
20020919 1361.34972 1366.43213 1366.95288 1365.98804
20020920 1361.11731 1366.19885 1366.71130 1365.75598
20020921 1361.00250 1366.08362 1366.55872 1365.64124
