;        VIRGO(new) Virgo(org) DIARAD(org) PMO6V (org)
19960229 1360.54729 1365.62671 1366.01038 1365.24280
19960301 1360.52431 1365.60364 1365.99097 1365.22388
19960302 1360.50023 1365.57947 1365.97607 1365.18237
19960303 1360.49354 1365.57275 1365.94775 1365.19421
19960304 1360.46861 1365.54773 1365.95935 1365.13538
19960305 1360.46240 1365.54150 1365.94482 1365.12781
19960306 1360.48685 1365.56604 1365.94983 1365.18176
19960307 1360.49013 1365.56934 1365.95129 1365.18872
19960308 1360.50339 1365.58264 1365.91455 1365.25159
19960309 1360.46739 1365.54651 1365.89771 1365.19617
19960310 1360.47809 1365.55725 1365.89844 1365.21655
19960311 1360.46471 1365.54382 1365.91235 1365.17627
19960312 1360.45134 1365.53040 1365.88733 1365.17383
19960313 1360.41047 1365.48938 1365.85388 1365.12891
19960314 1360.44003 1365.51904 1365.88208 1365.15637
19960315 1360.49767 1365.57690 1365.92737 1365.22791
19960316 1360.52005 1365.59937 1365.95801 1365.24097
19960317 1360.56335 1365.64282 1365.99133 1365.29810
19960318 1360.56748 1365.64697 1366.00977 1365.28455
19960319 1360.57247 1365.65198 1366.00708 1365.30896
19960320 1360.55155 1365.63098 1365.99170 1365.27051
19960321 1360.53914 1365.61853 1365.95947 1365.27710
19960322 1360.41741 1365.49634 1365.86450 1365.12817
19960323 1360.40087 1365.47974 1365.84937 1365.11462
19960324 1360.42105 1365.50000 1365.86316 1365.13708
19960325 1360.47858 1365.55774 1365.90942 1365.19666
19960326 1360.48661 1365.56580 1365.90112 1365.25525
19960327 1360.52735 1365.60669 1365.97485  -99.00000
19960328 1360.55812 1365.63757 1366.00525  -99.00000
19960329 1360.56335 1365.64282 1365.98938 1365.30298
19960330 1360.51664 1365.59595 1365.94470 1365.24768
19960331 1360.53829 1365.61768 1365.95911 1365.27686
19960401 1360.53233 1365.61169 1365.97339 1365.25000
19960402 1360.54802 1365.62744 1365.98462 1365.27649
19960403 1360.56310 1365.64258 1366.00305 1365.29480
19960404 1360.57697 1365.65649 1366.02454  -99.00000
19960405 1360.57235 1365.65186 1366.00708 1365.30505
19960406 1360.52747 1365.60681 1365.99353 1365.21509
19960407 1360.53525 1365.61462 1366.03271 1365.19458
19960408 1360.53185 1365.61121 1366.02173 1365.18738
19960409 1360.53817 1365.61755 1366.00891 1365.22485
19960410 1360.53927 1365.61865 1366.00513 1365.21875
19960411 1360.59679 1365.67639 1366.04614 1365.30627
19960412 1360.57770 1365.65723 1366.04163 1365.27734
19960413 1360.62209 1365.70178 1366.05664 1365.34692
19960414 1360.61491 1365.69458 1366.04700 1365.36255
19960415 1360.55045 1365.62988 1365.98352  -99.00000
19960416 1360.65273 1365.73254 1365.99438 1365.50500
19960417 1360.47286 1365.55200 1365.95654 1365.14539
19960418 1360.47663 1365.55579 1365.94861 1365.16992
19960419 1360.49050 1365.56970 1365.98181 1365.15515
19960420 1360.47967 1365.55884 1365.97534 1365.12842
19960421 1360.45912 1365.53821 1365.95349 1365.12048
19960422 1360.42227 1365.50122 1365.91223 1365.09119
19960423 1360.51081 1365.59009 1365.89893 1365.30176
19960424 1360.40816 1365.48706 1365.88879 1365.09753
19960425 1360.43905 1365.51807 1365.91248 1365.12207
19960426 1360.43468 1365.51367 1365.90881 1365.12598
19960427 1360.43480 1365.51379 1365.87427 1365.15320
19960428 1360.43686 1365.51587 1365.87524 1365.15332
19960429 1360.46800 1365.54712 1365.89954 1365.20776
19960430 1360.44319 1365.52222 1365.86792 1365.18323
19960501 1360.48794 1365.56714 1365.88513 1365.25110
19960502 1360.48685 1365.56604 1365.91821 1365.23901
19960503 1360.45961 1365.53870 1365.90649 1365.16553
19960504 1360.47457 1365.55371 1365.91248 1365.20056
19960505 1360.53209 1365.61145 1365.95569 1365.26819
19960506 1360.59776 1365.67737 1366.00610 1365.36536
19960507 1360.67061 1365.75049 1366.04492 1365.45923
19960508 1360.68703 1365.76697 1366.11462 1365.41748
19960509 1360.70393 1365.78394 1366.10010 1365.46997
19960510 1360.61406 1365.69373 1366.01929 1365.38184
19960511 1360.56760 1365.64709 1365.95837 1365.33838
19960512 1360.56225 1365.64172 1365.96326 1365.32178
19960513 1360.57089 1365.65039 1365.97791 1365.32471
19960514 1360.63364 1365.71338 1366.01831 1365.40259
19960515 1360.63449 1365.71423 1366.06030 1365.36914
19960516 1360.71354 1365.79358 1366.09680 1365.50647
19960517 1360.71257 1365.79260 1366.11316 1365.47412
19960518 1360.66745 1365.74731 1366.08020 1365.43152
19960519 1360.56858 1365.64807 1366.01489 1365.28125
19960520 1360.48746 1365.56665 1365.93726 1365.19617
19960521 1360.46313 1365.54224 1365.91272 1365.17163
19960522 1360.46642 1365.54553 1365.91406 1365.17419
19960523 1360.46204 1365.54114 1365.90869 1365.17358
19960524 1360.45851 1365.53760 1365.87573 1365.20740
19960525 1360.46301 1365.54211 1365.89063 1365.19446
19960526 1360.47201 1365.55115 1365.90503 1365.19678
19960527 1360.43626 1365.51526 1365.89795 1365.13196
19960528 1360.47809 1365.55725 1365.90979 1365.20618
19960529 1360.41838 1365.49731 1365.88367 1365.11011
19960530 1360.41643 1365.49536 1365.87000 1365.12048
19960531 1360.43674 1365.51575 1365.89160 1365.13672
19960601 1360.45742 1365.53650 1365.91504 1365.15820
19960602 1360.51287 1365.59216 1365.97144 1365.21240
19960603 1360.53306 1365.61243 1365.99988 1365.21826
19960604 1360.62269 1365.70239 1366.05554 1365.36389
19960605 1360.59460 1365.67419 1366.05920 1365.28845
19960606 1360.54741 1365.62683 1366.03833 1365.21338
19960607 1360.51652 1365.59583 1365.97400 1365.21338
19960608 1360.47821 1365.55737 1365.95569 1365.15796
19960609 1360.50400 1365.58325 1365.98059 1365.18481
19960610 1360.56590 1365.64539 1366.02649 1365.26099
19960611 1360.56456 1365.64404 1366.03833 1365.24866
19960612 1360.58280 1365.66235 1366.04700 1365.27710
19960613 1360.56736 1365.64685 1366.02795 1365.25745
19960614 1360.54474 1365.62415 1365.99365 1365.25476
19960615 1360.47371 1365.55286 1365.93591 1365.16943
19960616 1360.45340 1365.53247 1365.91211 1365.15491
19960617 1360.45985 1365.53894 1365.91394 1365.16406
19960618 1360.41400 1365.49292 1365.87292 1365.11292
19960619 1360.45340 1365.53247 1365.90710 1365.15808
19960620 1360.46411 1365.54321 1365.91260 1365.17407
19960621 1360.44890 1365.52795 1365.90527 1365.15051
19960622 1360.42750 1365.50647 1365.89355 1365.12000
19960623 1360.44222 1365.52124 1365.90283 1365.13965
19960624 1360.48320 1365.56238 1365.95264 1365.17175
19960625 1360.49378 1365.57300 1365.95276 1365.19397
19960626 1360.46338 1365.54248 1365.93701 1365.14746
19960627 1360.48284 1365.56201 1365.93762 1365.19385
19960628 1360.52236 1365.60168 1365.99634 1365.21008
19960629 1360.61430 1365.69397 1366.07581 1365.31213
19960630 1360.66623 1365.74609 1366.12854 1365.36023
19960701 1360.69652 1365.77649 1366.15540 1365.40442
19960702 1360.71147 1365.79150 1366.18262 1365.40002
19960703 1360.68083 1365.76074 1366.16528 1365.35535
19960704 1360.66915 1365.74902 1366.14734 1365.35254
19960705 1360.65079 1365.73059 1366.13232 1365.32800
19960706 1360.60676 1365.68640 1366.08533 1365.28687
19960707 1360.58767 1365.66724 1366.05139 1365.28137
19960708 1360.37071 1365.44946 1365.83240 1365.06653
19960709 1360.19619 1365.27429 1365.66858 1364.87952
19960710 1360.31087 1365.38940 1365.77551 1365.00342
19960711 1360.44404 1365.52307 1365.91699 1365.10901
19960712 1360.53002 1365.60938 1366.00024 1365.21863
19960713 1360.48892 1365.56812 1365.97168 1365.15588
19960714 1360.41765 1365.49658 1365.89429 1365.09839
19960715 1360.43103 1365.51001 1365.91003 1365.10938
19960716 1360.44769 1365.52673 1365.91089 1365.14282
19960717 1360.45255 1365.53162 1365.91846 1365.14441
19960718 1360.41522 1365.49414 1365.88806 1365.09985
19960719 1360.43638 1365.51538 1365.90845 1365.12439
19960720 1360.43431 1365.51331 1365.90112 1365.12537
19960721 1360.41534 1365.49426 1365.88513 1365.10303
19960722 1360.41388 1365.49280 1365.88440 1365.09753
19960723 1360.43759 1365.51660 1365.89392 1365.13928
19960724 1360.40756 1365.48645 1365.89087 1365.08130
19960725 1360.45584 1365.53491 1365.92688 1365.13354
19960726 1360.50400 1365.58325 1365.96252 1365.20398
19960727 1360.49475 1365.57397 1365.98218 1365.16492
19960728 1360.55240 1365.63184 1366.03064 1365.23254
19960729 1360.52236 1365.60168 1366.00659 1365.19482
19960730 1360.44805 1365.52710 1365.90747 1365.14673
19960731 1360.34590 1365.42456 1365.82349 1365.02515
19960801 1360.30406 1365.38257 1365.76868 1364.99634
19960802 1360.28752 1365.36597 1365.72168 1365.01074
19960803 1360.32388 1365.40247 1365.75415 1365.05420
19960804 1360.42215 1365.50110 1365.84509 1365.15784
19960805 1360.54243 1365.62183 1365.95251 1365.29224
19960806 1360.58305 1365.66260 1366.01868 1365.32166
19960807 1360.61309 1365.69275 1366.03687 1365.34937
19960808 1360.53562 1365.61499 1365.96985 1365.25793
19960809 1360.46131 1365.54041 1365.91248 1365.16833
19960810 1360.42361 1365.50256 1365.87708 1365.12427
19960811 1360.36134 1365.44006 1365.82129 1365.05872
19960812 1360.41923 1365.49817 1365.87109 1365.12537
19960813 1360.51166 1365.59094 1365.94067 1365.24084
19960814 1360.47578 1365.55493 1365.93579 1365.17395
19960815 1360.41546 1365.49438 1365.87561 1365.11316
19960816 1360.41205 1365.49097 1365.85620 1365.12573
19960817 1360.44149 1365.52051 1365.89844 1365.14258
19960818 1360.44611 1365.52515 1365.89954 1365.14636
19960819 1360.43468 1365.51367 1365.88123 1365.14624
19960820 1360.44270 1365.52173 1365.88782 1365.15564
19960821 1360.43480 1365.51379 1365.87781 1365.14990
19960822 1360.45863 1365.53772 1365.89612 1365.17920
19960823 1360.52564 1365.60498 1365.94922 1365.25720
19960824 1360.61844 1365.69812 1366.06726 1365.32886
19960825 1360.72692 1365.80701 1366.18213 1365.43188
19960826 1360.75501 1365.83521 1366.20618 1365.46423
19960827 1360.71293 1365.79297 1366.16870 1365.41724
19960828 1360.68739 1365.76733 1366.12012 1365.41455
19960829 1360.63960 1365.71936 1366.09741 1365.34131
19960830 1360.66623 1365.74609 1366.12878 1365.36377
19960831 1360.71074 1365.79077 1366.15454 1365.42688
19960901 1360.73969 1365.81982 1366.19531 1365.44458
19960902 1360.76742 1365.84766 1366.19604 1365.49597
19960903 1360.72777 1365.80786 1366.15771 1365.45776
19960904 1360.63036 1365.71008 1366.05859 1365.36145
19960905 1360.54924 1365.62866 1365.98718 1365.27026
19960906 1360.48405 1365.56323 1365.94177 1365.18518
19960907 1360.50606 1365.58533 1365.95789 1365.20911
19960908 1360.52139 1365.60071 1365.95593 1365.24536
19960909 1360.52820 1365.60754 1365.97754 1365.23767
19960910  -99.00000  -99.00000  -99.00000  -99.00000
19960911  -99.00000  -99.00000  -99.00000  -99.00000
19960912  -99.00000  -99.00000  -99.00000  -99.00000
19960913  -99.00000  -99.00000  -99.00000  -99.00000
19960914 1360.48661 1365.56580  -99.00000 1365.20984
19960915 1360.46958 1365.54871  -99.00000 1365.19226
19960916 1360.41510 1365.49402  -99.00000 1365.13745
19960917 1360.53136 1365.61072 1365.97131 1365.27222
19960918 1360.55435 1365.63379 1365.98657 1365.28088
19960919 1360.55726 1365.63672 1366.00696 1365.26648
19960920 1360.59813 1365.67773 1366.05212 1365.30359
19960921 1360.68861 1365.76855 1366.11938 1365.41772
19960922 1360.70697 1365.78699 1366.14807 1365.42322
19960923 1360.73932 1365.81946 1366.18066 1365.45825
19960924 1360.69992 1365.77991 1366.13562 1365.42407
19960925 1360.71500 1365.79504 1366.13000 1365.45972
19960926 1360.70393 1365.78394 1366.10925 1365.45801
19960927 1360.66927 1365.74915 1366.10791 1365.39392
19960928 1360.69226 1365.77222 1366.11963 1365.42432
19960929 1360.68083 1365.76074 1366.09717 1365.42590
19960930 1360.65906 1365.73889 1366.07520 1365.41272
19961001 1360.59266 1365.67224 1366.00330 1365.34082
19961002 1360.49463 1365.57385 1365.92517 1365.21692
19961003 1360.48454 1365.56372 1365.90063 1365.22656
19961004 1360.52929 1365.60864 1365.90552 1365.31067
19961005 1360.48223 1365.56140 1365.87366 1365.24817
19961006 1360.44063 1365.51965 1365.87012 1365.16907
19961007 1360.43480 1365.51379 1365.85437 1365.16760
19961008 1360.44890 1365.52795 1365.85706 1365.19824
19961009 1360.47043 1365.54956 1365.86267 1365.23535
19961010 1360.46897 1365.54810 1365.87195 1365.22363
19961011 1360.43978 1365.51880 1365.85742 1365.17981
19961012 1360.44513 1365.52417 1365.87061 1365.17383
19961013 1360.43455 1365.51355 1365.84814 1365.17847
19961014 1360.47298 1365.55212 1365.88867 1365.21497
19961015 1360.49293 1365.57214 1365.89478 1365.24829
19961016 1360.49585 1365.57507 1365.89941 1365.24939
19961017 1360.57745 1365.65698 1365.95850 1365.35059
19961018 1360.63814 1365.71790 1366.03906 1365.40881
19961019 1360.63595 1365.71570 1366.05554 1365.37512
19961020 1360.62549 1365.70520 1366.07227 1365.33923
19961021 1360.63279 1365.71252 1366.08081 1365.34546
19961022 1360.66623 1365.74609 1366.09619 1365.39490
19961023 1360.63984 1365.71960 1366.09570 1365.34570
19961024 1360.69177 1365.77173 1366.11914 1365.42419
19961025 1360.63607 1365.71582 1366.10266 1365.33289
19961026 1360.62622 1365.70593 1366.05286 1365.35876
19961027 1360.62634 1365.70605 1366.05676 1365.35120
19961028 1360.57733 1365.65686 1366.01038 1365.31140
19961029 1360.55398 1365.63342 1365.96753 1365.29761
19961030 1360.48235 1365.56152 1365.92029 1365.20410
19961031 1360.46520 1365.54431 1365.89661 1365.19275
19961101 1360.50278 1365.58203 1365.91553 1365.24207
19961102 1360.48405 1365.56323 1365.92285 1365.20557
19961103 1360.48685 1365.56604 1365.91052 1365.22119
19961104 1360.46946 1365.54858 1365.90967 1365.18970
19961105 1360.48089 1365.56006 1365.90540 1365.21448
19961106 1360.49682 1365.57605 1365.94678 1365.20837
19961107 1360.52747 1365.60681 1365.95105 1365.26221
19961108 1360.49804 1365.57727 1365.94348 1365.21399
19961109 1360.49755 1365.57678 1365.94031 1365.21265
19961110 1360.52637 1365.60571 1365.97461 1365.23889
19961111 1360.58730 1365.66687 1366.00549 1365.32764
19961112 1360.59752 1365.67712 1366.04309 1365.31421
19961113 1360.64933 1365.72913 1366.05432 1365.42334
19961114 1360.68606 1365.76599 1366.12854 1365.40588
19961115 1360.71719 1365.79724 1366.15710 1365.43921
19961116 1360.76730 1365.84753 1366.17456 1365.51538
19961117 1360.77070 1365.85095 1366.20569 1365.49597
19961118 1360.73774 1365.81787 1366.19153 1365.44800
19961119 1360.74236 1365.82251 1366.19263 1365.45557
19961120 1360.73215 1365.81226 1366.17090 1365.45496
19961121 1360.72655 1365.80664 1366.17688 1365.43250
19961122 1360.64957 1365.72937 1366.09082 1365.37427
19961123 1360.34638 1365.42505 1365.76819 1365.07703
19961124 1360.03030 1365.10779 1365.44995 1364.76453
19961125 1359.63116 1364.70715 1365.07202 1364.34436
19961126 1359.66813 1364.74426 1365.09241 1364.39807
19961127 1359.75861 1364.83508 1365.18884 1364.48157
19961128 1359.89665 1364.97363 1365.30688 1364.63770
19961129 1360.15399 1365.23193 1365.56677 1364.89441
19961130 1360.40719 1365.48608 1365.82971 1365.15503
19961201 1360.55617 1365.63562 1365.98596 1365.27600
19961202 1360.56809 1365.64758 1366.01868 1365.27808
19961203 1360.52187 1365.60120 1365.96082 1365.24268
19961204 1360.53075 1365.61011 1365.95190 1365.26697
19961205 1360.49646 1365.57568 1365.92529 1365.22595
19961206 1360.52358 1365.60291 1365.95544 1365.24866
19961207 1360.55204 1365.63147 1365.97681 1365.28540
19961208 1360.53878 1365.61816 1365.95374 1365.28052
19961209 1360.54267 1365.62207 1365.96619 1365.27698
19961210 1360.56529 1365.64478 1365.99951 1365.29053
19961211 1360.61309 1365.69275 1366.02600 1365.35571
19961212 1360.66721 1365.74707 1366.08728 1365.40527
19961213 1360.75258 1365.83276 1366.17798 1365.48669
19961214 1360.79734 1365.87769 1366.20398 1365.54773
19961215 1360.75258 1365.83276 1366.17175 1365.49194
19961216 1360.72047 1365.80054 1366.13574 1365.46118
19961217 1360.76499 1365.84521 1366.17261 1365.51428
19961218 1360.78663 1365.86694 1366.20605 1365.52576
19961219 1360.81679 1365.89722 1366.25513 1365.54004
19961220 1360.85608 1365.93665 1366.28101 1365.59094
19961221 1360.85693 1365.93750 1366.27405 1365.59521
19961222 1360.82664 1365.90710 1366.24573 1365.56653
19961223 1360.75063 1365.83081 1366.18225 1365.47900
19961224 1360.69177 1365.77173 1366.10156 1365.43848
19961225 1360.64909 1365.72888 1366.09290 1365.34827
19961226 1360.65942 1365.73926 1366.09680 1365.38000
19961227 1360.64033 1365.72009 1366.09277 1365.34949
19961228 1360.61722 1365.69690 1366.06787 1365.32764
19961229 1360.54450 1365.62390 1366.00012 1365.25012
19961230 1360.53647 1365.61584 1365.98047 1365.25208
19961231 1360.57356 1365.65308 1365.99890 1365.30139
19970101 1360.58220 1365.66174 1366.01563 1365.30762
19970102 1360.59983 1365.67944 1366.03491 1365.32385
19970103 1360.65796 1365.73779 1366.08350 1365.39063
19970104 1360.64981 1365.72961 1366.09021 1365.36938
19970105 1360.65140 1365.73120 1366.08728 1365.37671
19970106 1360.63242 1365.71216 1366.05701 1365.36584
19970107 1360.66015 1365.73999 1366.09290 1365.38635
19970108 1360.71695 1365.79700 1366.16089 1365.43359
19970109 1360.74711 1365.82727 1366.19971 1365.45630
19970110 1360.78943 1365.86975 1366.21545 1365.52100
19970111 1360.77581 1365.85608 1366.21179 1365.50000
19970112 1360.72023 1365.80029 1366.15198 1365.44763
19970113 1360.70260 1365.78259 1366.13562 1365.42871
19970114 1360.74699 1365.82715 1366.15857 1365.49255
19970115 1360.71889 1365.79895 1366.11731 1365.46619
19970116 1360.70053 1365.78052 1366.14941 1365.41223
19970117 1360.74942 1365.82959 1366.15662 1365.49878
19970118 1360.68739 1365.76733 1366.11707 1365.41614
19970119 1360.66538 1365.74524 1366.10229 1365.38733
19970120 1360.66842 1365.74829 1366.07715 1365.41162
19970121 1360.64726 1365.72705 1366.12195 1365.33533
19970122 1360.60640 1365.68604 1366.06189 1365.31116
19970123 1360.60834 1365.68799 1366.07751 1365.30103
19970124 1360.64191 1365.72168 1366.10059 1365.34399
19970125 1360.64130 1365.72107 1366.07739 1365.36108
19970126 1360.58670 1365.66626 1366.05737 1365.27759
19970127 1360.56785 1365.64734 1366.03015 1365.26587
19970128 1360.61053 1365.69019 1366.06702 1365.31421
19970129 1360.59630 1365.67590 1366.06189 1365.29150
19970130 1360.61430 1365.69397 1366.06970 1365.31921
19970131 1360.64507 1365.72485 1366.09253 1365.35681
19970201 1360.64142 1365.72119 1366.10425 1365.33911
19970202 1360.62099 1365.70068 1366.07336 1365.32788
19970203 1360.49159 1365.57080 1365.95837 1365.18457
19970204 1360.57320 1365.65271 1366.03589 1365.27576
19970205 1360.70102 1365.78101 1366.16150 1365.40100
19970206 1360.75039 1365.83057 1366.20300 1365.45801
19970207 1360.73920 1365.81934 1366.20947 1365.43091
19970208 1360.70843 1365.78845 1366.17664 1365.40161
19970209 1360.72741 1365.80750 1366.17188 1365.43970
19970210 1360.70260 1365.78259 1366.15112 1365.41345
19970211 1360.68521 1365.76514 1366.12634 1365.40234
19970212 1360.66745 1365.74731 1366.12048 1365.37390
19970213 1360.63644 1365.71619 1366.10303 1365.33032
19970214 1360.62063 1365.70032 1366.08557 1365.31018
19970215 1360.61686 1365.69653 1366.06592 1365.32629
19970216 1360.64300 1365.72278 1366.07690 1365.36633
19970217 1360.61090 1365.69055 1366.07410 1365.30737
19970218 1360.62513 1365.70483 1366.08789 1365.32214
19970219 1360.61746 1365.69714 1366.07727 1365.31689
19970220 1360.59679 1365.67639 1366.06140 1365.29175
19970221 1360.58572 1365.66528 1366.05750 1365.27405
19970222 1360.57162 1365.65112 1366.06335 1365.24182
19970223 1360.59497 1365.67456 1366.07593 1365.27490
19970224 1360.65687 1365.73669 1366.10815 1365.36145
19970225 1360.68837 1365.76831 1366.14771 1365.38855
19970226 1360.71342 1365.79346 1366.16943 1365.41870
19970227 1360.71488 1365.79492 1366.17114 1365.41821
19970228 1360.67657 1365.75647 1366.15649 1365.35742
19970301 1360.75635 1365.83655 1366.16528 1365.52222
19970302 1360.71354 1365.79358 1366.16431 1365.44470
19970303 1360.73008 1365.81018 1366.19226 1365.42786
19970304 1360.71853 1365.79858 1366.19373 1365.40381
19970305 1360.73543 1365.81555 1366.22290 1365.40894
19970306 1360.70539 1365.78540 1366.17395 1365.39771
19970307 1360.72874 1365.80884 1366.19556 1365.42224
19970308 1360.74358 1365.82373 1366.24268 1365.40527
19970309 1360.74796 1365.82813 1366.23132 1365.42505
19970310 1360.72157 1365.80164 1366.18201 1365.42114
19970311 1360.71220 1365.79224 1366.17395 1365.41028
19970312 1360.68095 1365.76086 1366.17017 1365.35132
19970313 1360.72193 1365.80200 1366.18103 1365.42297
19970314 1360.68399 1365.76392 1366.14807 1365.38000
19970315 1360.71233 1365.79236 1366.16980 1365.41516
19970316 1360.72850 1365.80859 1366.18823 1365.42932
19970317 1360.70734 1365.78735 1366.17603 1365.39868
19970318 1360.67073 1365.75061 1366.13318 1365.36816
19970319 1360.55921 1365.63867 1366.02637 1365.25110
19970320 1360.52929 1365.60864 1366.00671 1365.21033
19970321 1360.54522 1365.62463 1366.01599 1365.23413
19970322 1360.54024 1365.61963 1366.01978 1365.21924
19970323 1360.56797 1365.64746 1366.05151 1365.24304
19970324 1360.57028 1365.64978 1366.05249 1365.24683
19970325 1360.59971 1365.67932 1366.06885 1365.28992
19970326 1360.58779 1365.66736 1366.06409 1365.27112
19970327 1360.63522 1365.71497 1366.10132 1365.32886
19970328 1360.70564 1365.78564 1366.14856 1365.42310
19970329 1360.67183 1365.75171 1366.12500 1365.37878
19970330 1360.62269 1365.70239 1366.09387 1365.31091
19970331 1360.61005 1365.68970 1366.07251 1365.31128
19970401 1360.62659 1365.70630 1366.08765 1365.32581
19970402 1360.59606 1365.67566 1366.06750 1365.28381
19970403 1360.69287 1365.77283 1366.15698 1365.38696
19970404 1360.77155 1365.85181 1366.26025 1365.44312
19970405 1360.82847 1365.90894 1366.31128 1365.50439
19970406 1360.83273 1365.91321 1366.32495 1365.50110
19970407 1360.83114 1365.91162 1366.31567 1365.50732
19970408 1360.75793 1365.83813 1366.25891 1365.41699
19970409 1360.72595 1365.80603 1366.19360 1365.41858
19970410 1360.65188 1365.73169 1366.12341 1365.34155
19970411 1360.68606 1365.76599 1366.17017 1365.36169
19970412 1360.73409 1365.81421 1366.22852 1365.39001
19970413 1360.72303 1365.80310 1366.18921 1365.41711
19970414 1360.63875 1365.71851 1366.10706 1365.32983
19970415 1360.58159 1365.66113 1366.03845 1365.28455
19970416 1360.55544 1365.63489 1366.03333 1365.23633
19970417 1360.55118 1365.63062 1366.02795 1365.23328
19970418 1360.60299 1365.68262 1366.06738 1365.29797
19970419 1360.57551 1365.65503 1366.06189 1365.24792
19970420 1360.58864 1365.66821 1366.06299 1365.27283
19970421 1360.58718 1365.66675 1366.05945 1365.27393
19970422 1360.54778 1365.62720 1366.02966 1365.22449
19970423 1360.56262 1365.64209 1366.02710 1365.25708
19970424 1360.58280 1365.66235 1366.03882 1365.28601
19970425 1360.60883 1365.68848 1366.07935 1365.29333
19970426 1360.60372 1365.68335 1366.07739 1365.28931
19970427 1360.67876 1365.75867 1366.14063 1365.37671
19970428 1360.67280 1365.75269 1366.15833 1365.34705
19970429 1360.68168 1365.76160 1366.14270 1365.38037
19970430 1360.70333 1365.78333 1366.17236 1365.39453
19970501 1360.73276 1365.81287 1366.20178 1365.42383
