 36  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
;This dataset is freely available with one restriction:
;If you use the data or some product based on the data in a published 
;paper refer to e.g. C. Frohlich, D. Crommelynck, C. Wehrli, M. Anklin, S. Dewitte, 
;   A. Fichot, W. Finsterle, A. Jiménez, A. Chevalier, and H. J. Roth. 
;   "In-flight performances of VIRGO solar irradiance instruments on SOHO" 
;   Sol. Phys., 175:267–286, 1997, doi:10.1023/A:1004929108864 
;and acknowlege receipt of the updated dataset (mention version used) "of the VIRGO Experiment 
;on the cooperative ESA/NASA Mission SoHO from VIRGO Team through PMOD/WRC, Davos, Switzerland" 
;The data are available from the ftp server ftp.pmodwrc.ch in the directory 
;/data/irradiance/virgo/TSI/virgo_tsi_d_ and virgo_tsi_h_6_005_1705.dat
;for daily and hourly values respectively. 
;Virgo version 6.4 is a new way to analyse the degradation and other long-term changes in space
;and is described in "Degradation of Radiometers in Space: Application to VIRGO TSI", 
;  available at ftp://ftp.pmodwrc.ch/pub/Claus/VIRGO-TSI/VIRGO_TSI-vers64.pdf.
;In view of the differences in absolute scale between the classical radiomezters and TIM/SORCE
;  a new characterizion of the VIRGO radiometer has been performed and is described in
;  ftp://ftp.pmodwrc.ch/pub/Claus/VIRGO-TSI/VIRGO_Char2Space.pdf. The new scale can be implemented
;  by multiplying the VIRGO, PMO6V and DIARAD TSI with 0.9962805, 0.9975214 and0.9950435, respectively.
;The new VIRGO values are presented in the first irradiance column and the original valöues in the following ones.
;Publications for the new version 6.4 and the scale in the open literature are in preparation.
;Describtion of columns:
;1st col: Date (YYYYMMDD) at noon
;2nd col: TSI VIRGO new scale (Wm-2)
;3rd col: TSI VIRGO original scale (Wm-2)
;4th col: TSI DIARAD original scale (Wm-2)
;5th col: TSI PMO6-V original scale (Wm-2)
;format (i4,2i2.2,4f11.5)
;Col 2-5 contain the daily average of the corresponding day.
;Missing values are indicated by -99.
;File created Jun 05 2017
19960428 1360.43869 1365.51770 1365.87891 1365.15320
19960429 1360.46982 1365.54895 1365.90332 1365.20776
19960430 1360.44501 1365.52405 1365.87170 1365.18323
19960501 1360.48989 1365.56909 1365.88904 1365.25110
19960502 1360.48892 1365.56812 1365.92212 1365.23901
19960503 1360.46167 1365.54077 1365.91040 1365.16553
19960504 1360.47663 1365.55579 1365.91650 1365.20056
19960505 1360.53416 1365.61353 1365.95972 1365.26819
19960506 1360.59983 1365.67944 1366.01013 1365.36536
19960507 1360.67280 1365.75269 1366.04907 1365.45935
19960508 1360.68910 1365.76904 1366.11865 1365.41760
19960509 1360.70612 1365.78613 1366.10425 1365.47021
19960510 1360.61625 1365.69592 1366.02344 1365.38208
19960511 1360.56991 1365.64941 1365.96265 1365.33862
19960512 1360.56456 1365.64404 1365.96753 1365.32214
19960513 1360.57320 1365.65271 1365.98218 1365.32507
19960514 1360.63595 1365.71570 1366.02271 1365.40295
19960515 1360.63680 1365.71655 1366.06470 1365.36951
19960516 1360.71597 1365.79602 1366.10120 1365.50684
19960517 1360.71500 1365.79504 1366.11755 1365.47461
19960518 1360.66988 1365.74976 1366.08472 1365.43201
19960519 1360.57113 1365.65063 1366.01941 1365.28174
19960520 1360.49001 1365.56921 1365.94177 1365.19666
19960521 1360.46569 1365.54480 1365.91724 1365.17224
19960522 1360.46909 1365.54822 1365.91858 1365.17493
19960523 1360.46471 1365.54382 1365.91333 1365.17432
19960524 1360.46119 1365.54028 1365.88037 1365.20813
19960525 1360.46581 1365.54492 1365.89539 1365.19519
19960526 1360.47481 1365.55396 1365.90979 1365.19751
19960527 1360.43905 1365.51807 1365.90271 1365.13281
19960528 1360.48101 1365.56018 1365.91455 1365.20715
19960529 1360.42130 1365.50024 1365.88855 1365.11108
19960530 1360.41947 1365.49841 1365.87488 1365.12158
19960531 1360.43978 1365.51880 1365.89661 1365.13782
19960601 1360.46046 1365.53955 1365.92004 1365.15930
19960602 1360.51592 1365.59521 1365.97644 1365.21362
19960603 1360.53623 1365.61560 1366.00488 1365.21960
19960604 1360.62598 1365.70569 1366.06055 1365.36523
19960605 1360.59788 1365.67749 1366.06433 1365.28992
19960606 1360.55070 1365.63013 1366.04346 1365.21484
19960607 1360.51981 1365.59912 1365.97913 1365.21497
19960608 1360.48162 1365.56079 1365.96082 1365.15955
19960609 1360.50740 1365.58667 1365.98584 1365.18640
19960610 1360.56930 1365.64880 1366.03174 1365.26257
19960611 1360.56797 1365.64746 1366.04370 1365.25037
19960612 1360.58633 1365.66589 1366.05237 1365.27893
19960613 1360.57101 1365.65051 1366.03333 1365.25928
19960614 1360.54839 1365.62781 1365.99915 1365.25659
19960615 1360.47736 1365.55652 1365.94141 1365.17139
19960616 1360.45717 1365.53625 1365.91760 1365.15686
19960617 1360.46362 1365.54272 1365.91943 1365.16614
19960618 1360.41777 1365.49670 1365.87842 1365.11487
19960619 1360.45717 1365.53625 1365.91272 1365.16003
19960620 1360.46788 1365.54700 1365.91833 1365.17615
19960621 1360.45267 1365.53174 1365.91101 1365.15271
19960622 1360.43139 1365.51038 1365.89929 1365.12219
19960623 1360.44623 1365.52527 1365.90857 1365.14185
19960624 1360.48721 1365.56641 1365.95837 1365.17407
19960625 1360.49779 1365.57703 1365.95850 1365.19629
19960626 1360.46751 1365.54663 1365.94287 1365.14990
19960627 1360.48697 1365.56616 1365.94360 1365.19629
19960628 1360.52662 1365.60596 1366.00232 1365.21265
19960629 1360.61856 1365.69824 1366.08179 1365.31482
19960630 1360.67061 1365.75049 1366.13452 1365.36279
19960701 1360.70089 1365.78088 1366.16150 1365.40710
19960702 1360.71585 1365.79590 1366.18872 1365.40283
19960703 1360.68533 1365.76526 1366.17139 1365.35828
19960704 1360.67365 1365.75354 1366.15344 1365.35547
19960705 1360.65541 1365.73523 1366.13855 1365.33105
19960706 1360.61138 1365.69104 1366.09155 1365.29004
19960707 1360.59241 1365.67200 1366.05762 1365.28467
19960708 1360.37545 1365.45422 1365.83875 1365.06982
19960709 1360.20105 1365.27917 1365.67493 1364.88281
19960710 1360.31586 1365.39441 1365.78198 1365.00684
19960711 1360.44903 1365.52808 1365.92334 1365.11255
19960712 1360.53513 1365.61450 1366.00659 1365.22229
19960713 1360.49402 1365.57324 1365.97815 1365.15967
19960714 1360.42288 1365.50183 1365.90076 1365.10217
19960715 1360.43626 1365.51526 1365.91663 1365.11328
19960716 1360.45292 1365.53198 1365.91748 1365.14685
19960717 1360.45778 1365.53687 1365.92517 1365.14844
19960718 1360.42069 1365.49963 1365.89478 1365.10400
19960719 1360.44185 1365.52087 1365.91516 1365.12866
19960720 1360.43991 1365.51892 1365.90784 1365.12976
19960721 1360.42093 1365.49988 1365.89197 1365.10754
19960722 1360.41947 1365.49841 1365.89111 1365.10205
19960723 1360.44331 1365.52234 1365.90076 1365.14392
19960724 1360.41327 1365.49219 1365.89771 1365.08606
19960725 1360.46167 1365.54077 1365.93384 1365.13831
19960726 1360.50996 1365.58923 1365.96948 1365.20898
19960727 1360.50071 1365.57996 1365.98914 1365.16992
19960728 1360.55848 1365.63794 1366.03760 1365.23767
19960729 1360.52844 1365.60779 1366.01367 1365.19995
19960730 1360.45413 1365.53320 1365.91455 1365.15198
19960731 1360.35210 1365.43079 1365.83057 1365.03040
19960801 1360.31038 1365.38892 1365.77576 1365.00171
19960802 1360.29384 1365.37231 1365.72888 1365.01636
19960803 1360.33033 1365.40894 1365.76135 1365.05981
19960804 1360.42859 1365.50757 1365.85229 1365.16357
19960805 1360.54887 1365.62830 1365.95972 1365.29810
19960806 1360.58961 1365.66919 1366.02600 1365.32751
19960807 1360.61965 1365.69934 1366.04419 1365.35535
19960808 1360.54243 1365.62183 1365.97729 1365.26392
19960809 1360.46812 1365.54724 1365.91992 1365.17456
19960810 1360.43042 1365.50940 1365.88464 1365.13049
19960811 1360.36827 1365.44702 1365.82886 1365.06506
19960812 1360.42616 1365.50513 1365.87866 1365.13171
19960813 1360.51871 1365.59802 1365.94824 1365.24731
19960814 1360.48296 1365.56213 1365.94348 1365.18054
19960815 1360.42264 1365.50159 1365.88318 1365.11987
19960816 1360.41923 1365.49817 1365.86401 1365.13257
19960817 1360.44878 1365.52783 1365.90613 1365.14954
19960818 1360.45340 1365.53247 1365.90735 1365.15332
19960819 1360.44209 1365.52112 1365.88904 1365.15332
19960820 1360.45012 1365.52917 1365.89563 1365.16272
19960821 1360.44234 1365.52136 1365.88562 1365.15710
19960822 1360.46617 1365.54529 1365.90405 1365.18665
19960823 1360.53331 1365.61267 1365.95715 1365.26465
19960824 1360.62610 1365.70581 1366.07532 1365.33643
19960825 1360.73470 1365.81482 1366.19006 1365.43945
19960826 1360.76280 1365.84302 1366.21423 1365.47192
19960827 1360.72084 1365.80090 1366.17676 1365.42505
19960828 1360.69542 1365.77539 1366.12817 1365.42249
19960829 1360.64763 1365.72742 1366.10559 1365.34937
19960830 1360.67438 1365.75427 1366.13696 1365.37183
19960831 1360.71889 1365.79895 1366.16284 1365.43506
19960901 1360.74796 1365.82813 1366.20349 1365.45288
19960902 1360.77569 1365.85596 1366.20435 1365.50427
19960903 1360.73604 1365.81616 1366.16614 1365.46619
19960904 1360.63887 1365.71863 1366.06702 1365.37000
19960905 1360.55775 1365.63721 1365.99561 1365.27893
19960906 1360.49269 1365.57190 1365.95020 1365.19385
19960907 1360.51470 1365.59399 1365.96631 1365.21802
19960908 1360.53002 1365.60938 1365.96448 1365.25427
19960909 1360.53695 1365.61633 1365.98608 1365.24670
19960910  -99.00000  -99.00000  -99.00000  -99.00000
19960911  -99.00000  -99.00000  -99.00000  -99.00000
19960912  -99.00000  -99.00000  -99.00000  -99.00000
19960913  -99.00000  -99.00000  -99.00000  -99.00000
19960914 1360.49585 1365.57507  -99.00000 1365.21924
19960915 1360.47882 1365.55798  -99.00000 1365.20190
19960916 1360.42434 1365.50330  -99.00000 1365.14709
19960917 1360.54060 1365.62000 1365.98022 1365.28198
19960918 1360.56359 1365.64307 1365.99548 1365.29077
19960919 1360.56663 1365.64612 1366.01587 1365.27649
19960920 1360.60761 1365.68726 1366.06104 1365.31360
19960921 1360.69810 1365.77808 1366.12830 1365.42773
19960922 1360.71658 1365.79663 1366.15710 1365.43347
19960923 1360.74893 1365.82910 1366.18982 1365.46851
19960924 1360.70953 1365.78955 1366.14478 1365.43445
19960925 1360.72473 1365.80481 1366.13916 1365.47021
19960926 1360.71366 1365.79370 1366.11841 1365.46863
19960927 1360.67912 1365.75903 1366.11707 1365.40454
19960928 1360.70223 1365.78223 1366.12891 1365.43506
19960929 1360.69080 1365.77075 1366.10645 1365.43677
19960930 1360.66903 1365.74890 1366.08447 1365.42358
19961001 1360.60275 1365.68237 1366.01270 1365.35168
19961002 1360.50485 1365.58411 1365.93457 1365.22803
19961003 1360.49475 1365.57397 1365.91003 1365.23767
19961004 1360.53951 1365.61890 1365.91492 1365.32190
19961005 1360.49244 1365.57166 1365.88318 1365.25952
19961006 1360.45097 1365.53003 1365.87964 1365.18042
19961007 1360.44526 1365.52429 1365.86389 1365.17908
19961008 1360.45936 1365.53845 1365.86670 1365.20972
19961009 1360.48089 1365.56006 1365.87231 1365.24695
19961010 1360.47967 1365.55884 1365.88159 1365.23535
19961011 1360.45049 1365.52954 1365.86707 1365.19165
19961012 1360.45596 1365.53503 1365.88037 1365.18579
19961013 1360.44538 1365.52441 1365.85791 1365.19043
19961014 1360.48393 1365.56311 1365.89856 1365.22705
19961015 1360.50388 1365.58313 1365.90454 1365.26050
19961016 1360.50679 1365.58606 1365.90930 1365.26160
19961017 1360.58852 1365.66809 1365.96838 1365.36292
19961018 1360.64921 1365.72900 1366.04907 1365.42126
19961019 1360.64714 1365.72693 1366.06555 1365.38757
19961020 1360.63680 1365.71655 1366.08228 1365.35181
19961021 1360.64410 1365.72388 1366.09094 1365.35815
19961022 1360.67766 1365.75757 1366.10620 1365.40771
19961023 1360.65127 1365.73108 1366.10583 1365.35864
19961024 1360.70333 1365.78333 1366.12927 1365.43713
19961025 1360.64775 1365.72754 1366.11279 1365.34583
19961026 1360.63777 1365.71753 1366.06311 1365.37195
19961027 1360.63802 1365.71777 1366.06702 1365.36438
19961028 1360.58913 1365.66870 1366.02063 1365.32471
19961029 1360.56578 1365.64526 1365.97791 1365.31091
19961030 1360.49415 1365.57336 1365.93066 1365.21765
19961031 1360.47712 1365.55627 1365.90698 1365.20630
19961101 1360.51470 1365.59399 1365.92603 1365.25562
19961102 1360.49609 1365.57532 1365.93323 1365.21924
19961103 1360.49889 1365.57813 1365.92102 1365.23499
19961104 1360.48162 1365.56079 1365.92017 1365.20349
19961105 1360.49305 1365.57227 1365.91589 1365.22839
19961106 1360.50910 1365.58838 1365.95740 1365.22241
19961107 1360.53975 1365.61914 1365.96167 1365.27625
19961108 1360.51044 1365.58972 1365.95422 1365.22815
19961109 1360.50996 1365.58923 1365.95105 1365.22681
19961110 1360.53890 1365.61829 1365.98547 1365.25317
19961111 1360.59983 1365.67944 1366.01636 1365.34204
19961112 1360.61017 1365.68982 1366.05383 1365.32861
19961113 1360.66198 1365.74182 1366.06519 1365.43787
19961114 1360.69883 1365.77881 1366.13940 1365.42053
19961115 1360.72996 1365.81006 1366.16797 1365.45386
19961116 1360.78019 1365.86047 1366.18555 1365.53015
19961117 1360.78359 1365.86389 1366.21667 1365.51074
19961118 1360.75076 1365.83093 1366.20264 1365.46289
19961119 1360.75538 1365.83557 1366.20374 1365.47046
19961120 1360.74528 1365.82544 1366.18201 1365.46997
19961121 1360.73957 1365.81970 1366.18799 1365.44763
19961122 1360.66271 1365.74255 1366.10205 1365.38940
19961123 1360.35952 1365.43823 1365.77930 1365.09229
19961124 1360.04356 1365.12109 1365.46118 1364.77966
19961125 1359.64441 1364.72046 1365.08325 1364.35962
19961126 1359.68138 1364.75757 1365.10364 1364.41345
19961127 1359.77199 1364.84851 1365.20020 1364.49707
19961128 1359.91002 1364.98706 1365.31824 1364.65320
19961129 1360.16736 1365.24536 1365.57825 1364.91003
19961130 1360.42057 1365.49951 1365.84119 1365.17065
19961201 1360.56967 1365.64917 1365.99744 1365.29163
19961202 1360.58171 1365.66125 1366.03015 1365.29382
19961203 1360.53550 1365.61487 1365.97229 1365.25842
19961204 1360.54437 1365.62378 1365.96350 1365.28271
19961205 1360.51020 1365.58948 1365.93689 1365.24182
19961206 1360.53732 1365.61670 1365.96704 1365.26465
19961207 1360.56590 1365.64539 1365.98853 1365.30139
19961208 1360.55264 1365.63208 1365.96545 1365.29651
19961209 1360.55654 1365.63599 1365.97791 1365.29297
19961210 1360.57916 1365.65869 1366.01135 1365.30664
19961211 1360.62695 1365.70667 1366.03796 1365.37183
19961212 1360.68119 1365.76111 1366.09912 1365.42139
19961213 1360.76669 1365.84692 1366.18994 1365.50281
19961214 1360.81132 1365.89172 1366.21594 1365.56396
19961215 1360.76669 1365.84692 1366.18372 1365.50818
19961216 1360.73470 1365.81482 1366.14783 1365.47754
19961217 1360.77909 1365.85938 1366.18469 1365.53064
19961218 1360.80074 1365.88110 1366.21814 1365.54224
19961219 1360.83102 1365.91150 1366.26721 1365.55640
19961220 1360.87031 1365.95093 1366.29309 1365.60742
19961221 1360.87116 1365.95178 1366.28625 1365.61182
19961222 1360.84100 1365.92151 1366.25793 1365.58301
19961223 1360.76499 1365.84521 1366.19458 1365.49561
19961224 1360.70612 1365.78613 1366.11389 1365.45508
19961225 1360.66356 1365.74341 1366.10522 1365.36487
19961226 1360.67389 1365.75378 1366.10925 1365.39673
19961227 1360.65492 1365.73474 1366.10522 1365.36621
19961228 1360.63169 1365.71143 1366.08032 1365.34448
19961229 1360.55909 1365.63855 1366.01257 1365.26697
19961230 1360.55106 1365.63049 1365.99292 1365.26892
19961231 1360.58816 1365.66772 1366.01147 1365.31824
19970101 1360.59691 1365.67651 1366.02820 1365.32446
19970102 1360.61455 1365.69421 1366.04749 1365.34082
19970103 1360.67268 1365.75256 1366.09619 1365.40759
19970104 1360.66453 1365.74438 1366.10291 1365.38635
19970105 1360.66623 1365.74609 1366.09998 1365.39380
19970106 1360.64726 1365.72705 1366.06970 1365.38281
19970107 1360.67499 1365.75488 1366.10571 1365.40344
19970108 1360.73178 1365.81189 1366.17371 1365.45056
19970109 1360.76207 1365.84229 1366.21252 1365.47339
19970110 1360.80439 1365.88477 1366.22827 1365.53809
19970111 1360.79077 1365.87109 1366.22473 1365.51709
19970112 1360.73519 1365.81531 1366.16492 1365.46472
19970113 1360.71756 1365.79761 1366.14868 1365.44580
19970114 1360.76194 1365.84216 1366.17163 1365.50964
19970115 1360.73385 1365.81396 1366.13037 1365.48340
19970116 1360.71561 1365.79565 1366.16260 1365.42944
19970117 1360.76450 1365.84473 1366.16980 1365.51587
19970118 1360.70247 1365.78247 1366.13025 1365.43335
19970119 1360.68058 1365.76050 1366.11560 1365.40454
19970120 1360.68362 1365.76355 1366.09045 1365.42883
19970121 1360.66246 1365.74231 1366.13525 1365.35254
19970122 1360.62160 1365.70129 1366.07532 1365.32837
19970123 1360.62367 1365.70337 1366.09082 1365.31836
19970124 1360.65723 1365.73706 1366.11401 1365.36121
19970125 1360.65663 1365.73645 1366.09082 1365.37830
19970126 1360.60202 1365.68164 1366.07080 1365.29480
19970127 1360.58317 1365.66272 1366.04370 1365.28308
19970128 1360.62586 1365.70557 1366.08044 1365.33142
19970129 1360.61163 1365.69128 1366.07544 1365.30872
19970130 1360.62975 1365.70947 1366.08325 1365.33643
19970131 1360.66052 1365.74036 1366.10620 1365.37402
19970201 1360.65675 1365.73657 1366.11792 1365.35632
19970202 1360.63632 1365.71606 1366.08704 1365.34509
19970203 1360.50692 1365.58618 1365.97205 1365.20178
19970204 1360.58852 1365.66809 1366.04968 1365.29285
19970205 1360.71634 1365.79639 1366.17542 1365.41809
19970206 1360.76584 1365.84607 1366.21680 1365.47510
19970207 1360.75465 1365.83484 1366.22327 1365.44800
19970208 1360.72388 1365.80396 1366.19055 1365.41870
19970209 1360.74285 1365.82300 1366.18579 1365.45679
19970210 1360.71804 1365.79810 1366.16504 1365.43054
19970211 1360.70065 1365.78064 1366.14038 1365.41943
19970212 1360.68289 1365.76282 1366.13452 1365.39087
19970213 1360.65188 1365.73169 1366.11707 1365.34729
19970214 1360.63607 1365.71582 1366.09973 1365.32703
19970215 1360.63230 1365.71204 1366.07996 1365.34326
19970216 1360.65845 1365.73828 1366.09106 1365.38330
19970217 1360.62634 1365.70605 1366.08826 1365.32422
19970218 1360.64057 1365.72034 1366.10217 1365.33887
19970219 1360.63291 1365.71265 1366.09155 1365.33362
19970220 1360.61224 1365.69189 1366.07568 1365.30859
19970221 1360.60117 1365.68079 1366.07190 1365.29089
19970222 1360.58718 1365.66675 1366.07764 1365.25854
19970223 1360.61053 1365.69019 1366.09033 1365.29163
19970224 1360.67231 1365.75220 1366.12256 1365.37817
19970225 1360.70381 1365.78381 1366.16223 1365.40527
19970226 1360.72899 1365.80908 1366.18396 1365.43530
19970227 1360.73032 1365.81042 1366.18567 1365.43469
19970228 1360.69214 1365.77209 1366.17114 1365.37390
19970301 1360.77180 1365.85205 1366.17981 1365.53870
19970302 1360.72899 1365.80908 1366.17896 1365.46118
19970303 1360.74553 1365.82568 1366.20691 1365.44434
19970304 1360.73409 1365.81421 1366.20850 1365.42017
19970305 1360.75100 1365.83118 1366.23767 1365.42529
19970306 1360.72096 1365.80103 1366.18884 1365.41406
19970307 1360.74431 1365.82446 1366.21033 1365.43860
19970308 1360.75915 1365.83936 1366.25757 1365.42151
19970309 1360.76353 1365.84375 1366.24622 1365.44128
19970310 1360.73701 1365.81714 1366.19690 1365.43738
19970311 1360.72777 1365.80786 1366.18884 1365.42639
19970312 1360.69652 1365.77649 1366.18518 1365.36755
19970313 1360.73738 1365.81750 1366.19604 1365.43909
19970314 1360.69956 1365.77954 1366.16309 1365.39600
19970315 1360.72789 1365.80798 1366.18494 1365.43115
19970316 1360.74407 1365.82422 1366.20337 1365.44531
19970317 1360.72291 1365.80298 1366.19116 1365.41467
19970318 1360.68630 1365.76624 1366.14844 1365.38403
19970319 1360.57478 1365.65430 1366.04163 1365.26697
19970320 1360.54474 1365.62415 1366.02197 1365.22607
19970321 1360.56079 1365.64026 1366.03125 1365.24988
19970322 1360.55568 1365.63513 1366.03516 1365.23499
19970323 1360.58341 1365.66296 1366.06689 1365.25879
19970324 1360.58572 1365.66528 1366.06787 1365.26245
19970325 1360.61515 1365.69482 1366.08423 1365.30542
19970326 1360.60324 1365.68286 1366.07959 1365.28662
19970327 1360.65079 1365.73059 1366.11682 1365.34436
