 51  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
;This dataset is freely available with one restriction:
;If you use the data or some product based on the data in a published 
;paper refer to one of the publications and acknowlege receipt of the 
;dataset (mention version used) from VIRGO Team through PMOD/WRC, Davos,
;Switzerland, and acknowledge "unpublished data from the VIRGO Experiment 
;on the cooperative ESA/NASA Mission SoHO"
;The data are also available from the ftp server OBSUN.PMODWRC.CH in the directory 
;/data/irradiance/virgo/virgo_tsi_d_v4_901.dat or virgo_tsi_h_v4_901.dat
;as daily and hourly values respectively. These files contain VIRGO, DIARAD 
;and PMO6-V data at level 2.0 (determined by comparison of level 1.8 data 
;of DIARAD and PMO6-V: non-exposure dependent changes) and level 1.8 (determined 
;by comparison of backup and operational individual radiometers: exposure dependent 
;changes). The level 1.8 DIARAD data are also available from 
;http://remotesensing.oma.be/solarconstant/virgo/diarad_data.htm
;
;Selected REFERENCES:
;(1)   Fr{\"o}hlich, C., Crommelynck, D., Wehrli, C., Anklin, M., Dewitte, S., Fichot,
;      A., Finsterle, W., Jim{\e}nez, A., Chevalier, A. and Roth, H.~J.: 1997,
;      In-flight performances of {VIRGO} solar irradiance instruments on {SOHO},
20000408 1366.92773 1367.36121 1366.49438 1367.70093 1366.73511
20000409 1366.87598 1367.34656 1366.40430 1367.68713 1366.64600
20000410 1366.89685 1367.34412 1366.44946 1367.68555 1366.69177
20000411 1366.89746 1367.34534 1366.44324 1367.68762 1366.68665
20000412 1366.81018 1367.26123 1366.35913 1367.60474 1366.60413
20000413 1366.83789 1367.28015 1366.39551 1367.62488 1366.64246
20000414 1366.78625 1367.23718 1366.33545 1367.58301 1366.58435
20000415 1366.62378 1367.09839 1366.14905 1367.44543 1366.39941
20000416 1366.61731 1367.04810 1366.17615 1367.39624 1366.42798
20000417 1366.59863 1367.05139 1366.14282 1367.40063 1366.39600
20000418 1366.66309 1367.09424 1366.22327 1367.44458 1366.47766
20000419 1366.76379 1367.20850 1366.28638 1367.55981 1366.54211
20000420 1366.76074 1367.21350 1366.30786 1367.56592 1366.56482
20000421 1366.57666 1367.00110 1366.12781 1367.35449 1366.38599
20000422 1366.02942 1366.47095 1365.58801 1366.82532 1365.84753
20000423 1365.30896 1365.75183 1364.86597 1366.10718 1365.12659
20000424 1364.80444 1365.23572 1364.36584 1365.59216 1364.62744
20000425 1364.62720 1365.07690 1364.17749 1365.43445 1364.43994
20000426 1364.82080 1365.26367 1364.37317 1365.62231 1364.63660
20000427 1365.09802 1365.52515 1364.64941 1365.88477 1364.91382
20000428 1365.23132 1365.68298 1364.77966 1366.04370 1365.04492
20000429 1365.61816 1366.07544 1365.17749 1366.43713 1365.44348
20000430 1366.05811 1366.49976 1365.62573 1366.86230 1365.89270
20000501 1366.42224 1366.87500 1365.95361 1367.23840 1366.22119
20000502 1366.67163 1367.12842 1366.21484 1367.49255 1366.48328
20000503 1366.76489 1367.21533 1366.31201 1367.58008 1366.58118
20000504 1366.69873 1367.15491 1366.24268 1367.52026 1366.51257
20000505 1366.74011 1367.18921 1366.29114 1367.55493 1366.56165
20000506 1366.74548 1367.21057 1366.28662 1367.57617 1366.55762
20000507 1366.76208 1367.23206 1366.29211 1367.59741 1366.56360
20000508 1366.76904 1367.22974 1366.30835 1367.59460 1366.58032
20000509 1366.63977 1367.13489 1366.14478 1367.49915 1366.41760
20000510 1366.44678 1366.89929 1365.99109 1367.26306 1366.26489
20000511 1366.04858 1366.50635 1365.59082 1366.86951 1365.86536
20000512 1365.95728 1366.42358 1365.49158 1366.78638 1365.76660
20000513 1366.09155 1366.51270 1365.66028 1366.87537 1365.93567
20000514 1366.04651 1366.51465 1365.57849 1366.87708 1365.85437
20000515 1365.90833 1366.36841 1365.44824 1366.73010 1365.72510
20000516 1365.60193 1366.03931 1365.16870 1366.40027 1365.44653
20000517 1365.14075 1365.59692 1364.66882 1365.95715 1364.94763
20000518 1364.87622 1365.33923 1364.41333 1365.69910 1364.69275
20000519 1364.70984 1365.18860 1364.23108 1365.54834 1364.51099
20000520 1364.66492 1365.11182 1364.22632 1365.47144 1364.50659
20000521 1365.10925 1365.56592 1364.66638 1365.92542 1364.94727
20000522 1365.66492 1366.11084 1365.21899 1366.47034 1365.50024
20000523 1366.10938 1366.56714 1365.65161 1366.92664 1365.93347
20000524 1366.45313 1366.85400 1366.03662 1367.21362 1366.31897
20000525 1366.48022 1366.92261 1366.03564 1367.28259 1366.31873
20000526 1366.33215 1366.80835 1365.85596 1367.16846 1366.13953
20000527 1366.20105 1366.67065 1365.73157 1367.03088 1366.01550
20000528 1366.11072 1366.59094 1365.63062 1366.95142 1365.91479
20000529 1366.00427 1366.48157 1365.52698 1366.84204 1365.81152
20000530 1365.86401 1366.32825 1365.40015 1366.68848 1365.68494
20000531 1365.73621 1366.23059 1365.24182 1366.59045 1365.52698
20000601 1365.83081 1366.31128 1365.35034 1366.67078 1365.63586
20000602 1366.06641 1366.52112 1365.61169 1366.88037 1365.89758
20000603 1366.10364 1366.59753 1365.60986 1366.95667 1365.89600
20000604 1366.06116 1366.55017 1365.57214 1366.90918 1365.85840
20000605 1366.03625 1366.50500 1365.56763 1366.86414 1365.85400
20000606 1366.03333 1366.51111 1365.55920 1366.87048 1365.84558
20000607 1366.05237 1366.52686 1365.57800 1366.88635 1365.86450
20000608 1366.04236 1366.52136 1365.56348 1366.88123 1365.85010
20000609 1366.06372 1366.53296 1365.59863 1366.89331 1365.88550
20000610 1366.24817 1366.71155 1365.78491 1367.07214 1366.07202
20000611 1366.23816 1366.70642 1365.76978 1367.06714 1366.05725
20000612 1366.04675 1366.51160 1365.58191 1366.87219 1365.86975
20000613 1366.11377 1366.57886 1365.64880 1366.93933 1365.93689
20000614 1366.28711 1366.72498 1365.84912 1367.08545 1366.13757
20000615 1366.50244 1366.94470 1366.06006 1367.30518 1366.34863
20000616 1366.50378 1366.94946 1366.05811 1367.30957 1366.34705
20000617 1366.38879 1366.83069 1365.94690 1367.19006 1366.23608
20000618 1366.17993 1366.61938 1365.74048 1366.97791 1366.03003
20000619 1366.23743 1366.66125 1365.81360 1367.01868 1366.10339
20000620 1366.26025 1366.70789 1365.81274 1367.06433 1366.10291
20000621 1366.32153 1366.78442 1365.85852 1367.13965 1366.14917
20000622 1366.54932 1367.02393 1366.07483 1367.37805 1366.36572
20000623 1366.58997 1367.03748 1366.14246 1367.39087 1366.43347
20000624 1366.46265 1366.89905 1366.02637 1367.25183 1366.31738
20000625 1366.12451 1366.56677 1365.68225 1366.91895 1365.97327
20000626 1365.82471 1366.27112 1365.37830 1366.62280 1365.66919
20000627 1365.69751 1366.13159 1365.26331 1366.48303 1365.55408
20000628 1365.61023 1366.04675 1365.17371 1366.39771 1365.46436
20000629 1365.65173 1366.07886 1365.23474 1366.42957 1365.52527
20000630 1365.89368 1366.34583 1365.44141 1366.69629 1365.73193
20000701 1366.18579 1366.64502 1365.72656 1366.99524 1366.01697
20000702 1366.38367 1366.83643 1365.93091 1367.18665 1366.22144
20000703 1366.42896 1366.88330 1365.97449 1367.23364 1366.26514
20000704 1366.40942 1366.86353 1365.95520 1367.21375 1366.24609
20000705 1366.21741 1366.67432 1365.76038 1367.02441 1366.05151
20000706 1366.00928 1366.46802 1365.55042 1366.81787 1365.84192
20000707 1365.95789 1366.41577 1365.50073 1366.76526 1365.79260
20000708 1365.80103 1366.27795 1365.32471 1366.62695 1365.61694
20000709 1365.88672 1366.34326 1365.42676 1366.69165 1365.71936
20000710 1365.82629 1366.26660 1365.38599 1366.61462 1365.67896
20000711 1365.75024 1366.17346 1365.30945 1366.52112 1365.60291
20000712 1365.80896 1366.22424 1365.37598 1366.57166 1365.67017
20000713 1365.97961 1366.43860 1365.52527 1366.78577 1365.82007
20000714 1366.24207 1366.70947 1365.75891 1367.05615 1366.05444
20000715 1366.46326 1366.91785 1366.00159 1367.26379 1366.29810
20000716 1366.44519 1366.91602 1365.97437 1367.26160 1366.27197
20000717 1366.39758 1366.88440 1365.92285 1367.23010 1366.22156
20000718 1366.24719 1366.72437 1365.77600 1367.07031 1366.07581
20000719 1366.01453 1366.48474 1365.48706 1366.83130 1365.78857
20000720 1365.68787 1366.15942 1365.21619 1366.50671 1365.51904
20000721 1365.55188 1366.02148 1365.08423 1366.36975 1365.38879
20000722 1365.83301 1366.29053 1365.39661 1366.63965 1365.70288
20000723 1366.01672 1366.47412 1365.55945 1366.82410 1365.86707
20000724 1366.19788 1366.66345 1365.73230 1367.01428 1366.04114
20000725 1366.24902 1366.72437 1365.77734 1367.07593 1366.08716
20000726 1366.44800 1366.91321 1365.98291 1367.26501 1366.29321
20000727 1366.64172 1367.08899 1366.19397 1367.44080 1366.50439
20000728 1366.63513 1367.08740 1366.18286 1367.43933 1366.49341
20000729 1366.68103 1367.12585 1366.23547 1367.47791 1366.54614
20000730 1366.79846 1367.23267 1366.36438 1367.58472 1366.67517
20000731 1366.88989 1367.28931 1366.47412 1367.64148 1366.78516
20000801 1366.81409 1367.24609 1366.38220 1367.59839 1366.69385
20000802 1366.75476 1367.16614 1366.31848 1367.51855 1366.63098
20000803 1366.70581 1367.16260 1366.25159 1367.51514 1366.56494
20000804 1366.74536 1367.21265 1366.27808 1367.56519 1366.59204
20000805 1366.71423 1367.17615 1366.25220 1367.52893 1366.56665
20000806 1366.70288 1367.16431 1366.24194 1367.51733 1366.55713
20000807 1366.54871 1367.01306 1366.08850 1367.36682 1366.40454
20000808 1366.45776 1366.93542 1365.96802 1367.29016 1366.28528
20000809 1366.45007 1366.93726 1365.96277 1367.29297 1366.28113
20000810 1366.66736 1367.09521 1366.22070 1367.45129 1366.54016
20000811 1366.84912 1367.31677 1366.38147 1367.67346 1366.70203
20000812 1367.16699 1367.62720 1366.70679 1367.98401 1367.02832
20000813 1367.25452 1367.71313 1366.79590 1368.06970 1367.11792
20000814 1367.04395 1367.51086 1366.57715 1367.86694 1366.89917
20000815 1366.71753 1367.15735 1366.27771 1367.51294 1366.59998
20000816 1366.55750 1367.01050 1366.10449 1367.36572 1366.42725
20000817 1366.63086 1367.09546 1366.16846 1367.45020 1366.49170
20000818 1366.75659 1367.21399 1366.30225 1367.56873 1366.62634
20000819 1366.94324 1367.41919 1366.46741 1367.77466 1366.79260
20000820 1367.00574 1367.47192 1366.53967 1367.82874 1366.86633
20000821 1366.83508 1367.29956 1366.37073 1367.65747 1366.69885
20000822 1366.58044 1367.05115 1366.10986 1367.40967 1366.43896
20000823 1366.37378 1366.82007 1365.92737 1367.17908 1366.25757
20000824 1366.37097 1366.80566 1365.92932 1367.16492 1366.26013
20000825 1366.42505 1366.85413 1365.99585 1367.21362 1366.32727
20000826 1366.33850 1366.79163 1365.88318 1367.15112 1366.21484
20000827 1366.25818 1366.72424 1365.79211 1367.08350 1366.12390
20000828 1366.22363 1366.68896 1365.75647 1367.04785 1366.08789
20000829 1366.19995 1366.67261 1365.73718 1367.03101 1366.06812
20000830 1366.37170 1366.82471 1365.91858 1367.18250 1366.24866
20000831 1366.47278 1366.93396 1366.01147 1367.29053 1366.34033
20000901 1366.51257 1366.98230 1366.04272 1367.33740 1366.37012
20000902 1366.46143 1366.91846 1366.00452 1367.27209 1366.33057
20000903 1366.43848 1366.91162 1365.96533 1367.26416 1366.29041
20000904 1366.32983 1366.78992 1365.86975 1367.14148 1366.19409
20000905 1366.20740 1366.66943 1365.74536 1367.02014 1366.06885
20000906 1366.52124 1366.96057 1366.08191 1367.31067 1366.40466
20000907 1366.99194 1367.43420 1366.55615 1367.78381 1366.87817
20000908 1367.22876 1367.69800 1366.75952 1368.04724 1367.08032
20000909 1367.29663 1367.75781 1366.83545 1368.10657 1367.15454
20000910 1367.24219 1367.70605 1366.77087 1368.05432 1367.08777
20000911 1367.11108 1367.54871 1366.67346 1367.89624 1366.98816
20000912 1366.92468 1367.37207 1366.47717 1367.71838 1366.78955
20000913 1366.89880 1367.32373 1366.45020 1367.66833 1366.76013
20000914 1366.64185 1367.06799 1366.21570 1367.41125 1366.52332
20000915 1366.46460 1366.89038 1366.03870 1367.23230 1366.34448
20000916 1366.40015 1366.83850 1365.98572 1367.17896 1366.28943
20000917 1366.26099 1366.71289 1365.80859 1367.05188 1366.11108
20000918 1365.97949 1366.42065 1365.52173 1366.75830 1365.82312
20000919 1365.48572 1365.90686 1365.06470 1366.24329 1365.36536
20000920 1364.94897 1365.37903 1364.51880 1365.71460 1364.81885
20000921 1364.39587 1364.82715 1363.95264 1365.16211 1364.25183
20000922 1363.99048 1364.43201 1363.54883 1364.76648 1363.84717
20000923 1364.11133 1364.55664 1363.66589 1364.89099 1363.96350
20000924 1364.75183 1365.18054 1364.32300 1365.51526 1364.62024
20000925 1365.47546 1365.91492 1365.04163 1366.25012 1365.33875
20000926 1366.11060 1366.50098 1365.69080 1366.83643 1365.98755
20000927 1366.57666 1367.05408 1366.10107 1367.38928 1366.39709
20000928 1366.95605 1367.40466 1366.50745 1367.73950 1366.80225
20000929 1366.80505 1367.23083 1366.37927 1367.56494 1366.67285
20000930 1366.45154 1366.90564 1365.99744 1367.23877 1366.29016
20001001 1366.07581 1366.52576 1365.62585 1366.85779 1365.91772
20001002 1366.09167 1366.51477 1365.66858 1366.84619 1365.95959
20001003 1366.44739 1366.85864 1366.03955 1367.19031 1366.33008
20001004 1366.69019 1367.16858 1366.21179 1367.50098 1366.50195
20001005 1366.99170 1367.45825 1366.52527 1367.79150 1366.81519
20001006 1367.06750 1367.52515 1366.60986 1367.85889 1366.89966
20001007 1366.96619 1367.45483 1366.45813 1367.78906 1366.74792
20001008 1366.90308 1367.36316 1366.42517 1367.69788 1366.71521
20001009 1366.80920 1367.29517 1366.32324 1367.63025 1366.61316
20001010 1366.65625 1367.12048 1366.19214 1367.45569 1366.48206
20001011 1366.58228 1367.03210 1366.12964 1367.36755 1366.41956
20001012 1366.72046 1367.18884 1366.25513 1367.52441 1366.54504
20001013 1366.86072 1367.29651 1366.42114 1367.63245 1366.71106
20001014 1366.79102 1367.25269 1366.32849 1367.58887 1366.61841
20001015 1366.85950 1367.33472 1366.38428 1367.67139 1366.67432
20001016 1367.02747 1367.48096 1366.57397 1367.81848 1366.86401
20001017 1367.08215 1367.52429 1366.63879 1367.86267 1366.92871
20001018 1366.99768 1367.48901 1366.50635 1367.82800 1366.79639
20001019 1366.90906 1367.39038 1366.42664 1367.72998 1366.71655
20001020 1366.72644 1367.20056 1366.25220 1367.54016 1366.54211
20001021 1366.67651 1367.15869 1366.19568 1367.49695 1366.48560
20001022 1366.78345 1367.27405 1366.29297 1367.61011 1366.58289
20001023 1366.95471 1367.43262 1366.47693 1367.76746 1366.76685
20001024 1367.18909 1367.64868 1366.71838 1367.98450 1367.00842
20001025 1367.28589 1367.75684 1366.81494 1368.09485 1367.10486
20001026 1367.26758 1367.74792 1366.78857 1368.08826 1367.07849
20001027 1367.10559 1367.58960 1366.61414 1367.93176 1366.90442
20001028 1367.04419 1367.50195 1366.58789 1367.84570 1366.87830
20001029 1367.12134 1367.52966 1366.69153 1367.87524 1366.98242
20001030 1367.04395 1367.48059 1366.58972 1367.82788 1366.88086
20001031 1367.01990 1367.47510 1366.56140 1367.82422 1366.85291
20001101 1366.82092 1367.28833 1366.35352 1367.63916 1366.64539
20001102 1366.56946 1367.04382 1366.09497 1367.39648 1366.38733
20001103 1366.42200 1366.88562 1365.95972 1367.24023 1366.25256
20001104 1366.49146 1366.94287 1366.03406 1367.29944 1366.32751
20001105 1366.60583 1367.07288 1366.13892 1367.43140 1366.43274
20001106 1366.89087 1367.36096 1366.41870 1367.72156 1366.71289
20001107 1366.97937 1367.45569 1366.50305 1367.81799 1366.79736
20001108 1366.90112 1367.38794 1366.41431 1367.75220 1366.70886
20001109 1366.74109 1367.14001 1366.33521 1367.50623 1366.62988
20001110 1366.50488 1366.92273 1366.08691 1367.29065 1366.38171
20001111 1366.41284 1366.87952 1365.94617 1367.24915 1366.24097
20001112 1366.47339 1366.95325 1365.99341 1367.32471 1366.28809
20001113 1366.48242 1366.93652 1366.03967 1367.30969 1366.33411
20001114 1366.54395 1366.98401 1366.08777 1367.35840 1366.38232
20001115 1366.67395 1367.12158 1366.22351 1367.49719 1366.51794
20001116 1366.68396 1367.12805 1366.23950 1367.50439 1366.53394
20001117 1366.56140 1367.01855 1366.10425 1367.39551 1366.39868
20001118 1366.41101 1366.83447 1365.97461 1367.21191 1366.26941
20001119 1366.26794 1366.71973 1365.81616 1367.09753 1366.11108
20001120 1366.31592 1366.75098 1365.88196 1367.12952 1366.17676
20001121 1366.45728 1366.89966 1366.04175 1367.27893 1366.33643
20001122 1366.56274 1367.00488 1366.10632 1367.38513 1366.40088
20001123 1366.72571 1367.16858 1366.28284 1367.54956 1366.57703
20001124 1366.77454 1367.23535 1366.31116 1367.61731 1366.60498
20001125 1366.85815 1367.32336 1366.39441 1367.70642 1366.68774
20001126 1366.83716 1367.26453 1366.39832 1367.64832 1366.69092
20001127 1366.73682 1367.21106 1366.26270 1367.59521 1366.55469
20001128 1366.72681 1367.14832 1366.27417 1367.53296 1366.56567
20001129 1366.81299 1367.21069  -99.00000 1367.59558  -99.00000
20001130 1366.84436 1367.21289 1366.62708 1367.59790 1366.91882
20001201 1366.92383 1367.31702  -99.00000 1367.70227  -99.00000
20001202 1367.01746 1367.45398 1366.58423 1367.83948 1366.87573
20001203 1367.17847 1367.65991 1366.69751 1368.04578 1366.98865
20001204 1367.25806 1367.72913 1366.77856 1368.11523 1367.06921
20001205 1367.00574 1367.46960 1366.54199 1367.85596 1366.83252
20001206 1366.67053 1367.11499 1366.20435 1367.50171 1366.49475
20001207 1366.52783 1367.00452 1366.04126 1367.39148 1366.33130
20001208 1366.56738 1367.02393 1366.11792 1367.41138 1366.40723
20001209 1366.64380 1367.07874 1366.19043 1367.46680 1366.47888
20001210 1366.72437 1367.19141 1366.25732 1367.57971 1366.54504
20001211 1366.80347 1367.28442 1366.32727 1367.67297 1366.61462
20001212 1366.84338 1367.28711 1366.38757 1367.67566 1366.67468
20001213 1366.69983 1367.15601 1366.23767 1367.54468 1366.52466
20001214 1366.57141 1367.03674 1366.10620 1367.42554 1366.39270
20001215 1366.51013 1366.97083 1366.05127 1367.35974 1366.33716
20001216 1366.66553 1367.14429 1366.20483 1367.53345 1366.49023
20001217 1366.88025 1367.35498 1366.41870 1367.74438 1366.70374
20001218 1367.14087 1367.63452 1366.64709 1368.02405 1366.93188
20001219 1367.23462 1367.70947 1366.75977 1368.09912 1367.04407
20001220 1367.17261 1367.65247 1366.69141 1368.04224 1366.97473
20001221 1367.02563 1367.50256 1366.54871 1367.89246 1366.83093
20001222 1366.85864 1367.31543 1366.39197 1367.70544 1366.67322
20001223 1366.71326 1367.19641 1366.23071 1367.58643 1366.51123
20001224 1366.66248 1367.13196 1366.18494 1367.52197 1366.46497
20001225 1366.67871 1367.14075 1366.20422 1367.53076 1366.48352
20001226 1366.67615 1367.14417 1366.21338 1367.53418 1366.49158
20001227 1366.72473 1367.16284 1366.25940 1367.55273 1366.53625
20001228 1366.67517 1367.11279 1366.22644 1367.50269 1366.50195
20001229 1366.60486 1367.05286 1366.13782 1367.44275 1366.41223
20001230 1366.43774 1366.90381 1365.97168 1367.29370 1366.24500
20001231 1366.22400 1366.67969 1365.76282 1367.06970 1366.03503
20010101 1366.06995 1366.52087 1365.61890 1366.91101 1365.89001
20010102 1366.19690 1366.65918 1365.73572 1367.04944 1366.00525
20010103 1366.32983 1366.81897 1365.84082 1367.20935 1366.10901
20010104 1366.44446 1366.91858 1365.96448 1367.30920 1366.23169
20010105 1366.65735 1367.12036  -99.00000 1367.51111  -99.00000
20010106 1366.89343 1367.35864 1366.42297 1367.74951 1366.68835
20010107 1366.99634 1367.46558 1366.51025 1367.85645 1366.77441
20010108 1366.98120 1367.44873 1366.51367 1367.83984 1366.77637
20010109 1366.94092 1367.37146 1366.51416 1367.76257 1366.77441
20010110 1366.76245 1367.20056 1366.30737 1367.59180 1366.56458
20010111 1366.59351 1367.06177 1366.12512 1367.45313 1366.37842
20010112 1366.41833 1366.86865 1365.96790 1367.26025 1366.21790
20010113 1366.27673 1366.72668 1365.82971 1367.11841 1366.07825
20010114 1366.38782 1366.84363  -99.00000 1367.23535  -99.00000
20010115 1366.64490  -99.00000 1366.21094  -99.00000 1366.45837
20010116 1366.86450 1367.32544 1366.40979 1367.71741 1366.65625
20010117 1367.06458 1367.49841 1366.60876 1367.89050 1366.85413
20010118 1367.06604 1367.52112 1366.61035 1367.91321 1366.85461
20010119 1366.99109 1367.42029 1366.56189 1367.81262 1366.80481
20010120 1366.90723 1367.32935 1366.48511 1367.72180 1366.72656
20010121 1366.84827 1367.27808 1366.41846 1367.67065 1366.65833
20010122 1366.83350 1367.28625 1366.38062 1367.67896 1366.61877
20010123 1366.97009 1367.39795 1366.52405 1367.79065 1366.76050
20010124 1366.78857 1367.22253 1366.34070 1367.61536 1366.57544
20010125 1366.73889 1367.18286 1366.30334 1367.57581 1366.53662
20010126 1366.82983 1367.26379 1366.38232 1367.65686 1366.61438
20010127 1366.77075 1367.21619 1366.32532 1367.60938 1366.55640
20010128 1366.79260 1367.23474 1366.35046 1367.62805 1366.58130
20010129 1366.90967 1367.34412 1366.47437 1367.73755 1366.70532
20010130 1366.93018 1367.39722 1366.46301 1367.79077 1366.69421
20010131 1367.04333 1367.47717 1366.60938 1367.87085 1366.84070
20010201 1367.10889 1367.54346 1366.65930 1367.93726 1366.89050
20010202 1367.07739 1367.51074 1366.63354 1367.90454 1366.86487
20010203 1367.06042 1367.51367 1366.60315 1367.90759 1366.83423
20010204 1367.17688 1367.62292 1366.71533 1368.01697 1366.94617
20010205 1367.07153 1367.51550 1366.61646 1367.90979 1366.84692
20010206 1366.82678 1367.27039 1366.37939 1367.66467 1366.60901
20010207 1366.69446 1367.13721 1366.25171 1367.53162 1366.48035
20010208 1366.69006 1367.13416 1366.24609 1367.52856 1366.47375
20010209 1366.74707 1367.21875 1366.27551 1367.61340 1366.50269
20010210 1366.70178 1367.14270 1366.24927 1367.53748 1366.47595
20010211 1366.73035 1367.19080 1366.27087 1367.58557 1366.49707
20010212 1366.78125 1367.27222 1366.30725 1367.66711 1366.53296
20010213 1366.76611 1367.23718 1366.29504 1367.63220 1366.52026
20010214 1366.79248 1367.22534 1366.34656 1367.62048 1366.57117
20010215 1366.77612 1367.21936 1366.33276 1367.61462 1366.55688
20010216 1366.75012 1367.22205 1366.27808 1367.61743 1366.50171
20010217 1366.68262 1367.15833 1366.20703 1367.55371 1366.43018
20010218 1366.67517 1367.15320 1366.19727 1367.54871 1366.41992
20010219 1366.65857 1367.11023 1366.20251 1367.50598 1366.42480
20010220 1366.65845 1367.12573 1366.19470 1367.52148 1366.41638
20010221 1366.74402 1367.20508 1366.28564 1367.60083 1366.50684
20010222 1366.86414 1367.32275 1366.40356 1367.71875 1366.62427
20010223 1366.82446 1367.32971 1366.33472 1367.72583 1366.55469
20010224 1366.82434 1367.30737 1366.34766 1367.70349 1366.56677
20010225 1366.82275 1367.29541 1366.35022 1367.69165 1366.56824
20010226 1366.75562 1367.22449 1366.28894 1367.62085 1366.50610
20010227 1366.78442 1367.27148 1366.29724 1367.66797 1366.51379
20010228 1366.81433 1367.27515 1366.34717 1367.67175 1366.56348
20010301 1366.90918 1367.39819 1366.42029 1367.79480 1366.63635
20010302 1366.99182 1367.48645 1366.49719 1367.88318 1366.71313
20010303 1366.95300 1367.44800 1366.45813 1367.84485 1366.67419
20010304 1366.75330 1367.24658 1366.25989 1367.64355 1366.47632
20010305 1366.55078 1367.06567 1366.03601 1367.46265 1366.25354
20010306 1366.31580 1366.80042 1365.82837 1367.19751 1366.04736
20010307 1366.28406 1366.77393 1365.79431 1367.17114 1366.01489
20010308 1366.34460 1366.82043 1365.87170 1367.21777 1366.09375
20010309 1366.54773 1367.01062 1366.08899 1367.40796 1366.31287
20010310 1366.71448 1367.17407 1366.25500 1367.57153 1366.48047
20010311 1366.90393 1367.32141 1366.47473 1367.71899 1366.70215
20010312 1366.84180 1367.30469 1366.37878 1367.70239 1366.60791
20010313 1366.74951 1367.18726 1366.31165 1367.58508 1366.54272
20010314 1366.53564 1366.99658 1366.07483 1367.39453 1366.30774
20010315 1366.42712 1366.89331 1365.96191 1367.29138 1366.19678
20010316 1366.40405 1366.86646 1365.94861 1367.26453 1366.18555
20010317 1366.52051 1366.98376 1366.05725 1367.38196 1366.29626
20010318 1366.60986 1367.08911 1366.13049 1367.48743 1366.37158
20010319 1366.69775 1367.17480 1366.22058 1367.57312 1366.46362
20010320 1366.82141 1367.31079 1366.33191 1367.70935 1366.57678
20010321 1366.79968 1367.27051 1366.32874 1367.66919 1366.57520
20010322 1366.57996 1367.04810 1366.11169 1367.44678 1366.35999
20010323 1366.43359 1366.85400 1365.97351 1367.25269 1366.22388
20010324 1366.28796 1366.74792 1365.82813 1367.14673 1366.08081
20010325 1365.95740 1366.47937 1365.43555 1366.87830 1365.69031
20010326 1365.41602 1365.92346 1364.91125 1366.32251 1365.16760
20010327 1364.48120 1364.84180 1364.00244 1365.24084 1364.26025
20010328 1364.05444 1364.53601 1363.57300 1364.93518 1363.83228
20010329 1364.25439 1364.73962 1363.76917 1365.13892 1364.03027
20010330 1364.62573 1365.08679 1364.16467 1365.48621 1364.42773
20010331 1365.14880 1365.62195 1364.67566 1366.02148 1364.94055
20010401 1365.54834 1366.02710 1365.06958 1366.42664 1365.33643
20010402 1366.02502 1366.50427 1365.54565 1366.90393 1365.81445
20010403 1366.40588 1366.89734 1365.91455 1367.29712 1366.18567
20010404 1366.57727 1367.06641 1366.08606 1367.46643 1366.35938
20010405 1366.44067 1366.91724 1365.94519 1367.31750 1366.22180
20010406 1366.08337 1366.59436 1365.57361 1366.99487 1365.85266
20010407 1365.91663 1366.45093 1365.38794 1366.85144 1365.67004
20010408 1365.75830 1366.25525 1365.26135 1366.65576 1365.54626
20010409 1365.70361 1366.17688 1365.23035 1366.57739 1365.51819
20010410 1365.72412 1366.19336 1365.25500 1366.59363 1365.54565
20010411 1365.80420 1366.27209 1365.33618 1366.67200 1365.62952
20010412 1365.99707 1366.45410 1365.54016 1366.85339 1365.83630
20010413 1366.27905 1366.71423 1365.84399 1367.11279 1366.14307
20010414 1366.39709 1366.83997 1365.95422 1367.23767 1366.25610
20010415 1366.47156 1366.90479 1366.05017 1367.30139 1366.35510
20010416 1366.39526 1366.80493 1365.98560 1367.20032 1366.29297
20010417 1366.30981 1366.72815 1365.89160 1367.12219 1366.20117
20010418 1366.27075 1366.69958 1365.84204 1367.09229 1366.15356
20010419 1366.25916 1366.66797 1365.85034 1367.05933 1366.16333
20010420 1366.16077 1366.59607 1365.72534 1366.98596 1366.03931
20010421 1365.85193 1366.26245 1365.44128 1366.65100 1365.75610
20010422 1365.67993 1366.10767 1365.25220 1366.49475 1365.56787
20010423 1365.69312 1366.09668 1365.28955 1366.48242 1365.60596
20010424 1365.61487 1366.04553 1365.18420 1366.43005 1365.50171
20010425 1365.73645 1366.13928 1365.33630 1366.52283 1365.65527
20010426 1365.93201 1366.35352 1365.51062 1366.73621 1365.83130
20010427 1366.07532 1366.51050 1365.64014 1366.89233 1365.96265
20010428 1366.26685 1366.70886 1365.82495 1367.08984 1366.14941
20010429 1366.44055 1366.87805 1366.00305 1367.25842 1366.32959
20010430 1366.53857 1366.98035 1366.09680 1367.36011 1366.42578
20010501 1366.49036 1366.92871 1366.05188 1367.30872 1366.38391
20010502 1366.45667 1366.88391 1366.02942 1367.26453 1366.36475
20010503 1366.36194 1366.80396 1365.91992 1367.18518 1366.25891
20010504 1366.26794 1366.72644 1365.80945 1367.10840 1366.15210
20010505 1366.41516 1366.88037 1365.94165 1367.26294 1366.28809
